origin_id,destination_id,distance_km,travel_time_min,traffic_level,road_restrictions,source_file
C000144,D002_3,9.917,47.6,High,,roads_D002_3.csv
C000144,D002_4,12.03,45.1,Medium,No Heavy Trucks,roads_D002_4.csv
C000144,D002_5,10.884,40.8,Medium,,roads_D002_5.csv
C000144,D005_1,89.762,224.4,Low,,roads_D005_1.csv
C000144,D005_2,90.176,281.8,Medium,,roads_D005_2.csv
C000144,D005_3,89.817,280.7,Medium,,roads_D005_3.csv
C000144,D005_4,90.961,227.4,Low,No Heavy Trucks,roads_D005_4.csv
C000147,D002_2,6.63,24.9,Medium,,roads_D002_2.csv
C000147,D002_3,4.278,16.0,Medium,,roads_D002_3.csv
C000147,D002_4,5.279,19.8,Medium,,roads_D002_4.csv
C000147,D005_1,85.855,268.3,Medium,,roads_D005_1.csv
C000147,D005_2,86.315,269.7,Medium,,roads_D005_2.csv
C000147,D005_3,85.522,267.3,Medium,,roads_D005_3.csv
C000147,D005_4,86.84,217.1,Low,,roads_D005_4.csv
C000147,D005_5,85.137,266.1,Medium,,roads_D005_5.csv
C000152,D002_2,9.85,47.3,High,,roads_D002_2.csv
C000152,D002_3,7.395,22.2,Low,,roads_D002_3.csv
C000152,D002_4,8.73,41.9,High,,roads_D002_4.csv
C000152,D002_5,10.579,50.8,High,,roads_D002_5.csv
C000152,D005_1,95.235,380.9,High,,roads_D005_1.csv
C000152,D005_2,95.672,239.2,Low,,roads_D005_2.csv
C000152,D005_3,95.1,380.4,High,No Heavy Trucks,roads_D005_3.csv
C000152,D005_5,94.686,236.7,Low,No Heavy Trucks,roads_D005_5.csv
C000227,D002_1,11.698,43.9,Medium,,roads_D002_1.csv
C000227,D002_2,15.768,59.1,Medium,,roads_D002_2.csv
C000227,D002_3,12.212,45.8,Medium,,roads_D002_3.csv
C000227,D002_4,14.121,53.0,Medium,,roads_D002_4.csv
C000227,D005_1,81.969,327.9,High,,roads_D005_1.csv
C000227,D005_2,82.386,329.5,High,,roads_D005_2.csv
C000227,D005_3,82.015,256.3,Medium,,roads_D005_3.csv
C000249,D002_1,10.905,40.9,Medium,,roads_D002_1.csv
C000249,D002_3,9.068,34.0,Medium,,roads_D002_3.csv
C000249,D002_5,11.64,55.9,High,,roads_D002_5.csv
C000249,D005_2,94.833,296.4,Medium,,roads_D005_2.csv
C000249,D005_3,94.377,235.9,Low,,roads_D005_3.csv
C000249,D005_4,95.562,238.9,Low,,roads_D005_4.csv
C000249,D005_5,93.948,293.6,Medium,,roads_D005_5.csv
C000270,D002_1,7.258,27.2,Medium,No Heavy Trucks,roads_D002_1.csv
C000270,D002_2,5.995,22.5,Medium,No Heavy Trucks,roads_D002_2.csv
C000270,D002_3,5.084,19.1,Medium,,roads_D002_3.csv
C000270,D002_4,5.394,25.9,High,,roads_D002_4.csv
C000270,D002_5,8.8,33.0,Medium,,roads_D002_5.csv
C000270,D005_1,95.108,237.8,Low,No Heavy Trucks,roads_D005_1.csv
C000270,D005_2,95.564,298.6,Medium,,roads_D005_2.csv
C000270,D005_3,94.808,296.3,Medium,,roads_D005_3.csv
C000270,D005_4,96.113,300.4,Medium,,roads_D005_4.csv
C000270,D005_5,94.419,295.1,Medium,,roads_D005_5.csv
C000277,D002_1,10.798,40.5,Medium,,roads_D002_1.csv
C000277,D002_2,14.421,69.2,High,,roads_D002_2.csv
C000277,D002_3,10.599,50.9,High,,roads_D002_3.csv
C000277,D002_4,12.705,47.6,Medium,,roads_D002_4.csv
C000277,D002_5,10.153,38.1,Medium,,roads_D002_5.csv
C000277,D005_1,85.803,214.5,Low,No Heavy Trucks,roads_D005_1.csv
C000277,D005_2,86.218,344.9,High,,roads_D005_2.csv
C000277,D005_3,85.861,343.4,High,,roads_D005_3.csv
C000277,D005_4,87.003,271.9,Medium,,roads_D005_4.csv
C000277,D005_5,85.419,266.9,Medium,No Heavy Trucks,roads_D005_5.csv
C000279,D002_1,10.268,38.5,Medium,,roads_D002_1.csv
C000279,D002_2,9.277,34.8,Medium,,roads_D002_2.csv
C000279,D002_3,11.823,44.3,Medium,,roads_D002_3.csv
C000279,D002_4,10.214,38.3,Medium,,roads_D002_4.csv
C000279,D002_5,10.331,49.6,High,,roads_D002_5.csv
C000279,D005_1,86.399,270.0,Medium,,roads_D005_1.csv
C000279,D005_3,85.618,214.0,Low,,roads_D005_3.csv
C000279,D005_4,87.12,217.8,Low,,roads_D005_4.csv
C000279,D005_5,85.304,266.6,Medium,,roads_D005_5.csv
C000284,D002_3,11.939,35.8,Low,,roads_D002_3.csv
C000284,D002_4,10.305,30.9,Low,,roads_D002_4.csv
C000284,D002_5,14.703,70.6,High,,roads_D002_5.csv
C000284,D005_1,99.876,249.7,Low,,roads_D005_1.csv
C000284,D005_2,100.363,313.6,Medium,,roads_D005_2.csv
C000284,D005_3,99.277,310.2,Medium,,roads_D005_3.csv
C000284,D005_4,100.708,314.7,Medium,,roads_D005_4.csv
C000284,D005_5,98.934,309.2,Medium,,roads_D005_5.csv
C000317,D002_1,14.966,71.8,High,,roads_D002_1.csv
C000317,D002_2,10.773,51.7,High,No Heavy Trucks,roads_D002_2.csv
C000317,D002_3,14.148,53.1,Medium,,roads_D002_3.csv
C000317,D002_4,12.301,59.0,High,,roads_D002_4.csv
C000317,D002_5,16.502,79.2,High,,roads_D002_5.csv
C000317,D005_2,100.956,252.4,Low,,roads_D005_2.csv
C000317,D005_3,99.759,399.0,High,,roads_D005_3.csv
C000317,D005_4,101.231,253.1,Low,,roads_D005_4.csv
C000317,D005_5,99.433,310.7,Medium,,roads_D005_5.csv
C000361,D002_1,4.28,12.8,Low,,roads_D002_1.csv
C000361,D002_2,1.413,6.8,High,,roads_D002_2.csv
C000361,D002_3,3.185,15.3,High,,roads_D002_3.csv
C000361,D002_4,1.503,4.5,Low,,roads_D002_4.csv
C000361,D002_5,5.967,22.4,Medium,,roads_D002_5.csv
C000361,D005_1,92.198,288.1,Medium,,roads_D005_1.csv
C000361,D005_2,92.668,231.7,Low,,roads_D005_2.csv
C000361,D005_3,91.766,229.4,Low,,roads_D005_3.csv
C000361,D005_4,93.127,291.0,Medium,,roads_D005_4.csv
C000361,D005_5,91.396,285.6,Medium,,roads_D005_5.csv
C000369,D002_1,11.449,42.9,Medium,,roads_D002_1.csv
C000369,D002_2,11.531,55.3,High,No Heavy Trucks,roads_D002_2.csv
C000369,D002_3,13.351,40.1,Low,,roads_D002_3.csv
C000369,D002_4,12.111,58.1,High,,roads_D002_4.csv
C000369,D002_5,11.025,33.1,Low,,roads_D002_5.csv
C000369,D005_1,83.182,208.0,Low,,roads_D005_1.csv
C000369,D005_2,83.689,261.5,Medium,,roads_D005_2.csv
C000369,D005_3,82.389,257.5,Medium,,roads_D005_3.csv
C000369,D005_4,83.895,262.2,Medium,No Heavy Trucks,roads_D005_4.csv
C000369,D005_5,82.077,256.5,Medium,,roads_D005_5.csv
C000374,D002_1,9.207,34.5,Medium,,roads_D002_1.csv
C000374,D002_2,6.253,23.4,Medium,,roads_D002_2.csv
C000374,D002_3,9.86,37.0,Medium,,roads_D002_3.csv
C000374,D002_4,7.784,37.4,High,,roads_D002_4.csv
C000374,D005_1,91.187,228.0,Low,,roads_D005_1.csv
C000374,D005_2,91.686,286.5,Medium,,roads_D005_2.csv
C000374,D005_3,90.47,282.7,Medium,,roads_D005_3.csv
C000374,D005_4,91.947,287.3,Medium,,roads_D005_4.csv
C000374,D005_5,90.146,281.7,Medium,No Heavy Trucks,roads_D005_5.csv
C000387,D002_1,6.647,19.9,Low,No Heavy Trucks,roads_D002_1.csv
C000387,D002_2,2.861,13.7,High,,roads_D002_2.csv
C000387,D002_3,5.472,16.4,Low,No Heavy Trucks,roads_D002_3.csv
C000387,D005_1,94.325,235.8,Low,,roads_D005_1.csv
C000387,D005_2,94.799,237.0,Low,No Heavy Trucks,roads_D005_2.csv
C000387,D005_3,93.851,293.3,Medium,,roads_D005_3.csv
C000387,D005_4,95.23,238.1,Low,,roads_D005_4.csv
C000387,D005_5,93.488,374.0,High,,roads_D005_5.csv
C000454,D002_1,12.586,60.4,High,,roads_D002_1.csv
C000454,D002_2,14.563,43.7,Low,,roads_D002_2.csv
C000454,D002_3,11.109,53.3,High,,roads_D002_3.csv
C000454,D002_4,13.056,49.0,Medium,,roads_D002_4.csv
C000454,D002_5,12.933,48.5,Medium,,roads_D002_5.csv
C000454,D005_1,92.919,232.3,Low,,roads_D005_1.csv
C000454,D005_2,93.33,233.3,Low,,roads_D005_2.csv
C000454,D005_3,92.997,232.5,Low,,roads_D005_3.csv
C000454,D005_4,94.131,294.2,Medium,,roads_D005_4.csv
C000521,D002_2,10.796,40.5,Medium,,roads_D002_2.csv
C000521,D002_3,7.177,21.5,Low,,roads_D002_3.csv
C000521,D002_4,9.123,34.2,Medium,,roads_D002_4.csv
C000521,D005_1,85.32,213.3,Low,,roads_D005_1.csv
C000521,D005_2,85.755,343.0,High,,roads_D005_2.csv
C000521,D005_3,85.203,266.3,Medium,,roads_D005_3.csv
C000521,D005_4,86.425,270.1,Medium,,roads_D005_4.csv
C000521,D005_5,84.785,212.0,Low,,roads_D005_5.csv
C000584,D002_1,2.222,10.7,High,No Heavy Trucks,roads_D002_1.csv
C000584,D002_2,6.361,23.9,Medium,,roads_D002_2.csv
C000584,D002_4,4.813,18.0,Medium,,roads_D002_4.csv
C000584,D002_5,1.54,4.6,Low,,roads_D002_5.csv
C000584,D005_2,87.327,218.3,Low,,roads_D005_2.csv
C000584,D005_3,86.571,270.5,Medium,No Heavy Trucks,roads_D005_3.csv
C000584,D005_4,87.874,274.6,Medium,,roads_D005_4.csv
C000584,D005_5,86.18,215.5,Low,,roads_D005_5.csv
C000589,D002_1,16.059,48.2,Low,,roads_D002_1.csv
C000589,D002_2,11.954,35.9,Low,No Heavy Trucks,roads_D002_2.csv
C000589,D002_3,14.907,71.6,High,,roads_D002_3.csv
C000589,D002_4,13.293,63.8,High,,roads_D002_4.csv
C000589,D002_5,17.687,84.9,High,,roads_D002_5.csv
C000589,D005_1,102.573,320.5,Medium,,roads_D005_1.csv
C000589,D005_2,103.064,322.1,Medium,,roads_D005_2.csv
C000589,D005_3,101.927,318.5,Medium,,roads_D005_3.csv
C000589,D005_5,101.592,317.5,Medium,,roads_D005_5.csv
C000635,D002_1,10.885,40.8,Medium,,roads_D002_1.csv
C000635,D002_2,14.326,53.7,Medium,,roads_D002_2.csv
C000635,D002_4,13.473,40.4,Low,,roads_D002_4.csv
C000635,D002_5,9.233,44.3,High,,roads_D002_5.csv
C000635,D005_1,77.274,241.5,Medium,,roads_D005_1.csv
C000635,D005_2,77.74,194.3,Low,,roads_D005_2.csv
C000635,D005_3,76.89,192.2,Low,,roads_D005_3.csv
C000635,D005_4,78.227,195.6,Low,,roads_D005_4.csv
C000635,D005_5,76.511,239.1,Medium,No Heavy Trucks,roads_D005_5.csv
C000649,D002_1,12.738,47.8,Medium,,roads_D002_1.csv
C000649,D002_2,16.656,62.5,Medium,,roads_D002_2.csv
C000649,D002_3,14.477,69.5,High,,roads_D002_3.csv
C000649,D002_4,15.504,58.1,Medium,,roads_D002_4.csv
C000649,D002_5,11.041,41.4,Medium,,roads_D002_5.csv
C000649,D005_2,76.327,238.5,Medium,No Heavy Trucks,roads_D005_2.csv
C000649,D005_3,75.664,302.7,High,,roads_D005_3.csv
C000649,D005_4,76.928,240.4,Medium,,roads_D005_4.csv
C000649,D005_5,75.26,188.1,Low,,roads_D005_5.csv
C000725,D002_1,6.712,25.2,Medium,,roads_D002_1.csv
C000725,D002_2,10.003,30.0,Low,,roads_D002_2.csv
C000725,D002_3,6.155,23.1,Medium,,roads_D002_3.csv
C000725,D002_4,8.289,31.1,Medium,,roads_D002_4.csv
C000725,D002_5,6.523,31.3,High,,roads_D002_5.csv
C000725,D005_1,88.039,220.1,Low,,roads_D005_1.csv
C000725,D005_2,88.473,276.5,Medium,,roads_D005_2.csv
C000735,D002_2,9.305,34.9,Medium,,roads_D002_2.csv
C000735,D002_4,8.833,33.1,Medium,,roads_D002_4.csv
C000735,D002_5,12.088,58.0,High,,roads_D002_5.csv
C000735,D005_1,98.074,245.2,Low,,roads_D005_1.csv
C000735,D005_2,98.522,307.9,Medium,,roads_D005_2.csv
C000735,D005_3,97.836,305.7,Medium,,roads_D005_3.csv
C000735,D005_4,99.115,309.7,Medium,,roads_D005_4.csv
C000735,D005_5,97.438,243.6,Low,,roads_D005_5.csv
C000741,D002_2,10.597,39.7,Medium,,roads_D002_2.csv
C000741,D002_3,6.835,25.6,Medium,,roads_D002_3.csv
C000741,D002_4,8.89,33.3,Medium,,roads_D002_4.csv
C000741,D002_5,6.295,23.6,Medium,,roads_D002_5.csv
C000741,D005_1,86.446,345.8,High,,roads_D005_1.csv
C000741,D005_2,86.879,271.5,Medium,No Heavy Trucks,roads_D005_2.csv
C000741,D005_3,86.344,215.9,Low,,roads_D005_3.csv
C000741,D005_4,87.559,350.2,High,No Heavy Trucks,roads_D005_4.csv
C000741,D005_5,85.924,268.5,Medium,,roads_D005_5.csv
C000746,D002_1,6.938,20.8,Low,,roads_D002_1.csv
C000746,D002_2,7.493,36.0,High,,roads_D002_2.csv
C000746,D002_3,8.868,33.3,Medium,,roads_D002_3.csv
C000746,D002_4,7.785,29.2,Medium,No Heavy Trucks,roads_D002_4.csv
C000746,D002_5,6.597,24.7,Medium,,roads_D002_5.csv
C000746,D005_1,84.996,265.6,Medium,,roads_D005_1.csv
C000746,D005_2,85.486,267.1,Medium,,roads_D005_2.csv
C000746,D005_3,84.373,210.9,Low,,roads_D005_3.csv
C000746,D005_4,85.811,268.2,Medium,,roads_D005_4.csv
C000746,D005_5,84.032,262.6,Medium,,roads_D005_5.csv
C000802,D002_1,13.776,51.7,Medium,,roads_D002_1.csv
C000802,D002_3,15.213,57.0,Medium,,roads_D002_3.csv
C000802,D002_4,13.466,40.4,Low,No Heavy Trucks,roads_D002_4.csv
C000802,D002_5,13.9,41.7,Low,,roads_D002_5.csv
C000802,D005_1,86.859,271.4,Medium,,roads_D005_1.csv
C000802,D005_2,87.377,218.4,Low,,roads_D005_2.csv
C000802,D005_3,85.937,214.8,Low,,roads_D005_3.csv
C000802,D005_4,87.493,273.4,Medium,,roads_D005_4.csv
C000802,D005_5,85.647,267.6,Medium,,roads_D005_5.csv
C000841,D002_1,8.132,30.5,Medium,,roads_D002_1.csv
C000841,D002_2,12.319,46.2,Medium,,roads_D002_2.csv
C000841,D002_3,9.147,34.3,Medium,,roads_D002_3.csv
C000841,D002_5,6.75,25.3,Medium,,roads_D002_5.csv
C000841,D005_1,82.341,257.3,Medium,,roads_D005_1.csv
C000841,D005_2,82.778,258.7,Medium,,roads_D005_2.csv
C000841,D005_3,82.208,256.9,Medium,,roads_D005_3.csv
C000841,D005_4,83.437,260.7,Medium,,roads_D005_4.csv
C000841,D005_5,81.793,255.6,Medium,,roads_D005_5.csv
C000853,D002_1,9.905,37.1,Medium,,roads_D002_1.csv
C000853,D002_2,11.554,43.3,Medium,,roads_D002_2.csv
C000853,D002_3,8.234,24.7,Low,,roads_D002_3.csv
C000853,D002_4,10.094,48.5,High,,roads_D002_4.csv
C000853,D002_5,10.493,31.5,Low,,roads_D002_5.csv
C000853,D005_1,92.944,371.8,High,,roads_D005_1.csv
C000853,D005_2,93.369,233.4,Low,,roads_D005_2.csv
C000853,D005_4,94.093,376.4,High,,roads_D005_4.csv
C000853,D005_5,92.477,289.0,Medium,,roads_D005_5.csv
C000856,D002_1,9.272,44.5,High,,roads_D002_1.csv
C000856,D002_2,5.307,19.9,Medium,,roads_D002_2.csv
C000856,D002_3,8.073,38.7,High,,roads_D002_3.csv
C000856,D002_4,6.489,24.3,Medium,No Heavy Trucks,roads_D002_4.csv
C000856,D002_5,10.932,52.5,High,,roads_D002_5.csv
C000856,D005_1,96.675,386.7,High,,roads_D005_1.csv
C000856,D005_2,97.154,303.6,Medium,,roads_D005_2.csv
C000856,D005_3,96.155,384.6,High,,roads_D005_3.csv
C000856,D005_4,97.554,243.9,Low,,roads_D005_4.csv
C000856,D005_5,95.8,299.4,Medium,,roads_D005_5.csv
C000882,D002_1,6.905,25.9,Medium,,roads_D002_1.csv
C000882,D002_2,6.892,25.8,Medium,,roads_D002_2.csv
C000882,D002_4,5.808,21.8,Medium,,roads_D002_4.csv
C000882,D002_5,8.212,24.6,Low,,roads_D002_5.csv
C000882,D005_1,93.978,293.7,Medium,,roads_D005_1.csv
C000882,D005_2,94.426,236.1,Low,,roads_D005_2.csv
C000882,D005_3,93.743,292.9,Medium,,roads_D005_3.csv
C000882,D005_4,95.019,296.9,Medium,,roads_D005_4.csv
C000882,D005_5,93.343,373.4,High,,roads_D005_5.csv
C000912,D002_1,10.173,48.8,High,,roads_D002_1.csv
C000912,D002_2,6.794,32.6,High,,roads_D002_2.csv
C000912,D002_3,8.504,31.9,Medium,,roads_D002_3.csv
C000912,D002_4,7.472,35.9,High,No Heavy Trucks,roads_D002_4.csv
C000912,D002_5,11.874,35.6,Low,,roads_D002_5.csv
C000912,D005_1,98.185,245.5,Low,,roads_D005_1.csv
C000912,D005_2,98.656,308.3,Medium,,roads_D005_2.csv
C000912,D005_3,97.741,244.4,Low,,roads_D005_3.csv
C000912,D005_4,99.108,247.8,Low,,roads_D005_4.csv
C000912,D005_5,97.373,389.5,High,,roads_D005_5.csv
C000938,D002_1,6.75,20.3,Low,,roads_D002_1.csv
C000938,D002_2,9.054,27.2,Low,,roads_D002_2.csv
C000938,D002_3,5.373,25.8,High,,roads_D002_3.csv
C000938,D002_5,7.203,27.0,Medium,,roads_D002_5.csv
C000938,D005_1,90.583,226.5,Low,,roads_D005_1.csv
C000938,D005_3,90.457,282.7,Medium,,roads_D005_3.csv
C000938,D005_4,91.684,286.5,Medium,,roads_D005_4.csv
C000938,D005_5,90.041,281.4,Medium,,roads_D005_5.csv
C000949,D002_1,9.922,47.6,High,,roads_D002_1.csv
C000949,D002_2,13.951,52.3,Medium,,roads_D002_2.csv
C000949,D002_3,11.569,55.5,High,,roads_D002_3.csv
C000949,D005_1,78.85,197.1,Low,,roads_D005_1.csv
C000949,D005_2,79.297,247.8,Medium,No Heavy Trucks,roads_D005_2.csv
C000949,D005_3,78.631,245.7,Medium,,roads_D005_3.csv
C000949,D005_4,79.897,319.6,High,,roads_D005_4.csv
C000949,D005_5,78.227,195.6,Low,,roads_D005_5.csv
C000982,D002_1,7.277,34.9,High,No Heavy Trucks,roads_D002_1.csv
C000982,D002_2,11.429,42.9,Medium,,roads_D002_2.csv
C000982,D002_3,8.734,32.8,Medium,,roads_D002_3.csv
C000982,D002_4,10.051,37.7,Medium,,roads_D002_4.csv
C000982,D002_5,5.68,21.3,Medium,,roads_D002_5.csv
C000982,D005_1,81.813,255.7,Medium,,roads_D005_1.csv
C000982,D005_4,82.861,258.9,Medium,No Heavy Trucks,roads_D005_4.csv
C000982,D005_5,81.191,324.8,High,,roads_D005_5.csv
C001004,D002_1,11.365,54.6,High,,roads_D002_1.csv
C001004,D002_2,14.326,43.0,Low,No Heavy Trucks,roads_D002_2.csv
C001004,D002_3,10.517,39.4,Medium,,roads_D002_3.csv
C001004,D002_4,12.648,37.9,Low,,roads_D002_4.csv
C001004,D002_5,11.2,42.0,Medium,No Heavy Trucks,roads_D002_5.csv
C001004,D005_1,89.013,222.5,Low,,roads_D005_1.csv
C001004,D005_2,89.425,279.5,Medium,,roads_D005_2.csv
C001004,D005_3,89.092,222.7,Low,,roads_D005_3.csv
C001004,D005_4,90.225,225.6,Low,,roads_D005_4.csv
C001004,D005_5,88.648,277.0,Medium,,roads_D005_5.csv
C001017,D002_1,10.841,40.7,Medium,,roads_D002_1.csv
C001017,D002_2,11.706,35.1,Low,,roads_D002_2.csv
C001017,D002_3,8.891,33.3,Medium,,roads_D002_3.csv
C001017,D002_4,10.458,50.2,High,,roads_D002_4.csv
C001017,D002_5,11.707,43.9,Medium,No Heavy Trucks,roads_D002_5.csv
C001017,D005_1,95.113,237.8,Low,,roads_D005_1.csv
C001017,D005_2,95.54,298.6,Medium,,roads_D005_2.csv
C001017,D005_3,95.055,237.6,Low,No Heavy Trucks,roads_D005_3.csv
C001017,D005_5,94.63,295.7,Medium,,roads_D005_5.csv
C001042,D002_1,13.477,64.7,High,No Heavy Trucks,roads_D002_1.csv
C001042,D002_2,17.635,66.1,Medium,,roads_D002_2.csv
C001042,D002_3,14.808,55.5,Medium,,roads_D002_3.csv
C001042,D002_4,16.241,60.9,Medium,,roads_D002_4.csv
C001042,D002_5,11.885,44.6,Medium,,roads_D002_5.csv
C001042,D005_1,76.752,239.8,Medium,,roads_D005_1.csv
C001042,D005_2,77.181,241.2,Medium,,roads_D005_2.csv
C001042,D005_3,76.698,239.7,Medium,,roads_D005_3.csv
C001042,D005_4,77.889,243.4,Medium,,roads_D005_4.csv
C001042,D005_5,76.271,238.3,Medium,No Heavy Trucks,roads_D005_5.csv
C001055,D002_1,5.188,24.9,High,,roads_D002_1.csv
C001055,D002_2,8.767,32.9,Medium,No Heavy Trucks,roads_D002_2.csv
C001055,D002_5,3.56,13.4,Medium,No Heavy Trucks,roads_D002_5.csv
C001055,D005_2,83.437,260.7,Medium,,roads_D005_2.csv
C001055,D005_3,82.588,206.5,Low,,roads_D005_3.csv
C001055,D005_4,83.926,262.3,Medium,,roads_D005_4.csv
C001069,D002_2,15.786,75.8,High,No Heavy Trucks,roads_D002_2.csv
C001069,D002_3,12.177,45.7,Medium,,roads_D002_3.csv
C001069,D002_4,14.123,53.0,Medium,,roads_D002_4.csv
C001069,D002_5,10.666,32.0,Low,,roads_D002_5.csv
C001069,D005_1,82.401,257.5,Medium,No Heavy Trucks,roads_D005_1.csv
C001069,D005_2,82.816,258.8,Medium,,roads_D005_2.csv
C001069,D005_3,82.458,206.1,Low,,roads_D005_3.csv
C001069,D005_4,83.6,209.0,Low,,roads_D005_4.csv
C001069,D005_5,82.016,205.0,Low,,roads_D005_5.csv
C001111,D002_1,8.225,30.8,Medium,,roads_D002_1.csv
C001111,D002_2,12.348,37.0,Low,No Heavy Trucks,roads_D002_2.csv
C001111,D002_3,8.935,42.9,High,,roads_D002_3.csv
C001111,D002_4,10.738,40.3,Medium,,roads_D002_4.csv
C001111,D005_3,83.183,259.9,Medium,,roads_D005_3.csv
C001111,D005_4,84.395,263.7,Medium,,roads_D005_4.csv
C001111,D005_5,82.762,258.6,Medium,,roads_D005_5.csv
C001117,D002_1,11.905,44.6,Medium,No Heavy Trucks,roads_D002_1.csv
C001117,D002_2,8.384,40.2,High,,roads_D002_2.csv
C001117,D002_3,12.206,58.6,High,,roads_D002_3.csv
C001117,D002_4,10.066,37.7,Medium,,roads_D002_4.csv
C001117,D002_5,12.957,62.2,High,,roads_D002_5.csv
C001117,D005_1,93.719,292.9,Medium,No Heavy Trucks,roads_D005_1.csv
C001117,D005_2,94.223,235.6,Low,,roads_D005_2.csv
C001117,D005_3,92.934,371.7,High,,roads_D005_3.csv
C001117,D005_4,94.438,377.8,High,,roads_D005_4.csv
C001117,D005_5,92.621,231.6,Low,,roads_D005_5.csv
C001133,D002_1,13.965,52.4,Medium,,roads_D002_1.csv
C001133,D002_2,9.771,36.6,Medium,,roads_D002_2.csv
C001133,D002_3,13.186,39.6,Low,,roads_D002_3.csv
C001133,D002_4,11.314,42.4,Medium,,roads_D002_4.csv
C001133,D002_5,15.494,74.4,High,,roads_D002_5.csv
C001133,D005_1,99.515,248.8,Low,,roads_D005_1.csv
C001133,D005_2,100.011,312.5,Medium,No Heavy Trucks,roads_D005_2.csv
C001133,D005_3,98.828,308.8,Medium,No Heavy Trucks,roads_D005_3.csv
C001133,D005_5,98.5,246.2,Low,,roads_D005_5.csv
C001214,D002_1,4.695,22.5,High,,roads_D002_1.csv
C001214,D002_2,1.194,3.6,Low,,roads_D002_2.csv
C001214,D002_3,3.743,18.0,High,,roads_D002_3.csv
C001214,D002_4,1.916,7.2,Medium,,roads_D002_4.csv
C001214,D002_5,6.36,23.8,Medium,No Heavy Trucks,roads_D002_5.csv
C001214,D005_1,92.442,231.1,Low,No Heavy Trucks,roads_D005_1.csv
C001214,D005_2,92.914,290.4,Medium,,roads_D005_2.csv
C001214,D005_3,91.99,287.5,Medium,,roads_D005_3.csv
C001214,D005_5,91.623,229.1,Low,,roads_D005_5.csv
C001244,D002_1,7.695,36.9,High,,roads_D002_1.csv
C001244,D002_2,8.771,26.3,Low,No Heavy Trucks,roads_D002_2.csv
C001244,D002_4,7.408,27.8,Medium,,roads_D002_4.csv
C001244,D002_5,8.623,32.3,Medium,,roads_D002_5.csv
C001244,D005_1,93.126,291.0,Medium,,roads_D005_1.csv
C001244,D005_2,93.564,292.4,Medium,,roads_D005_2.csv
C001244,D005_3,92.977,290.6,Medium,No Heavy Trucks,roads_D005_3.csv
C001244,D005_4,94.215,376.9,High,,roads_D005_4.csv
C001244,D005_5,92.565,289.3,Medium,No Heavy Trucks,roads_D005_5.csv
C001261,D002_1,12.401,37.2,Low,,roads_D002_1.csv
