origin_index,destination_index,origin_id,destination_id,distance_km,travel_time_min,traffic_level,road_restrictions
541,5,C000298,D006_1,444.669,1191.1,Medium,
541,6,C000298,D006_2,444.019,1189.3,Medium,
541,8,C000298,D006_4,444.829,953.2,Low,
541,9,C000298,D006_5,440.471,1510.2,High,
541,10,C000298,D007_1,74.367,214.5,Medium,No Heavy Trucks
541,11,C000298,D007_2,74.187,214.0,Medium,
541,12,C000298,D007_3,72.764,167.9,Low,
248,0,C000334,D003_1,5.902,15.8,Medium,
248,1,C000334,D003_2,8.228,17.6,Low,
248,2,C000334,D003_3,8.782,23.5,Medium,
248,3,C000334,D003_4,8.568,22.9,Medium,
248,5,C000334,D006_1,443.686,1188.4,Medium,
248,6,C000334,D006_2,443.018,1186.7,Medium,No Heavy Trucks
248,7,C000334,D006_3,444.169,1189.7,Medium,
248,8,C000334,D006_4,443.829,1188.8,Medium,
248,9,C000334,D006_5,439.494,1177.2,Medium,
248,10,C000334,D007_1,73.602,169.9,Low,
248,11,C000334,D007_2,73.456,211.9,Medium,
248,12,C000334,D007_3,72.143,166.5,Low,
248,13,C000334,D007_4,71.963,207.6,Medium,
1429,0,C000388,D003_1,2.853,6.1,Low,
1429,2,C000388,D003_3,7.728,20.7,Medium,
1429,3,C000388,D003_4,6.739,23.1,High,
1429,4,C000388,D003_5,2.361,6.3,Medium,No Heavy Trucks
1429,5,C000388,D006_1,444.396,1523.6,High,
1429,6,C000388,D006_2,443.768,1188.7,Medium,
1429,8,C000388,D006_4,444.575,952.7,Low,No Heavy Trucks
1429,9,C000388,D006_5,440.192,1509.2,High,
1429,10,C000388,D007_1,76.373,282.0,High,
1429,11,C000388,D007_2,76.17,281.2,High,
1429,12,C000388,D007_3,74.666,172.3,Low,
1429,13,C000388,D007_4,74.715,275.9,High,No Heavy Trucks
1429,14,C000388,D007_5,78.101,225.3,Medium,
543,0,C000400,D003_1,7.054,15.1,Low,
543,1,C000400,D003_2,4.657,10.0,Low,
543,2,C000400,D003_3,6.046,16.2,Medium,
543,4,C000400,D003_5,8.81,23.6,Medium,
543,5,C000400,D006_1,437.621,937.8,Low,
543,6,C000400,D006_2,437.046,1170.7,Medium,No Heavy Trucks
543,7,C000400,D006_3,438.148,1173.6,Medium,
543,8,C000400,D006_4,437.846,938.2,Low,
543,9,C000400,D006_5,433.4,1485.9,High,
543,10,C000400,D007_1,85.762,247.4,Medium,No Heavy Trucks
543,12,C000400,D007_3,84.049,242.4,Medium,
543,13,C000400,D007_4,84.104,242.6,Medium,
543,14,C000400,D007_5,87.489,201.9,Low,
1809,0,C000405,D003_1,9.109,19.5,Low,
1809,1,C000405,D003_2,10.149,21.7,Low,No Heavy Trucks
1809,2,C000405,D003_3,8.72,23.4,Medium,
1809,3,C000405,D003_4,9.429,20.2,Low,
1809,4,C000405,D003_5,7.786,20.9,Medium,
1809,5,C000405,D006_1,438.88,1504.7,High,No Heavy Trucks
1809,6,C000405,D006_2,438.185,1173.7,Medium,
1809,7,C000405,D006_3,439.351,1176.8,Medium,
1809,8,C000405,D006_4,439.0,940.7,Low,
1809,9,C000405,D006_5,434.696,1164.4,Medium,
1809,10,C000405,D007_1,75.387,278.4,High,
1809,11,C000405,D007_2,75.319,217.3,Medium,No Heavy Trucks
1809,12,C000405,D007_3,74.263,171.4,Low,
1809,13,C000405,D007_4,73.783,170.3,Low,
1809,14,C000405,D007_5,77.51,178.9,Low,
1116,0,C000424,D003_1,4.928,16.9,High,
1116,1,C000424,D003_2,3.086,8.3,Medium,
1116,2,C000424,D003_3,5.623,19.3,High,
1116,3,C000424,D003_4,4.27,11.4,Medium,No Heavy Trucks
1116,4,C000424,D003_5,6.727,14.4,Low,
1116,5,C000424,D006_1,439.734,1177.9,Medium,No Heavy Trucks
1116,6,C000424,D006_2,439.148,941.0,Low,
1116,7,C000424,D006_3,440.255,1179.3,Medium,
1116,8,C000424,D006_4,439.95,942.7,Low,
1116,9,C000424,D006_5,435.516,933.2,Low,
1116,10,C000424,D007_1,83.377,240.5,Medium,
1116,13,C000424,D007_4,81.717,188.6,Low,
1116,14,C000424,D007_5,85.082,314.1,High,
217,0,C000447,D003_1,2.047,4.4,Low,
217,1,C000447,D003_2,0.661,2.3,High,
217,2,C000447,D003_3,3.52,9.4,Medium,
217,3,C000447,D003_4,2.173,5.8,Medium,
217,4,C000447,D003_5,3.669,9.8,Medium,
217,5,C000447,D006_1,439.935,942.7,Low,
217,6,C000447,D006_2,439.321,1176.8,Medium,
217,8,C000447,D006_4,440.126,1178.9,Medium,
217,9,C000447,D006_5,435.725,933.7,Low,
217,10,C000447,D007_1,80.861,186.6,Low,
217,11,C000447,D007_2,80.681,297.9,High,
217,12,C000447,D007_3,79.247,292.6,High,
217,13,C000447,D007_4,79.21,292.5,High,
217,14,C000447,D007_5,82.657,190.7,Low,
1646,0,C000452,D003_1,6.091,20.9,High,
1646,1,C000452,D003_2,6.986,15.0,Low,No Heavy Trucks
1646,2,C000452,D003_3,10.131,27.1,Medium,
1646,5,C000452,D006_1,445.619,1527.8,High,
1646,7,C000452,D006_3,446.141,1195.0,Medium,
1646,8,C000452,D006_4,445.836,1194.2,Medium,
1646,9,C000452,D006_5,441.402,1182.3,Medium,
1646,10,C000452,D007_1,79.37,183.2,Low,
1646,11,C000452,D007_2,79.106,228.2,Medium,
1646,12,C000452,D007_3,77.401,223.3,Medium,
1646,13,C000452,D007_4,77.697,179.3,Low,
1646,14,C000452,D007_5,80.906,233.4,Medium,
1384,0,C000512,D003_1,3.477,9.3,Medium,
1384,2,C000512,D003_3,1.539,5.3,High,
1384,3,C000512,D003_4,1.298,3.5,Medium,
1384,5,C000512,D006_1,438.188,1173.7,Medium,
1384,6,C000512,D006_2,437.561,1172.0,Medium,
1384,7,C000512,D006_3,438.69,1504.1,High,
1384,8,C000512,D006_4,438.367,939.4,Low,
1384,9,C000512,D006_5,433.983,1162.5,Medium,
1384,10,C000512,D007_1,81.022,187.0,Low,
1384,11,C000512,D007_2,80.873,298.6,High,
1384,12,C000512,D007_3,79.542,183.6,Low,
1384,13,C000512,D007_4,79.382,183.2,Low,
1384,14,C000512,D007_5,82.911,306.1,High,
1698,0,C000550,D003_1,2.468,6.6,Medium,
1698,1,C000550,D003_2,1.829,3.9,Low,
1698,2,C000550,D003_3,2.503,8.6,High,
1698,3,C000550,D003_4,1.741,3.7,Low,
1698,5,C000550,D006_1,439.182,1505.8,High,
1698,6,C000550,D006_2,438.556,939.8,Low,
1698,7,C000550,D006_3,439.685,1177.7,Medium,
1698,8,C000550,D006_4,439.362,1506.4,High,
1698,9,C000550,D006_5,434.976,932.1,Low,
1698,10,C000550,D007_1,80.398,185.5,Low,
1698,11,C000550,D007_2,80.239,185.2,Low,
1698,12,C000550,D007_3,78.875,227.5,Medium,
1698,13,C000550,D007_4,78.755,290.8,High,
1698,14,C000550,D007_5,82.257,189.8,Low,
553,0,C000556,D003_1,5.467,11.7,Low,
553,1,C000556,D003_2,3.684,12.6,High,
553,2,C000556,D003_3,6.157,16.5,Medium,
553,3,C000556,D003_4,4.83,16.6,High,
553,5,C000556,D006_1,439.786,1178.0,Medium,
553,6,C000556,D006_2,439.205,1176.4,Medium,No Heavy Trucks
553,7,C000556,D006_3,440.31,943.5,Low,
553,8,C000556,D006_4,440.006,942.9,Low,No Heavy Trucks
553,9,C000556,D006_5,435.566,933.4,Low,
553,10,C000556,D007_1,83.767,193.3,Low,
553,11,C000556,D007_2,83.551,241.0,Medium,
553,12,C000556,D007_3,82.0,302.8,High,
553,13,C000556,D007_4,82.105,189.5,Low,
402,0,C000576,D003_1,5.834,15.6,Medium,
402,1,C000576,D003_2,6.875,14.7,Low,
402,2,C000576,D003_3,5.876,15.7,Medium,
402,3,C000576,D003_4,6.328,16.9,Medium,
402,4,C000576,D003_5,4.677,16.0,High,No Heavy Trucks
402,5,C000576,D006_1,439.45,941.7,Low,
402,6,C000576,D006_2,438.782,1175.3,Medium,
402,8,C000576,D006_4,439.593,942.0,Low,
402,9,C000576,D006_5,435.257,932.7,Low,
402,10,C000576,D007_1,76.919,221.9,Medium,
402,11,C000576,D007_2,76.81,221.6,Medium,
402,12,C000576,D007_3,75.615,218.1,Medium,
402,13,C000576,D007_4,75.296,217.2,Medium,
1764,1,C000582,D003_2,8.369,17.9,Low,
1764,2,C000582,D003_3,7.942,21.3,Medium,
1764,3,C000582,D003_4,7.805,20.9,Medium,
1764,4,C000582,D003_5,12.631,27.1,Low,
1764,5,C000582,D006_1,432.93,1159.6,Medium,
1764,6,C000582,D006_2,432.364,1158.1,Medium,
1764,7,C000582,D006_3,433.461,928.8,Low,
1764,8,C000582,D006_4,433.164,1160.3,Medium,
1764,9,C000582,D006_5,428.707,918.7,Low,
1764,10,C000582,D007_1,89.854,259.2,Medium,
1764,11,C000582,D007_2,89.682,258.7,Medium,
1764,12,C000582,D007_3,88.264,254.6,Medium,
1764,13,C000582,D007_4,88.206,203.6,Low,
1764,14,C000582,D007_5,91.669,264.4,Medium,
848,0,C000604,D003_1,6.419,17.2,Medium,
848,2,C000604,D003_3,4.418,11.8,Medium,No Heavy Trucks
848,3,C000604,D003_4,3.644,9.8,Medium,
848,4,C000604,D003_5,8.05,21.6,Medium,No Heavy Trucks
848,5,C000604,D006_1,436.807,1170.0,Medium,
848,6,C000604,D006_2,436.22,1168.4,Medium,
848,7,C000604,D006_3,437.328,1499.4,High,
848,8,C000604,D006_4,437.021,1498.4,High,No Heavy Trucks
848,9,C000604,D006_5,432.59,1158.7,Medium,
848,10,C000604,D007_1,85.253,245.9,Medium,
848,11,C000604,D007_2,85.072,245.4,Medium,
848,12,C000604,D007_3,83.629,193.0,Low,
848,14,C000604,D007_5,87.043,200.9,Low,No Heavy Trucks
1534,0,C000619,D003_1,11.422,30.6,Medium,
1534,1,C000619,D003_2,11.101,23.8,Low,No Heavy Trucks
1534,2,C000619,D003_3,8.351,17.9,Low,
1534,5,C000619,D006_1,433.392,1160.9,Medium,No Heavy Trucks
1534,6,C000619,D006_2,432.704,1159.0,Medium,
1534,7,C000619,D006_3,433.866,929.7,Low,
1534,8,C000619,D006_4,433.517,1161.2,Medium,
1534,9,C000619,D006_5,429.207,919.7,Low,
1534,10,C000619,D007_1,80.284,231.6,Medium,
1534,11,C000619,D007_2,80.25,231.5,Medium,
1534,12,C000619,D007_3,79.304,228.8,Medium,
1534,13,C000619,D007_4,78.697,227.0,Medium,No Heavy Trucks
1534,14,C000619,D007_5,82.499,190.4,Low,
1087,0,C000625,D003_1,7.365,25.3,High,
1087,1,C000625,D003_2,4.828,12.9,Medium,
1087,4,C000625,D003_5,8.578,23.0,Medium,
1087,5,C000625,D006_1,434.578,931.2,Low,
1087,6,C000625,D006_2,433.973,929.9,Low,
1087,7,C000625,D006_3,435.091,932.3,Low,
1087,8,C000625,D006_4,434.777,1164.6,Medium,
1087,9,C000625,D006_5,430.366,1152.8,Medium,
1087,10,C000625,D007_1,85.482,246.6,Medium,
1087,11,C000625,D007_2,85.338,196.9,Low,
1087,12,C000625,D007_3,84.018,242.4,Medium,
1087,13,C000625,D007_4,83.845,241.9,Medium,
1087,14,C000625,D007_5,87.383,201.7,Low,
1294,0,C000648,D003_1,10.243,27.4,Medium,
1294,1,C000648,D003_2,9.133,31.3,High,
1294,2,C000648,D003_3,6.029,16.1,Medium,
1294,3,C000648,D003_4,7.472,20.0,Medium,
1294,4,C000648,D003_5,10.244,27.4,Medium,
1294,5,C000648,D006_1,432.413,1158.2,Medium,
1294,6,C000648,D006_2,431.753,1156.5,Medium,
1294,7,C000648,D006_3,432.9,1159.6,Medium,
1294,8,C000648,D006_4,432.563,1158.7,Medium,
1294,9,C000648,D006_5,428.218,1147.0,Medium,
1294,10,C000648,D007_1,83.046,239.6,Medium,
1294,11,C000648,D007_2,82.984,191.5,Low,
1294,12,C000648,D007_3,81.937,189.1,Low,
1294,13,C000648,D007_4,81.444,234.9,Medium,
1294,14,C000648,D007_5,85.181,196.6,Low,
1616,0,C000660,D003_1,11.784,25.3,Low,
1616,1,C000660,D003_2,11.593,31.1,Medium,
1616,2,C000660,D003_3,8.917,23.9,Medium,
1616,4,C000660,D003_5,11.122,29.8,Medium,
1616,5,C000660,D006_1,433.571,929.1,Low,
1616,6,C000660,D006_2,432.877,1484.1,High,
1616,7,C000660,D006_3,434.042,1162.6,Medium,No Heavy Trucks
1616,8,C000660,D006_4,433.691,1161.7,Medium,
1616,10,C000660,D007_1,79.756,230.1,Medium,
1616,11,C000660,D007_2,79.729,184.0,Low,
1616,12,C000660,D007_3,78.805,291.0,High,No Heavy Trucks
1616,13,C000660,D007_4,78.173,288.6,High,
1616,14,C000660,D007_5,81.989,236.5,Medium,
49,0,C000696,D003_1,10.566,28.3,Medium,
49,1,C000696,D003_2,10.347,22.2,Low,
49,2,C000696,D003_3,7.696,16.5,Low,
49,3,C000696,D003_4,8.963,19.2,Low,
49,4,C000696,D003_5,9.961,26.7,Medium,
49,5,C000696,D006_1,434.21,1488.7,High,
49,6,C000696,D006_2,433.525,1161.2,Medium,
49,7,C000696,D006_3,434.686,1490.4,High,
49,9,C000696,D006_5,430.024,1151.8,Medium,No Heavy Trucks
49,10,C000696,D007_1,79.833,230.3,Medium,
49,12,C000696,D007_3,78.809,227.3,Medium,
49,13,C000696,D007_4,78.241,225.7,Medium,
49,14,C000696,D007_5,82.021,189.3,Low,
165,0,C000700,D003_1,7.516,16.1,Low,
165,1,C000700,D003_2,9.764,20.9,Low,
165,2,C000700,D003_3,10.04,21.5,Low,No Heavy Trucks
165,3,C000700,D003_4,9.972,26.7,Medium,
165,4,C000700,D003_5,5.718,15.3,Medium,
165,5,C000700,D006_1,443.978,1189.2,Medium,
165,6,C000700,D006_2,443.297,1187.4,Medium,
165,7,C000700,D006_3,444.456,1190.5,Medium,
165,8,C000700,D006_4,444.11,1189.6,Medium,
165,9,C000700,D006_5,439.791,942.4,Low,
165,10,C000700,D007_1,72.34,208.7,Medium,
165,11,C000700,D007_2,72.209,266.6,High,
165,12,C000700,D007_3,70.948,163.7,Low,
165,13,C000700,D007_4,70.707,204.0,Medium,
90,0,C000723,D003_1,10.151,21.8,Low,
90,1,C000723,D003_2,9.849,26.4,Medium,
90,2,C000723,D003_3,7.158,15.3,Low,
90,3,C000723,D003_4,8.441,22.6,Medium,No Heavy Trucks
90,4,C000723,D003_5,9.615,25.8,Medium,
90,5,C000723,D006_1,434.24,930.5,Low,No Heavy Trucks
90,6,C000723,D006_2,433.56,1161.3,Medium,
90,7,C000723,D006_3,434.718,931.5,Low,
90,8,C000723,D006_4,434.373,930.8,Low,
90,9,C000723,D006_5,430.052,921.5,Low,
90,11,C000723,D007_2,80.079,184.8,Low,
90,12,C000723,D007_3,79.077,292.0,High,
90,13,C000723,D007_4,78.534,226.5,Medium,
90,14,C000723,D007_5,82.299,237.4,Medium,
416,0,C000760,D003_1,8.747,18.7,Low,
416,1,C000760,D003_2,6.071,13.0,Low,
416,2,C000760,D003_3,6.087,13.0,Low,
416,3,C000760,D003_4,5.691,19.5,High,
416,4,C000760,D003_5,10.355,27.7,Medium,
416,5,C000760,D006_1,434.967,1491.3,High,
416,6,C000760,D006_2,434.392,930.8,Low,
416,7,C000760,D006_3,435.494,933.2,Low,
416,8,C000760,D006_4,435.192,1165.7,Medium,
416,9,C000760,D006_5,430.747,923.0,Low,No Heavy Trucks
416,11,C000760,D007_2,87.394,252.1,Medium,
416,12,C000760,D007_3,85.958,198.4,Low,
416,13,C000760,D007_4,85.923,247.9,Medium,
416,14,C000760,D007_5,89.37,206.2,Low,
842,0,C000774,D003_1,9.244,31.7,High,
842,2,C000774,D003_3,9.089,24.3,Medium,
842,3,C000774,D003_4,9.748,26.1,Medium,
842,4,C000774,D003_5,7.852,21.0,Medium,
842,5,C000774,D006_1,439.312,1176.7,Medium,
842,6,C000774,D006_2,438.615,1174.9,Medium,
842,8,C000774,D006_4,439.43,941.6,Low,
842,9,C000774,D006_5,435.129,1165.5,Medium,No Heavy Trucks
842,11,C000774,D007_2,74.817,276.2,High,
842,12,C000774,D007_3,73.759,170.2,Low,
842,13,C000774,D007_4,73.281,211.4,Medium,
842,14,C000774,D007_5,77.006,177.7,Low,
1548,0,C000780,D003_1,11.698,40.1,High,
1548,1,C000780,D003_2,8.992,30.8,High,
1548,2,C000780,D003_3,8.141,21.8,Medium,
1548,3,C000780,D003_4,8.217,28.2,High,
1548,4,C000780,D003_5,13.182,28.2,Low,
1548,5,C000780,D006_1,431.804,925.3,Low,
1548,7,C000780,D006_3,432.333,926.4,Low,No Heavy Trucks
1548,8,C000780,D006_4,432.034,1157.2,Medium,
1548,9,C000780,D006_5,427.581,1145.3,Medium,No Heavy Trucks
1548,11,C000780,D007_2,90.191,208.1,Low,
1548,12,C000780,D007_3,88.816,256.2,Medium,
1548,13,C000780,D007_4,88.707,327.5,High,
1548,14,C000780,D007_5,92.205,340.4,High,
120,1,C000781,D003_2,11.052,23.7,Low,
120,2,C000781,D003_3,8.247,17.7,Low,
120,3,C000781,D003_4,9.583,20.5,Low,
120,4,C000781,D003_5,10.942,23.4,Low,
120,5,C000781,D006_1,433.123,1160.2,Medium,
120,6,C000781,D006_2,432.437,1158.3,Medium,
120,7,C000781,D006_3,433.598,929.1,Low,
120,8,C000781,D006_4,433.25,1160.5,Medium,
120,10,C000781,D007_1,80.636,232.6,Medium,
120,11,C000781,D007_2,80.603,232.5,Medium,
120,12,C000781,D007_3,79.654,294.1,High,
120,13,C000781,D007_4,79.05,182.4,Low,
120,14,C000781,D007_5,82.851,239.0,Medium,No Heavy Trucks
1452,0,C000804,D003_1,6.708,14.4,Low,
1452,1,C000804,D003_2,8.182,17.5,Low,
1452,2,C000804,D003_3,7.494,16.1,Low,
1452,3,C000804,D003_4,7.834,26.9,High,
1452,4,C000804,D003_5,5.225,14.0,Medium,
1452,5,C000804,D006_1,440.594,1510.6,High,
1452,7,C000804,D006_3,441.073,1181.4,Medium,
1452,8,C000804,D006_4,440.729,1180.5,Medium,
1452,9,C000804,D006_5,436.405,935.2,Low,
1452,10,C000804,D007_1,75.273,173.7,Low,
1452,11,C000804,D007_2,75.167,216.8,Medium,
1452,12,C000804,D007_3,73.985,213.4,Medium,
1452,13,C000804,D007_4,73.651,271.9,High,
1452,14,C000804,D007_5,77.289,178.4,Low,
1633,0,C000819,D003_1,3.581,7.7,Low,
1633,1,C000819,D003_2,1.052,3.6,High,
1633,2,C000819,D003_3,3.565,7.6,Low,
1633,3,C000819,D003_4,2.149,4.6,Low,
1633,5,C000819,D006_1,439.046,1176.0,Medium,
1633,6,C000819,D006_2,438.444,1174.4,Medium,
1633,7,C000819,D006_3,439.56,1177.4,Medium,
1633,8,C000819,D006_4,439.247,1506.0,High,
1633,9,C000819,D006_5,434.834,931.8,Low,
1633,10,C000819,D007_1,82.421,237.8,Medium,
1633,12,C000819,D007_3,80.785,233.0,Medium,No Heavy Trucks
1633,13,C000819,D007_4,80.769,233.0,Medium,
1847,0,C000852,D003_1,5.308,14.2,Medium,
1847,1,C000852,D003_2,7.494,16.1,Low,
1847,2,C000852,D003_3,10.224,27.4,Medium,
1847,3,C000852,D003_4,9.037,24.2,Medium,
1847,5,C000852,D006_1,446.837,957.5,Low,
1847,6,C000852,D006_2,446.222,1529.9,High,
1847,7,C000852,D006_3,447.345,1533.8,High,
1847,8,C000852,D006_4,447.027,1197.4,Medium,No Heavy Trucks
1847,9,C000852,D006_5,442.628,1185.6,Medium,
1847,10,C000852,D007_1,75.875,218.9,Medium,
