origin_id,destination_id,distance_km,travel_time_min,traffic_level,road_restrictions,source_file
C000316,D004_5,6.157,17.8,Medium,,roads_D004_5.csv
C000316,D010_1,391.963,1175.9,Medium,,roads_D010_1.csv
C000316,D010_2,388.652,1166.0,Medium,,roads_D010_2.csv
C000316,D010_3,386.844,1485.5,High,,roads_D010_3.csv
C000316,D010_4,388.578,1165.7,Medium,,roads_D010_4.csv
C000318,D004_1,3.735,10.8,Medium,,roads_D004_1.csv
C000318,D004_2,3.296,9.5,Medium,,roads_D004_2.csv
C000318,D004_3,4.31,12.4,Medium,,roads_D004_3.csv
C000318,D004_4,5.558,12.8,Low,No Heavy Trucks,roads_D004_4.csv
C000318,D010_1,391.15,1173.4,Medium,,roads_D010_1.csv
C000318,D010_2,387.84,930.8,Low,,roads_D010_2.csv
C000318,D010_3,386.029,926.5,Low,,roads_D010_3.csv
C000318,D010_4,387.765,1163.3,Medium,No Heavy Trucks,roads_D010_4.csv
C000318,D010_5,386.91,928.6,Low,No Heavy Trucks,roads_D010_5.csv
C000330,D004_1,2.283,8.4,High,,roads_D004_1.csv
C000330,D004_2,2.059,4.8,Low,,roads_D004_2.csv
C000330,D004_3,2.818,8.1,Medium,,roads_D004_3.csv
C000330,D004_4,4.221,12.2,Medium,,roads_D004_4.csv
C000330,D004_5,3.942,9.1,Low,,roads_D004_5.csv
C000330,D010_1,389.713,935.3,Low,,roads_D010_1.csv
C000330,D010_2,386.401,1159.2,Medium,,roads_D010_2.csv
C000330,D010_3,384.594,1476.8,High,,roads_D010_3.csv
C000330,D010_4,386.328,927.2,Low,,roads_D010_4.csv
C000330,D010_5,385.473,925.1,Low,,roads_D010_5.csv
C000341,D004_1,5.791,13.4,Low,,roads_D004_1.csv
C000341,D004_2,6.542,18.9,Medium,,roads_D004_2.csv
C000341,D004_3,3.898,9.0,Low,,roads_D004_3.csv
C000341,D004_4,7.009,20.2,Medium,,roads_D004_4.csv
C000341,D004_5,6.735,19.4,Medium,,roads_D004_5.csv
C000341,D010_1,388.024,1164.1,Medium,,roads_D010_1.csv
C000341,D010_2,384.697,1477.2,High,,roads_D010_2.csv
C000341,D010_3,382.921,919.0,Low,,roads_D010_3.csv
C000341,D010_4,384.628,1153.9,Medium,,roads_D010_4.csv
C000341,D010_5,383.788,1151.4,Medium,,roads_D010_5.csv
C000393,D004_1,4.146,9.6,Low,,roads_D004_1.csv
C000393,D004_2,4.854,14.0,Medium,,roads_D004_2.csv
C000393,D004_3,2.296,6.6,Medium,No Heavy Trucks,roads_D004_3.csv
C000393,D004_4,5.566,16.1,Medium,,roads_D004_4.csv
C000393,D004_5,5.271,12.2,Low,,roads_D004_5.csv
C000393,D010_1,388.281,1164.8,Medium,,roads_D010_1.csv
C000393,D010_2,384.958,1478.2,High,,roads_D010_2.csv
C000393,D010_3,383.173,1149.5,Medium,,roads_D010_3.csv
C000393,D010_4,384.889,1154.7,Medium,,roads_D010_4.csv
C000403,D004_1,3.182,7.3,Low,,roads_D004_1.csv
C000403,D004_2,4.074,11.8,Medium,,roads_D004_2.csv
C000403,D004_3,1.793,5.2,Medium,,roads_D004_3.csv
C000403,D004_4,3.666,13.5,High,,roads_D004_4.csv
C000403,D004_5,3.445,9.9,Medium,,roads_D004_5.csv
C000403,D010_1,385.971,926.3,Low,,roads_D010_1.csv
C000403,D010_2,382.651,1148.0,Medium,,roads_D010_2.csv
C000403,D010_4,382.58,918.2,Low,,roads_D010_4.csv
C000403,D010_5,381.732,916.2,Low,,roads_D010_5.csv
C000413,D004_1,1.291,3.0,Low,No Heavy Trucks,roads_D004_1.csv
C000413,D004_3,1.231,2.8,Low,,roads_D004_3.csv
C000413,D004_4,2.114,4.9,Low,,roads_D004_4.csv
C000413,D004_5,1.82,5.3,Medium,,roads_D004_5.csv
C000413,D010_1,386.641,927.9,Low,,roads_D010_1.csv
C000413,D010_2,383.326,920.0,Low,,roads_D010_2.csv
C000413,D010_4,383.254,1471.7,High,,roads_D010_4.csv
C000413,D010_5,382.401,1468.4,High,,roads_D010_5.csv
C000423,D004_1,4.657,10.7,Low,,roads_D004_1.csv
C000423,D004_2,3.825,8.8,Low,,roads_D004_2.csv
C000423,D004_3,6.524,24.1,High,,roads_D004_3.csv
C000423,D004_4,4.604,13.3,Medium,No Heavy Trucks,roads_D004_4.csv
C000423,D004_5,4.644,10.7,Low,No Heavy Trucks,roads_D004_5.csv
C000423,D010_1,388.306,1164.9,Medium,,roads_D010_1.csv
C000423,D010_2,385.009,1478.4,High,,roads_D010_2.csv
C000423,D010_3,383.175,919.6,Low,,roads_D010_3.csv
C000423,D010_4,384.931,1154.8,Medium,,roads_D010_4.csv
C000423,D010_5,384.065,1152.2,Medium,,roads_D010_5.csv
C000426,D004_1,5.409,12.5,Low,,roads_D004_1.csv
C000426,D004_3,3.598,10.4,Medium,,roads_D004_3.csv
C000426,D004_4,6.152,17.7,Medium,,roads_D004_4.csv
C000426,D004_5,5.924,13.7,Low,,roads_D004_5.csv
C000426,D010_1,386.321,927.2,Low,,roads_D010_1.csv
C000426,D010_2,382.994,1149.0,Medium,No Heavy Trucks,roads_D010_2.csv
C000426,D010_3,381.216,1463.9,High,No Heavy Trucks,roads_D010_3.csv
C000426,D010_4,382.925,1148.8,Medium,,roads_D010_4.csv
C000426,D010_5,382.084,1467.2,High,,roads_D010_5.csv
C000513,D004_2,2.854,8.2,Medium,,roads_D004_2.csv
C000513,D004_3,0.934,2.2,Low,,roads_D004_3.csv
C000513,D004_4,2.768,6.4,Low,No Heavy Trucks,roads_D004_4.csv
C000513,D004_5,2.495,7.2,Medium,,roads_D004_5.csv
C000513,D010_1,386.578,1159.7,Medium,,roads_D010_1.csv
C000513,D010_2,383.262,919.8,Low,,roads_D010_2.csv
C000513,D010_4,383.19,1149.6,Medium,,roads_D010_4.csv
C000513,D010_5,382.339,1147.0,Medium,,roads_D010_5.csv
C000523,D004_1,7.591,28.0,High,,roads_D004_1.csv
C000523,D004_3,7.214,20.8,Medium,,roads_D004_3.csv
C000523,D004_4,9.584,22.1,Low,,roads_D004_4.csv
C000523,D004_5,9.292,26.8,Medium,,roads_D004_5.csv
C000523,D010_1,394.713,1184.1,Medium,,roads_D010_1.csv
C000523,D010_2,391.395,939.3,Low,,roads_D010_2.csv
C000523,D010_3,389.599,935.0,Low,,roads_D010_3.csv
C000523,D010_4,391.324,1174.0,Medium,,roads_D010_4.csv
C000523,D010_5,390.474,1499.4,High,,roads_D010_5.csv
C000532,D004_1,4.631,10.7,Low,No Heavy Trucks,roads_D004_1.csv
C000532,D004_2,3.753,8.7,Low,,roads_D004_2.csv
C000532,D004_3,6.427,14.8,Low,,roads_D004_3.csv
C000532,D004_4,4.919,14.2,Medium,,roads_D004_4.csv
C000532,D004_5,4.908,14.2,Medium,,roads_D004_5.csv
C000532,D010_1,389.08,933.8,Low,,roads_D010_1.csv
C000532,D010_2,385.782,1481.4,High,,roads_D010_2.csv
C000532,D010_3,383.949,921.5,Low,,roads_D010_3.csv
C000532,D010_4,385.704,1157.1,Medium,No Heavy Trucks,roads_D010_4.csv
C000532,D010_5,384.838,923.6,Low,,roads_D010_5.csv
C000574,D004_1,3.576,8.3,Low,,roads_D004_1.csv
C000574,D004_2,3.417,7.9,Low,,roads_D004_2.csv
C000574,D004_4,5.553,12.8,Low,,roads_D004_4.csv
C000574,D004_5,5.266,19.4,High,No Heavy Trucks,roads_D004_5.csv
C000574,D010_1,390.932,938.2,Low,,roads_D010_1.csv
C000574,D010_2,387.618,930.3,Low,,roads_D010_2.csv
C000574,D010_3,385.814,1481.5,High,No Heavy Trucks,roads_D010_3.csv
C000574,D010_5,386.692,1160.1,Medium,,roads_D010_5.csv
C000614,D004_1,4.85,17.9,High,,roads_D004_1.csv
C000614,D004_3,4.495,10.4,Low,,roads_D004_3.csv
C000614,D004_4,3.825,8.8,Low,,roads_D004_4.csv
C000614,D004_5,3.85,8.9,Low,,roads_D004_5.csv
C000614,D010_1,383.009,919.2,Low,,roads_D010_1.csv
C000614,D010_2,379.692,1139.1,Medium,,roads_D010_2.csv
C000614,D010_3,377.895,1451.1,High,No Heavy Trucks,roads_D010_3.csv
C000614,D010_4,379.62,911.1,Low,,roads_D010_4.csv
C000614,D010_5,378.77,1136.3,Medium,No Heavy Trucks,roads_D010_5.csv
C000618,D004_1,7.563,21.8,Medium,,roads_D004_1.csv
C000618,D004_2,8.45,19.5,Low,,roads_D004_2.csv
C000618,D004_3,5.904,17.0,Medium,No Heavy Trucks,roads_D004_3.csv
C000618,D004_4,7.856,29.0,High,,roads_D004_4.csv
C000618,D004_5,7.693,22.2,Medium,No Heavy Trucks,roads_D004_5.csv
C000618,D010_3,379.382,1138.1,Medium,,roads_D010_3.csv
C000618,D010_4,381.083,1463.4,High,,roads_D010_4.csv
C000618,D010_5,380.246,1140.7,Medium,No Heavy Trucks,roads_D010_5.csv
C000624,D004_1,6.228,14.4,Low,,roads_D004_1.csv
C000624,D004_2,7.08,16.3,Low,No Heavy Trucks,roads_D004_2.csv
C000624,D004_3,4.399,12.7,Medium,,roads_D004_3.csv
C000624,D004_4,6.97,16.1,Low,No Heavy Trucks,roads_D004_4.csv
C000624,D004_5,6.746,19.5,Medium,,roads_D004_5.csv
C000624,D010_1,386.286,1158.9,Medium,,roads_D010_1.csv
C000624,D010_2,382.957,1470.6,High,,roads_D010_2.csv
C000624,D010_3,381.184,1143.6,Medium,No Heavy Trucks,roads_D010_3.csv
C000624,D010_4,382.89,918.9,Low,,roads_D010_4.csv
C000624,D010_5,382.05,1146.1,Medium,,roads_D010_5.csv
C000634,D004_1,4.623,10.7,Low,,roads_D004_1.csv
C000634,D004_2,3.744,10.8,Medium,,roads_D004_2.csv
C000634,D004_3,6.188,17.9,Medium,,roads_D004_3.csv
C000634,D004_4,5.475,15.8,Medium,No Heavy Trucks,roads_D004_4.csv
C000634,D004_5,5.382,19.9,High,No Heavy Trucks,roads_D004_5.csv
C000634,D010_1,390.344,1171.0,Medium,,roads_D010_1.csv
C000634,D010_2,387.044,1486.2,High,No Heavy Trucks,roads_D010_2.csv
C000634,D010_3,385.215,1155.6,Medium,,roads_D010_3.csv
C000634,D010_4,386.967,1160.9,Medium,,roads_D010_4.csv
C000634,D010_5,386.103,1158.3,Medium,No Heavy Trucks,roads_D010_5.csv
C000654,D004_1,4.809,11.1,Low,,roads_D004_1.csv
C000654,D004_2,4.895,11.3,Low,,roads_D004_2.csv
C000654,D004_4,2.816,8.1,Medium,,roads_D004_4.csv
C000654,D004_5,3.129,9.0,Medium,,roads_D004_5.csv
C000654,D010_1,383.251,919.8,Low,No Heavy Trucks,roads_D010_1.csv
C000654,D010_2,379.947,911.9,Low,,roads_D010_2.csv
C000654,D010_3,378.125,907.5,Low,,roads_D010_3.csv
C000654,D010_4,379.871,911.7,Low,,roads_D010_4.csv
C000654,D010_5,379.01,909.6,Low,,roads_D010_5.csv
C000662,D004_1,7.008,16.2,Low,No Heavy Trucks,roads_D004_1.csv
C000662,D004_2,7.694,22.2,Medium,,roads_D004_2.csv
C000662,D004_3,6.719,24.8,High,,roads_D004_3.csv
C000662,D004_4,5.703,16.5,Medium,,roads_D004_4.csv
C000662,D004_5,5.803,13.4,Low,No Heavy Trucks,roads_D004_5.csv
C000662,D010_1,380.794,1142.4,Medium,,roads_D010_1.csv
C000662,D010_2,377.476,1132.4,Medium,No Heavy Trucks,roads_D010_2.csv
C000662,D010_3,375.681,1127.0,Medium,,roads_D010_3.csv
C000662,D010_4,377.404,1132.2,Medium,,roads_D010_4.csv
C000662,D010_5,376.555,1129.7,Medium,,roads_D010_5.csv
C000666,D004_1,7.312,16.9,Low,,roads_D004_1.csv
C000666,D004_2,7.938,22.9,Medium,,roads_D004_2.csv
C000666,D004_3,7.207,16.6,Low,No Heavy Trucks,roads_D004_3.csv
C000666,D004_4,5.834,16.8,Medium,,roads_D004_4.csv
C000666,D004_5,5.974,17.2,Medium,,roads_D004_5.csv
C000666,D010_1,380.301,1140.9,Medium,No Heavy Trucks,roads_D010_1.csv
C000666,D010_3,375.186,1440.7,High,,roads_D010_3.csv
C000666,D010_4,376.913,904.6,Low,,roads_D010_4.csv
C000666,D010_5,376.062,902.5,Low,,roads_D010_5.csv
C000673,D004_1,6.59,24.3,High,,roads_D004_1.csv
C000673,D004_3,7.833,18.1,Low,,roads_D004_3.csv
C000673,D004_4,4.616,10.7,Low,,roads_D004_4.csv
C000673,D004_5,4.932,14.2,Medium,,roads_D004_5.csv
C000673,D010_1,381.926,916.6,Low,,roads_D010_1.csv
C000673,D010_2,378.626,908.7,Low,,roads_D010_2.csv
C000673,D010_3,376.797,1130.4,Medium,,roads_D010_3.csv
C000673,D010_4,378.548,1135.6,Medium,,roads_D010_4.csv
C000673,D010_5,377.685,906.4,Low,,roads_D010_5.csv
C000697,D004_1,4.014,9.3,Low,,roads_D004_1.csv
C000697,D004_2,3.34,9.6,Medium,,roads_D004_2.csv
C000697,D004_3,5.039,14.5,Medium,,roads_D004_3.csv
C000697,D004_4,5.556,12.8,Low,No Heavy Trucks,roads_D004_4.csv
C000697,D004_5,5.354,15.4,Medium,,roads_D004_5.csv
C000697,D010_2,387.805,1163.4,Medium,,roads_D010_2.csv
C000697,D010_3,385.988,1158.0,Medium,,roads_D010_3.csv
C000697,D010_4,387.73,930.6,Low,,roads_D010_4.csv
C000697,D010_5,386.871,1160.6,Medium,No Heavy Trucks,roads_D010_5.csv
C000708,D004_1,8.439,31.2,High,No Heavy Trucks,roads_D004_1.csv
C000708,D004_2,9.263,26.7,Medium,,roads_D004_2.csv
C000708,D004_3,6.563,15.1,Low,,roads_D004_3.csv
C000708,D004_4,9.273,34.2,High,,roads_D004_4.csv
C000708,D004_5,9.046,26.1,Medium,No Heavy Trucks,roads_D004_5.csv
C000708,D010_2,383.321,1150.0,Medium,,roads_D010_2.csv
C000708,D010_3,381.561,915.7,Low,,roads_D010_3.csv
C000708,D010_4,383.255,919.8,Low,,roads_D010_4.csv
C000708,D010_5,382.421,1147.3,Medium,,roads_D010_5.csv
C000771,D004_1,6.874,19.8,Medium,No Heavy Trucks,roads_D004_1.csv
C000771,D004_2,7.459,21.5,Medium,,roads_D004_2.csv
C000771,D004_3,6.914,19.9,Medium,,roads_D004_3.csv
C000771,D004_4,5.307,12.2,Low,,roads_D004_4.csv
C000771,D004_5,5.466,15.8,Medium,,roads_D004_5.csv
C000771,D010_1,380.64,1141.9,Medium,,roads_D010_1.csv
C000771,D010_2,377.326,905.6,Low,,roads_D010_2.csv
C000771,D010_3,375.523,1126.6,Medium,,roads_D010_3.csv
C000771,D010_5,376.4,1129.2,Medium,,roads_D010_5.csv
C000786,D004_1,7.116,16.4,Low,,roads_D004_1.csv
C000786,D004_2,6.906,15.9,Low,No Heavy Trucks,roads_D004_2.csv
C000786,D004_3,6.895,19.9,Medium,,roads_D004_3.csv
C000786,D004_4,9.088,26.2,Medium,,roads_D004_4.csv
C000786,D004_5,8.804,25.4,Medium,,roads_D004_5.csv
C000786,D010_1,394.387,1183.2,Medium,,roads_D010_1.csv
C000786,D010_2,391.071,1173.2,Medium,,roads_D010_2.csv
C000786,D010_3,389.271,1494.8,High,No Heavy Trucks,roads_D010_3.csv
C000786,D010_4,390.999,1173.0,Medium,,roads_D010_4.csv
C000786,D010_5,390.147,936.4,Low,No Heavy Trucks,roads_D010_5.csv
C000787,D004_1,5.972,13.8,Low,,roads_D004_1.csv
C000787,D004_3,4.086,9.4,Low,,roads_D004_3.csv
C000787,D004_4,7.232,20.9,Medium,,roads_D004_4.csv
C000787,D004_5,6.955,20.1,Medium,No Heavy Trucks,roads_D004_5.csv
C000787,D010_1,388.238,931.8,Low,,roads_D010_1.csv
C000787,D010_2,384.91,1154.7,Medium,No Heavy Trucks,roads_D010_2.csv
C000787,D010_3,383.136,919.5,Low,,roads_D010_3.csv
C000787,D010_4,384.842,923.6,Low,No Heavy Trucks,roads_D010_4.csv
C000787,D010_5,384.001,921.6,Low,,roads_D010_5.csv
C000808,D004_1,7.637,22.0,Medium,No Heavy Trucks,roads_D004_1.csv
C000808,D004_2,8.416,19.4,Low,,roads_D004_2.csv
C000808,D004_3,6.958,20.1,Medium,,roads_D004_3.csv
C000808,D004_4,6.661,15.4,Low,No Heavy Trucks,roads_D004_4.csv
C000808,D004_5,6.698,19.3,Medium,,roads_D004_5.csv
C000808,D010_1,380.817,1142.5,Medium,,roads_D010_1.csv
C000808,D010_2,377.495,906.0,Low,,roads_D010_2.csv
C000808,D010_3,375.709,901.7,Low,,roads_D010_3.csv
C000808,D010_4,377.425,905.8,Low,,roads_D010_4.csv
C000808,D010_5,376.58,1129.7,Medium,,roads_D010_5.csv
C000814,D004_1,5.71,21.1,High,,roads_D004_1.csv
C000814,D004_2,5.682,13.1,Low,No Heavy Trucks,roads_D004_2.csv
C000814,D004_3,5.192,15.0,Medium,,roads_D004_3.csv
C000814,D004_5,7.414,27.4,High,,roads_D004_5.csv
C000814,D010_2,389.366,1168.1,Medium,,roads_D010_2.csv
C000814,D010_3,387.571,930.2,Low,,roads_D010_3.csv
C000814,D010_4,389.294,1494.9,High,,roads_D010_4.csv
C000814,D010_5,388.445,1491.6,High,,roads_D010_5.csv
C000839,D004_1,3.939,11.4,Medium,No Heavy Trucks,roads_D004_1.csv
C000839,D004_2,4.83,13.9,Medium,,roads_D004_2.csv
C000839,D004_3,2.572,7.4,Medium,,roads_D004_3.csv
C000839,D004_4,4.198,12.1,Medium,No Heavy Trucks,roads_D004_4.csv
C000839,D004_5,4.012,9.3,Low,,roads_D004_5.csv
C000839,D010_1,385.398,1479.9,High,,roads_D010_1.csv
C000839,D010_3,380.289,1140.9,Medium,No Heavy Trucks,roads_D010_3.csv
C000839,D010_4,382.007,916.8,Low,No Heavy Trucks,roads_D010_4.csv
C000839,D010_5,381.16,1143.5,Medium,No Heavy Trucks,roads_D010_5.csv
C000855,D004_1,4.055,15.0,High,,roads_D004_1.csv
C000855,D004_2,4.246,9.8,Low,,roads_D004_2.csv
C000855,D004_3,5.158,14.9,Medium,No Heavy Trucks,roads_D004_3.csv
C000855,D004_5,2.351,8.7,High,,roads_D004_5.csv
C000855,D010_1,383.714,1151.1,Medium,,roads_D010_1.csv
C000855,D010_2,380.408,913.0,Low,No Heavy Trucks,roads_D010_2.csv
C000855,D010_3,378.591,908.6,Low,,roads_D010_3.csv
C000855,D010_5,379.474,1138.4,Medium,,roads_D010_5.csv
C000905,D004_2,4.386,12.7,Medium,,roads_D004_2.csv
C000905,D004_3,6.284,14.5,Low,,roads_D004_3.csv
C000905,D004_5,6.328,18.3,Medium,,roads_D004_5.csv
C000905,D010_1,391.856,1504.7,High,,roads_D010_1.csv
C000905,D010_2,388.553,1492.0,High,,roads_D010_2.csv
C000905,D010_3,386.73,1160.2,Medium,,roads_D010_3.csv
C000905,D010_4,388.476,1165.4,Medium,No Heavy Trucks,roads_D010_4.csv
C000905,D010_5,387.615,1162.8,Medium,,roads_D010_5.csv
C000989,D004_1,3.632,10.5,Medium,,roads_D004_1.csv
C000989,D004_2,4.522,13.0,Medium,,roads_D004_2.csv
C000989,D004_3,2.12,6.1,Medium,No Heavy Trucks,roads_D004_3.csv
C000989,D004_5,3.917,14.5,High,No Heavy Trucks,roads_D004_5.csv
C000989,D010_1,385.917,1157.8,Medium,,roads_D010_1.csv
C000989,D010_2,382.596,1147.8,Medium,,roads_D010_2.csv
C000989,D010_3,380.807,913.9,Low,,roads_D010_3.csv
C000989,D010_4,382.525,1147.6,Medium,,roads_D010_4.csv
C000989,D010_5,381.679,1145.0,Medium,,roads_D010_5.csv
C001016,D004_1,0.247,0.7,Medium,,roads_D004_1.csv
C001016,D004_2,1.024,2.4,Low,,roads_D004_2.csv
C001016,D004_3,1.696,4.9,Medium,,roads_D004_3.csv
C001016,D004_4,2.222,5.1,Low,,roads_D004_4.csv
C001016,D004_5,1.916,7.1,High,,roads_D004_5.csv
C001016,D010_1,387.576,1162.7,Medium,,roads_D010_1.csv
C001016,D010_2,384.265,922.2,Low,,roads_D010_2.csv
C001016,D010_3,382.458,1147.4,Medium,,roads_D010_3.csv
C001016,D010_4,384.191,922.1,Low,,roads_D010_4.csv
C001016,D010_5,383.336,1150.0,Medium,,roads_D010_5.csv
C001030,D004_1,5.298,15.3,Medium,,roads_D004_1.csv
C001030,D004_2,4.804,13.9,Medium,,roads_D004_2.csv
C001030,D004_3,5.819,16.8,Medium,,roads_D004_3.csv
C001030,D004_4,7.072,20.4,Medium,,roads_D004_4.csv
C001030,D004_5,6.833,15.8,Low,,roads_D004_5.csv
C001030,D010_1,392.68,1178.0,Medium,,roads_D010_1.csv
C001030,D010_2,389.371,934.5,Low,,roads_D010_2.csv
C001030,D010_3,387.559,1162.7,Medium,,roads_D010_3.csv
C001030,D010_5,388.44,1165.3,Medium,,roads_D010_5.csv
C001039,D004_1,6.546,18.9,Medium,,roads_D004_1.csv
C001039,D004_2,6.34,18.3,Medium,,roads_D004_2.csv
C001039,D004_3,6.35,18.3,Medium,,roads_D004_3.csv
C001039,D004_4,8.519,24.6,Medium,,roads_D004_4.csv
C001039,D004_5,8.235,30.4,High,,roads_D004_5.csv
C001039,D010_1,393.832,1181.5,Medium,,roads_D010_1.csv
C001039,D010_3,388.716,1492.7,High,,roads_D010_3.csv
C001039,D010_4,390.444,1499.3,High,,roads_D010_4.csv
C001039,D010_5,389.593,1168.8,Medium,,roads_D010_5.csv
C001067,D004_1,2.849,8.2,Medium,,roads_D004_1.csv
C001067,D004_2,3.597,10.4,Medium,,roads_D004_2.csv
C001067,D004_3,0.983,3.6,High,,roads_D004_3.csv
C001067,D004_4,4.277,9.9,Low,,roads_D004_4.csv
C001067,D004_5,3.977,11.5,Medium,,roads_D004_5.csv
C001067,D010_1,387.846,930.8,Low,,roads_D010_1.csv
C001067,D010_2,384.527,1153.6,Medium,,roads_D010_2.csv
C001067,D010_4,384.456,922.7,Low,,roads_D010_4.csv
C001067,D010_5,383.608,1150.8,Medium,,roads_D010_5.csv
C001079,D004_1,1.962,5.7,Medium,,roads_D004_1.csv
C001079,D004_2,1.363,3.9,Medium,No Heavy Trucks,roads_D004_2.csv
C001079,D004_3,3.187,9.2,Medium,,roads_D004_3.csv
C001079,D010_1,389.24,934.2,Low,,roads_D010_1.csv
C001079,D010_2,385.931,926.2,Low,,roads_D010_2.csv
C001079,D010_3,384.118,921.9,Low,,roads_D010_3.csv
C001079,D010_5,384.999,1155.0,Medium,,roads_D010_5.csv
C001112,D004_1,3.302,9.5,Medium,,roads_D004_1.csv
C001112,D004_2,4.171,12.0,Medium,,roads_D004_2.csv
C001112,D004_3,2.42,5.6,Low,,roads_D004_3.csv
C001112,D004_4,3.223,11.9,High,No Heavy Trucks,roads_D004_4.csv
