origin_index,destination_index,origin_id,destination_id,distance_km,travel_time_min,traffic_level,road_restrictions
1405,4,C000144,D002_5,10.884,40.8,Medium,
1405,5,C000144,D005_1,89.762,224.4,Low,
1405,6,C000144,D005_2,90.176,281.8,Medium,
1405,7,C000144,D005_3,89.817,280.7,Medium,
1405,8,C000144,D005_4,90.961,227.4,Low,No Heavy Trucks
1640,1,C000147,D002_2,6.63,24.9,Medium,
1640,2,C000147,D002_3,4.278,16.0,Medium,
1640,3,C000147,D002_4,5.279,19.8,Medium,
1640,5,C000147,D005_1,85.855,268.3,Medium,
1640,6,C000147,D005_2,86.315,269.7,Medium,
1640,7,C000147,D005_3,85.522,267.3,Medium,
1640,8,C000147,D005_4,86.84,217.1,Low,
1640,9,C000147,D005_5,85.137,266.1,Medium,
123,1,C000152,D002_2,9.85,47.3,High,
123,2,C000152,D002_3,7.395,22.2,Low,
123,3,C000152,D002_4,8.73,41.9,High,
123,4,C000152,D002_5,10.579,50.8,High,
123,5,C000152,D005_1,95.235,380.9,High,
123,6,C000152,D005_2,95.672,239.2,Low,
123,7,C000152,D005_3,95.1,380.4,High,No Heavy Trucks
123,9,C000152,D005_5,94.686,236.7,Low,No Heavy Trucks
995,0,C000227,D002_1,11.698,43.9,Medium,
995,1,C000227,D002_2,15.768,59.1,Medium,
995,2,C000227,D002_3,12.212,45.8,Medium,
995,3,C000227,D002_4,14.121,53.0,Medium,
995,5,C000227,D005_1,81.969,327.9,High,
995,6,C000227,D005_2,82.386,329.5,High,
995,7,C000227,D005_3,82.015,256.3,Medium,
1625,0,C000249,D002_1,10.905,40.9,Medium,
1625,2,C000249,D002_3,9.068,34.0,Medium,
1625,4,C000249,D002_5,11.64,55.9,High,
1625,6,C000249,D005_2,94.833,296.4,Medium,
1625,7,C000249,D005_3,94.377,235.9,Low,
1625,8,C000249,D005_4,95.562,238.9,Low,
1625,9,C000249,D005_5,93.948,293.6,Medium,
1061,0,C000270,D002_1,7.258,27.2,Medium,No Heavy Trucks
1061,1,C000270,D002_2,5.995,22.5,Medium,No Heavy Trucks
1061,2,C000270,D002_3,5.084,19.1,Medium,
1061,3,C000270,D002_4,5.394,25.9,High,
1061,4,C000270,D002_5,8.8,33.0,Medium,
1061,5,C000270,D005_1,95.108,237.8,Low,No Heavy Trucks
1061,6,C000270,D005_2,95.564,298.6,Medium,
1061,7,C000270,D005_3,94.808,296.3,Medium,
1061,8,C000270,D005_4,96.113,300.4,Medium,
1061,9,C000270,D005_5,94.419,295.1,Medium,
24,0,C000277,D002_1,10.798,40.5,Medium,
24,1,C000277,D002_2,14.421,69.2,High,
24,2,C000277,D002_3,10.599,50.9,High,
24,3,C000277,D002_4,12.705,47.6,Medium,
24,4,C000277,D002_5,10.153,38.1,Medium,
24,5,C000277,D005_1,85.803,214.5,Low,No Heavy Trucks
24,6,C000277,D005_2,86.218,344.9,High,
24,7,C000277,D005_3,85.861,343.4,High,
24,8,C000277,D005_4,87.003,271.9,Medium,
24,9,C000277,D005_5,85.419,266.9,Medium,No Heavy Trucks
1679,0,C000279,D002_1,10.268,38.5,Medium,
1679,1,C000279,D002_2,9.277,34.8,Medium,
1679,2,C000279,D002_3,11.823,44.3,Medium,
1679,3,C000279,D002_4,10.214,38.3,Medium,
1679,4,C000279,D002_5,10.331,49.6,High,
1679,5,C000279,D005_1,86.399,270.0,Medium,
1679,7,C000279,D005_3,85.618,214.0,Low,
1679,8,C000279,D005_4,87.12,217.8,Low,
1679,9,C000279,D005_5,85.304,266.6,Medium,
263,2,C000284,D002_3,11.939,35.8,Low,
263,3,C000284,D002_4,10.305,30.9,Low,
263,4,C000284,D002_5,14.703,70.6,High,
263,5,C000284,D005_1,99.876,249.7,Low,
263,6,C000284,D005_2,100.363,313.6,Medium,
263,7,C000284,D005_3,99.277,310.2,Medium,
263,8,C000284,D005_4,100.708,314.7,Medium,
263,9,C000284,D005_5,98.934,309.2,Medium,
1248,0,C000317,D002_1,14.966,71.8,High,
1248,1,C000317,D002_2,10.773,51.7,High,No Heavy Trucks
1248,2,C000317,D002_3,14.148,53.1,Medium,
1248,3,C000317,D002_4,12.301,59.0,High,
1248,4,C000317,D002_5,16.502,79.2,High,
1248,6,C000317,D005_2,100.956,252.4,Low,
1248,7,C000317,D005_3,99.759,399.0,High,
1248,8,C000317,D005_4,101.231,253.1,Low,
1248,9,C000317,D005_5,99.433,310.7,Medium,
44,0,C000361,D002_1,4.28,12.8,Low,
44,1,C000361,D002_2,1.413,6.8,High,
44,2,C000361,D002_3,3.185,15.3,High,
44,3,C000361,D002_4,1.503,4.5,Low,
44,4,C000361,D002_5,5.967,22.4,Medium,
44,5,C000361,D005_1,92.198,288.1,Medium,
44,6,C000361,D005_2,92.668,231.7,Low,
44,7,C000361,D005_3,91.766,229.4,Low,
44,8,C000361,D005_4,93.127,291.0,Medium,
44,9,C000361,D005_5,91.396,285.6,Medium,
960,0,C000369,D002_1,11.449,42.9,Medium,
960,1,C000369,D002_2,11.531,55.3,High,No Heavy Trucks
960,2,C000369,D002_3,13.351,40.1,Low,
960,3,C000369,D002_4,12.111,58.1,High,
960,4,C000369,D002_5,11.025,33.1,Low,
960,5,C000369,D005_1,83.182,208.0,Low,
960,6,C000369,D005_2,83.689,261.5,Medium,
960,7,C000369,D005_3,82.389,257.5,Medium,
960,8,C000369,D005_4,83.895,262.2,Medium,No Heavy Trucks
960,9,C000369,D005_5,82.077,256.5,Medium,
1615,0,C000374,D002_1,9.207,34.5,Medium,
1615,1,C000374,D002_2,6.253,23.4,Medium,
1615,2,C000374,D002_3,9.86,37.0,Medium,
1615,3,C000374,D002_4,7.784,37.4,High,
1615,5,C000374,D005_1,91.187,228.0,Low,
1615,6,C000374,D005_2,91.686,286.5,Medium,
1615,7,C000374,D005_3,90.47,282.7,Medium,
1615,8,C000374,D005_4,91.947,287.3,Medium,
1615,9,C000374,D005_5,90.146,281.7,Medium,No Heavy Trucks
686,0,C000387,D002_1,6.647,19.9,Low,No Heavy Trucks
686,1,C000387,D002_2,2.861,13.7,High,
686,2,C000387,D002_3,5.472,16.4,Low,No Heavy Trucks
686,5,C000387,D005_1,94.325,235.8,Low,
686,6,C000387,D005_2,94.799,237.0,Low,No Heavy Trucks
686,7,C000387,D005_3,93.851,293.3,Medium,
686,8,C000387,D005_4,95.23,238.1,Low,
686,9,C000387,D005_5,93.488,374.0,High,
1621,0,C000454,D002_1,12.586,60.4,High,
1621,1,C000454,D002_2,14.563,43.7,Low,
1621,2,C000454,D002_3,11.109,53.3,High,
1621,3,C000454,D002_4,13.056,49.0,Medium,
1621,4,C000454,D002_5,12.933,48.5,Medium,
1621,5,C000454,D005_1,92.919,232.3,Low,
1621,6,C000454,D005_2,93.33,233.3,Low,
1621,7,C000454,D005_3,92.997,232.5,Low,
1621,8,C000454,D005_4,94.131,294.2,Medium,
76,1,C000521,D002_2,10.796,40.5,Medium,
76,2,C000521,D002_3,7.177,21.5,Low,
76,3,C000521,D002_4,9.123,34.2,Medium,
76,5,C000521,D005_1,85.32,213.3,Low,
76,6,C000521,D005_2,85.755,343.0,High,
76,7,C000521,D005_3,85.203,266.3,Medium,
76,8,C000521,D005_4,86.425,270.1,Medium,
76,9,C000521,D005_5,84.785,212.0,Low,
1038,0,C000584,D002_1,2.222,10.7,High,No Heavy Trucks
1038,1,C000584,D002_2,6.361,23.9,Medium,
1038,3,C000584,D002_4,4.813,18.0,Medium,
1038,4,C000584,D002_5,1.54,4.6,Low,
1038,6,C000584,D005_2,87.327,218.3,Low,
1038,7,C000584,D005_3,86.571,270.5,Medium,No Heavy Trucks
1038,8,C000584,D005_4,87.874,274.6,Medium,
1038,9,C000584,D005_5,86.18,215.5,Low,
1994,0,C000589,D002_1,16.059,48.2,Low,
1994,1,C000589,D002_2,11.954,35.9,Low,No Heavy Trucks
1994,2,C000589,D002_3,14.907,71.6,High,
1994,3,C000589,D002_4,13.293,63.8,High,
1994,4,C000589,D002_5,17.687,84.9,High,
1994,5,C000589,D005_1,102.573,320.5,Medium,
1994,6,C000589,D005_2,103.064,322.1,Medium,
1994,7,C000589,D005_3,101.927,318.5,Medium,
1994,9,C000589,D005_5,101.592,317.5,Medium,
552,0,C000635,D002_1,10.885,40.8,Medium,
552,1,C000635,D002_2,14.326,53.7,Medium,
552,3,C000635,D002_4,13.473,40.4,Low,
552,4,C000635,D002_5,9.233,44.3,High,
552,5,C000635,D005_1,77.274,241.5,Medium,
552,6,C000635,D005_2,77.74,194.3,Low,
552,7,C000635,D005_3,76.89,192.2,Low,
552,8,C000635,D005_4,78.227,195.6,Low,
552,9,C000635,D005_5,76.511,239.1,Medium,No Heavy Trucks
1475,0,C000649,D002_1,12.738,47.8,Medium,
1475,1,C000649,D002_2,16.656,62.5,Medium,
1475,2,C000649,D002_3,14.477,69.5,High,
1475,3,C000649,D002_4,15.504,58.1,Medium,
1475,4,C000649,D002_5,11.041,41.4,Medium,
1475,6,C000649,D005_2,76.327,238.5,Medium,No Heavy Trucks
1475,7,C000649,D005_3,75.664,302.7,High,
1475,8,C000649,D005_4,76.928,240.4,Medium,
1475,9,C000649,D005_5,75.26,188.1,Low,
415,0,C000725,D002_1,6.712,25.2,Medium,
415,1,C000725,D002_2,10.003,30.0,Low,
415,2,C000725,D002_3,6.155,23.1,Medium,
415,3,C000725,D002_4,8.289,31.1,Medium,
415,4,C000725,D002_5,6.523,31.3,High,
415,5,C000725,D005_1,88.039,220.1,Low,
415,6,C000725,D005_2,88.473,276.5,Medium,
291,1,C000735,D002_2,9.305,34.9,Medium,
291,3,C000735,D002_4,8.833,33.1,Medium,
291,4,C000735,D002_5,12.088,58.0,High,
291,5,C000735,D005_1,98.074,245.2,Low,
291,6,C000735,D005_2,98.522,307.9,Medium,
291,7,C000735,D005_3,97.836,305.7,Medium,
291,8,C000735,D005_4,99.115,309.7,Medium,
291,9,C000735,D005_5,97.438,243.6,Low,
1068,1,C000741,D002_2,10.597,39.7,Medium,
1068,2,C000741,D002_3,6.835,25.6,Medium,
1068,3,C000741,D002_4,8.89,33.3,Medium,
1068,4,C000741,D002_5,6.295,23.6,Medium,
1068,5,C000741,D005_1,86.446,345.8,High,
1068,6,C000741,D005_2,86.879,271.5,Medium,No Heavy Trucks
1068,7,C000741,D005_3,86.344,215.9,Low,
1068,8,C000741,D005_4,87.559,350.2,High,No Heavy Trucks
1068,9,C000741,D005_5,85.924,268.5,Medium,
1153,0,C000746,D002_1,6.938,20.8,Low,
1153,1,C000746,D002_2,7.493,36.0,High,
1153,2,C000746,D002_3,8.868,33.3,Medium,
1153,3,C000746,D002_4,7.785,29.2,Medium,No Heavy Trucks
1153,4,C000746,D002_5,6.597,24.7,Medium,
1153,5,C000746,D005_1,84.996,265.6,Medium,
1153,6,C000746,D005_2,85.486,267.1,Medium,
1153,7,C000746,D005_3,84.373,210.9,Low,
1153,8,C000746,D005_4,85.811,268.2,Medium,
1153,9,C000746,D005_5,84.032,262.6,Medium,
1839,0,C000802,D002_1,13.776,51.7,Medium,
1839,2,C000802,D002_3,15.213,57.0,Medium,
1839,3,C000802,D002_4,13.466,40.4,Low,No Heavy Trucks
1839,4,C000802,D002_5,13.9,41.7,Low,
1839,5,C000802,D005_1,86.859,271.4,Medium,
1839,6,C000802,D005_2,87.377,218.4,Low,
1839,7,C000802,D005_3,85.937,214.8,Low,
1839,8,C000802,D005_4,87.493,273.4,Medium,
1839,9,C000802,D005_5,85.647,267.6,Medium,
1431,0,C000841,D002_1,8.132,30.5,Medium,
1431,1,C000841,D002_2,12.319,46.2,Medium,
1431,2,C000841,D002_3,9.147,34.3,Medium,
1431,4,C000841,D002_5,6.75,25.3,Medium,
1431,5,C000841,D005_1,82.341,257.3,Medium,
1431,6,C000841,D005_2,82.778,258.7,Medium,
1431,7,C000841,D005_3,82.208,256.9,Medium,
1431,8,C000841,D005_4,83.437,260.7,Medium,
1431,9,C000841,D005_5,81.793,255.6,Medium,
271,0,C000853,D002_1,9.905,37.1,Medium,
271,1,C000853,D002_2,11.554,43.3,Medium,
271,2,C000853,D002_3,8.234,24.7,Low,
271,3,C000853,D002_4,10.094,48.5,High,
271,4,C000853,D002_5,10.493,31.5,Low,
271,5,C000853,D005_1,92.944,371.8,High,
271,6,C000853,D005_2,93.369,233.4,Low,
271,8,C000853,D005_4,94.093,376.4,High,
271,9,C000853,D005_5,92.477,289.0,Medium,
1333,0,C000856,D002_1,9.272,44.5,High,
1333,1,C000856,D002_2,5.307,19.9,Medium,
1333,2,C000856,D002_3,8.073,38.7,High,
1333,3,C000856,D002_4,6.489,24.3,Medium,No Heavy Trucks
1333,4,C000856,D002_5,10.932,52.5,High,
1333,5,C000856,D005_1,96.675,386.7,High,
1333,6,C000856,D005_2,97.154,303.6,Medium,
1333,7,C000856,D005_3,96.155,384.6,High,
1333,8,C000856,D005_4,97.554,243.9,Low,
1333,9,C000856,D005_5,95.8,299.4,Medium,
1860,0,C000882,D002_1,6.905,25.9,Medium,
1860,1,C000882,D002_2,6.892,25.8,Medium,
1860,3,C000882,D002_4,5.808,21.8,Medium,
1860,4,C000882,D002_5,8.212,24.6,Low,
1860,5,C000882,D005_1,93.978,293.7,Medium,
1860,6,C000882,D005_2,94.426,236.1,Low,
1860,7,C000882,D005_3,93.743,292.9,Medium,
1860,8,C000882,D005_4,95.019,296.9,Medium,
1860,9,C000882,D005_5,93.343,373.4,High,
303,0,C000912,D002_1,10.173,48.8,High,
303,1,C000912,D002_2,6.794,32.6,High,
303,2,C000912,D002_3,8.504,31.9,Medium,
303,3,C000912,D002_4,7.472,35.9,High,No Heavy Trucks
303,4,C000912,D002_5,11.874,35.6,Low,
303,5,C000912,D005_1,98.185,245.5,Low,
303,6,C000912,D005_2,98.656,308.3,Medium,
303,7,C000912,D005_3,97.741,244.4,Low,
303,8,C000912,D005_4,99.108,247.8,Low,
303,9,C000912,D005_5,97.373,389.5,High,
238,0,C000938,D002_1,6.75,20.3,Low,
238,1,C000938,D002_2,9.054,27.2,Low,
238,2,C000938,D002_3,5.373,25.8,High,
238,4,C000938,D002_5,7.203,27.0,Medium,
238,5,C000938,D005_1,90.583,226.5,Low,
238,7,C000938,D005_3,90.457,282.7,Medium,
238,8,C000938,D005_4,91.684,286.5,Medium,
238,9,C000938,D005_5,90.041,281.4,Medium,
345,0,C000949,D002_1,9.922,47.6,High,
345,1,C000949,D002_2,13.951,52.3,Medium,
345,2,C000949,D002_3,11.569,55.5,High,
345,5,C000949,D005_1,78.85,197.1,Low,
345,6,C000949,D005_2,79.297,247.8,Medium,No Heavy Trucks
345,7,C000949,D005_3,78.631,245.7,Medium,
345,8,C000949,D005_4,79.897,319.6,High,
345,9,C000949,D005_5,78.227,195.6,Low,
1954,0,C000982,D002_1,7.277,34.9,High,No Heavy Trucks
1954,1,C000982,D002_2,11.429,42.9,Medium,
1954,2,C000982,D002_3,8.734,32.8,Medium,
1954,3,C000982,D002_4,10.051,37.7,Medium,
1954,4,C000982,D002_5,5.68,21.3,Medium,
1954,5,C000982,D005_1,81.813,255.7,Medium,
1954,8,C000982,D005_4,82.861,258.9,Medium,No Heavy Trucks
1954,9,C000982,D005_5,81.191,324.8,High,
817,0,C001004,D002_1,11.365,54.6,High,
817,1,C001004,D002_2,14.326,43.0,Low,No Heavy Trucks
817,2,C001004,D002_3,10.517,39.4,Medium,
817,3,C001004,D002_4,12.648,37.9,Low,
817,4,C001004,D002_5,11.2,42.0,Medium,No Heavy Trucks
817,5,C001004,D005_1,89.013,222.5,Low,
817,6,C001004,D005_2,89.425,279.5,Medium,
817,7,C001004,D005_3,89.092,222.7,Low,
817,8,C001004,D005_4,90.225,225.6,Low,
817,9,C001004,D005_5,88.648,277.0,Medium,
1374,0,C001017,D002_1,10.841,40.7,Medium,
1374,1,C001017,D002_2,11.706,35.1,Low,
1374,2,C001017,D002_3,8.891,33.3,Medium,
1374,3,C001017,D002_4,10.458,50.2,High,
1374,4,C001017,D002_5,11.707,43.9,Medium,No Heavy Trucks
1374,5,C001017,D005_1,95.113,237.8,Low,
1374,6,C001017,D005_2,95.54,298.6,Medium,
1374,7,C001017,D005_3,95.055,237.6,Low,No Heavy Trucks
1374,9,C001017,D005_5,94.63,295.7,Medium,
1203,0,C001042,D002_1,13.477,64.7,High,No Heavy Trucks
1203,1,C001042,D002_2,17.635,66.1,Medium,
1203,2,C001042,D002_3,14.808,55.5,Medium,
1203,3,C001042,D002_4,16.241,60.9,Medium,
1203,4,C001042,D002_5,11.885,44.6,Medium,
1203,5,C001042,D005_1,76.752,239.8,Medium,
1203,6,C001042,D005_2,77.181,241.2,Medium,
1203,7,C001042,D005_3,76.698,239.7,Medium,
1203,8,C001042,D005_4,77.889,243.4,Medium,
1203,9,C001042,D005_5,76.271,238.3,Medium,No Heavy Trucks
749,0,C001055,D002_1,5.188,24.9,High,
749,1,C001055,D002_2,8.767,32.9,Medium,No Heavy Trucks
749,4,C001055,D002_5,3.56,13.4,Medium,No Heavy Trucks
749,6,C001055,D005_2,83.437,260.7,Medium,
749,7,C001055,D005_3,82.588,206.5,Low,
749,8,C001055,D005_4,83.926,262.3,Medium,
1980,1,C001069,D002_2,15.786,75.8,High,No Heavy Trucks
1980,2,C001069,D002_3,12.177,45.7,Medium,
1980,3,C001069,D002_4,14.123,53.0,Medium,
1980,4,C001069,D002_5,10.666,32.0,Low,
1980,5,C001069,D005_1,82.401,257.5,Medium,No Heavy Trucks
1980,6,C001069,D005_2,82.816,258.8,Medium,
1980,7,C001069,D005_3,82.458,206.1,Low,
1980,8,C001069,D005_4,83.6,209.0,Low,
1980,9,C001069,D005_5,82.016,205.0,Low,
1434,0,C001111,D002_1,8.225,30.8,Medium,
1434,1,C001111,D002_2,12.348,37.0,Low,No Heavy Trucks
1434,2,C001111,D002_3,8.935,42.9,High,
1434,3,C001111,D002_4,10.738,40.3,Medium,
1434,7,C001111,D005_3,83.183,259.9,Medium,
1434,8,C001111,D005_4,84.395,263.7,Medium,
1434,9,C001111,D005_5,82.762,258.6,Medium,
1919,0,C001117,D002_1,11.905,44.6,Medium,No Heavy Trucks
1919,1,C001117,D002_2,8.384,40.2,High,
1919,2,C001117,D002_3,12.206,58.6,High,
1919,3,C001117,D002_4,10.066,37.7,Medium,
1919,4,C001117,D002_5,12.957,62.2,High,
1919,5,C001117,D005_1,93.719,292.9,Medium,No Heavy Trucks
1919,6,C001117,D005_2,94.223,235.6,Low,
1919,7,C001117,D005_3,92.934,371.7,High,
1919,8,C001117,D005_4,94.438,377.8,High,
1919,9,C001117,D005_5,92.621,231.6,Low,
1134,0,C001133,D002_1,13.965,52.4,Medium,
1134,1,C001133,D002_2,9.771,36.6,Medium,
1134,2,C001133,D002_3,13.186,39.6,Low,
1134,3,C001133,D002_4,11.314,42.4,Medium,
1134,4,C001133,D002_5,15.494,74.4,High,
1134,5,C001133,D005_1,99.515,248.8,Low,
1134,6,C001133,D005_2,100.011,312.5,Medium,No Heavy Trucks
1134,7,C001133,D005_3,98.828,308.8,Medium,No Heavy Trucks
1134,9,C001133,D005_5,98.5,246.2,Low,
1616,0,C001214,D002_1,4.695,22.5,High,
1616,1,C001214,D002_2,1.194,3.6,Low,
1616,2,C001214,D002_3,3.743,18.0,High,
1616,3,C001214,D002_4,1.916,7.2,Medium,
1616,4,C001214,D002_5,6.36,23.8,Medium,No Heavy Trucks
1616,5,C001214,D005_1,92.442,231.1,Low,No Heavy Trucks
1616,6,C001214,D005_2,92.914,290.4,Medium,
1616,7,C001214,D005_3,91.99,287.5,Medium,
1616,9,C001214,D005_5,91.623,229.1,Low,
1430,0,C001244,D002_1,7.695,36.9,High,
1430,1,C001244,D002_2,8.771,26.3,Low,No Heavy Trucks
1430,3,C001244,D002_4,7.408,27.8,Medium,
1430,4,C001244,D002_5,8.623,32.3,Medium,
1430,5,C001244,D005_1,93.126,291.0,Medium,
1430,6,C001244,D005_2,93.564,292.4,Medium,
1430,7,C001244,D005_3,92.977,290.6,Medium,No Heavy Trucks
1430,8,C001244,D005_4,94.215,376.9,High,
1430,9,C001244,D005_5,92.565,289.3,Medium,No Heavy Trucks
355,0,C001261,D002_1,12.401,37.2,Low,
355,1,C001261,D002_2,10.216,49.0,High,
355,2,C001261,D002_3,13.506,50.6,Medium,
355,4,C001261,D002_5,12.865,48.2,Medium,No Heavy Trucks
355,5,C001261,D005_1,89.353,223.4,Low,No Heavy Trucks
355,6,C001261,D005_2,89.865,224.7,Low,
355,7,C001261,D005_3,88.49,276.5,Medium,
355,8,C001261,D005_4,90.023,281.3,Medium,
355,9,C001261,D005_5,88.19,275.6,Medium,
1417,0,C001264,D002_1,8.321,31.2,Medium,
1417,2,C001264,D002_3,7.195,21.6,Low,
1417,3,C001264,D002_4,9.299,44.6,High,No Heavy Trucks
1417,4,C001264,D002_5,8.485,31.8,Medium,
1417,5,C001264,D005_1,90.003,281.3,Medium,
1417,6,C001264,D005_2,90.43,226.1,Low,
1417,7,C001264,D005_3,89.95,359.8,High,
1417,8,C001264,D005_4,91.144,284.8,Medium,
1417,9,C001264,D005_5,89.524,279.8,Medium,
706,0,C001275,D002_1,14.316,53.7,Medium,
706,2,C001275,D002_3,15.559,58.3,Medium,
706,4,C001275,D002_5,12.754,47.8,Medium,No Heavy Trucks
706,5,C001275,D005_1,76.469,191.2,Low,
706,7,C001275,D005_3,76.464,191.2,Low,
706,8,C001275,D005_4,77.633,242.6,Medium,
706,9,C001275,D005_5,76.029,237.6,Medium,
1942,0,C001307,D002_1,3.95,11.8,Low,
1942,1,C001307,D002_2,1.447,5.4,Medium,
1942,2,C001307,D002_3,4.386,13.2,Low,
1942,3,C001307,D002_4,2.389,9.0,Medium,
1942,4,C001307,D002_5,5.24,15.7,Low,
1942,5,C001307,D005_1,90.264,225.7,Low,
1942,6,C001307,D005_2,90.742,283.6,Medium,No Heavy Trucks
1942,7,C001307,D005_3,89.756,224.4,Low,
1942,9,C001307,D005_5,89.398,357.6,High,
1556,0,C001339,D002_1,4.821,14.5,Low,
1556,1,C001339,D002_2,8.972,26.9,Low,
1556,2,C001339,D002_3,6.379,23.9,Medium,
1556,3,C001339,D002_4,7.6,28.5,Medium,
1556,4,C001339,D002_5,3.229,12.1,Medium,
1556,5,C001339,D005_1,83.891,262.2,Medium,
1556,6,C001339,D005_2,84.344,263.6,Medium,
1556,7,C001339,D005_3,83.613,261.3,Medium,
1556,8,C001339,D005_4,84.906,265.3,Medium,
275,0,C001344,D002_1,14.856,71.3,High,
275,1,C001344,D002_2,14.81,44.4,Low,
275,2,C001344,D002_3,12.732,47.7,Medium,
275,3,C001344,D002_4,13.899,52.1,Medium,
275,4,C001344,D002_5,15.933,76.5,High,
275,5,C001344,D005_1,99.575,311.2,Medium,
275,6,C001344,D005_2,99.998,312.5,Medium,
275,7,C001344,D005_3,99.552,311.1,Medium,
275,8,C001344,D005_4,100.734,314.8,Medium,
275,9,C001344,D005_5,99.123,309.8,Medium,
491,0,C001441,D002_1,13.602,51.0,Medium,
491,1,C001441,D002_2,17.684,84.9,High,
491,2,C001441,D002_3,15.115,56.7,Medium,
491,3,C001441,D002_4,16.387,61.5,Medium,
491,4,C001441,D002_5,11.948,57.4,High,
491,5,C001441,D005_1,75.851,237.0,Medium,
491,6,C001441,D005_2,76.287,238.4,Medium,
491,7,C001441,D005_3,75.74,303.0,High,No Heavy Trucks
491,8,C001441,D005_4,76.957,307.8,High,
491,9,C001441,D005_5,75.321,188.3,Low,
1988,0,C001453,D002_1,13.861,52.0,Medium,
1988,1,C001453,D002_2,13.853,51.9,Medium,
1988,2,C001453,D002_3,11.737,35.2,Low,
1988,3,C001453,D002_4,12.918,48.4,Medium,
1988,4,C001453,D002_5,14.943,56.0,Medium,
1988,5,C001453,D005_1,98.791,308.7,Medium,
1988,6,C001453,D005_2,99.217,310.1,Medium,
1988,7,C001453,D005_3,98.746,246.9,Low,
1988,8,C001453,D005_4,99.938,312.3,Medium,
1988,9,C001453,D005_5,98.32,245.8,Low,
707,0,C001457,D002_1,15.281,73.3,High,
707,1,C001457,D002_2,14.197,53.2,Medium,
707,2,C001457,D002_3,16.87,81.0,High,No Heavy Trucks
707,3,C001457,D002_4,15.232,73.1,High,
707,4,C001457,D002_5,15.219,45.7,Low,
707,5,C001457,D005_1,85.267,266.5,Medium,
707,7,C001457,D005_3,84.29,210.7,Low,
707,8,C001457,D005_4,85.866,268.3,Medium,
707,9,C001457,D005_5,84.01,262.5,Medium,
1875,0,C001537,D002_1,8.513,31.9,Medium,
1875,1,C001537,D002_2,6.466,31.0,High,
1875,2,C001537,D002_3,6.439,19.3,Low,
1875,3,C001537,D002_4,6.291,18.9,Low,
1875,4,C001537,D002_5,10.133,30.4,Low,
1875,5,C001537,D005_1,96.567,241.4,Low,
1875,7,C001537,D005_3,96.235,300.7,Medium,
1875,9,C001537,D005_5,95.851,239.6,Low,
1807,0,C001561,D002_1,14.03,52.6,Medium,
1807,1,C001561,D002_2,10.066,37.7,Medium,
1807,2,C001561,D002_3,13.881,66.6,High,
1807,3,C001561,D002_4,11.777,44.2,Medium,No Heavy Trucks
1807,4,C001561,D002_5,15.299,57.4,Medium,
1807,5,C001561,D005_1,96.961,242.4,Low,
1807,6,C001561,D005_2,97.466,304.6,Medium,
1807,7,C001561,D005_3,96.166,240.4,Low,
1807,8,C001561,D005_4,97.674,305.2,Medium,
1807,9,C001561,D005_5,95.855,239.6,Low,
