node_id,node_type,lat,lon,city,region_id
C004572,customer,10.045702,105.703283,Can Tho,CTO
C019434,customer,9.995692,105.717817,Can Tho,CTO
C029811,customer,10.100487,105.777108,Can Tho,CTO
C019585,customer,10.079731,105.741196,Can Tho,CTO
C014886,customer,10.000156,105.719838,Can Tho,CTO
C044159,customer,9.994274,105.69799,Can Tho,CTO
C005119,customer,10.10155,105.794546,Can Tho,CTO
C022376,customer,10.0333,105.72215,Can Tho,CTO
C024309,customer,10.070426,105.786372,Can Tho,CTO
C020961,customer,10.00717,105.769259,Can Tho,CTO
C018901,customer,10.015996,105.758158,Can Tho,CTO
C045487,customer,10.077718,105.732016,Can Tho,CTO
C048597,customer,10.057853,105.773453,Can Tho,CTO
C042767,customer,10.019312,105.696018,Can Tho,CTO
C002377,customer,10.070563,105.704085,Can Tho,CTO
C014910,customer,9.999108,105.731899,Can Tho,CTO
C012243,customer,10.005533,105.755413,Can Tho,CTO
C004085,customer,10.015035,105.773289,Can Tho,CTO
C013263,customer,9.989818,105.79454,Can Tho,CTO
C015607,customer,10.048803,105.696886,Can Tho,CTO
C004454,customer,10.016427,105.708059,Can Tho,CTO
C048986,customer,10.056776,105.731858,Can Tho,CTO
C045884,customer,10.079344,105.73045,Can Tho,CTO
C029909,customer,10.013996,105.772671,Can Tho,CTO
C016311,customer,10.023541,105.720531,Can Tho,CTO
C002127,customer,10.025989,105.780653,Can Tho,CTO
C041758,customer,10.036128,105.735025,Can Tho,CTO
C048163,customer,10.024316,105.737253,Can Tho,CTO
C027378,customer,10.092914,105.733353,Can Tho,CTO
C042956,customer,10.041936,105.749487,Can Tho,CTO
C003908,customer,10.047957,105.802003,Can Tho,CTO
C020068,customer,10.062503,105.805625,Can Tho,CTO
C000787,customer,10.061475,105.700047,Can Tho,CTO
C012637,customer,10.037396,105.747937,Can Tho,CTO
C000243,customer,10.038246,105.762005,Can Tho,CTO
C042329,customer,10.09068,105.720161,Can Tho,CTO
C040512,customer,10.014062,105.783129,Can Tho,CTO
C033508,customer,10.06688,105.740462,Can Tho,CTO
C046063,customer,10.024652,105.748694,Can Tho,CTO
C000143,customer,10.049518,105.786725,Can Tho,CTO
C016280,customer,10.09054,105.735608,Can Tho,CTO
C010668,customer,10.038897,105.78278,Can Tho,CTO
C018976,customer,10.101446,105.731643,Can Tho,CTO
C036697,customer,10.021278,105.733655,Can Tho,CTO
C045182,customer,10.084152,105.690794,Can Tho,CTO
C049979,customer,10.090855,105.699829,Can Tho,CTO
C035976,customer,10.091837,105.728163,Can Tho,CTO
C042400,customer,10.02228,105.70644,Can Tho,CTO
C014688,customer,10.014693,105.69557,Can Tho,CTO
C043063,customer,10.036077,105.796035,Can Tho,CTO
C023791,customer,10.05152,105.719804,Can Tho,CTO
C006774,customer,9.994994,105.689413,Can Tho,CTO
C027070,customer,10.064514,105.700446,Can Tho,CTO
C037001,customer,10.047084,105.746833,Can Tho,CTO
C041386,customer,10.078395,105.686791,Can Tho,CTO
C048193,customer,10.03748,105.784158,Can Tho,CTO
C010825,customer,10.069428,105.702572,Can Tho,CTO
C004024,customer,10.07566,105.770881,Can Tho,CTO
C039782,customer,9.986269,105.729534,Can Tho,CTO
C027644,customer,10.040121,105.776776,Can Tho,CTO
C008163,customer,10.026431,105.742917,Can Tho,CTO
C027146,customer,9.999197,105.69688,Can Tho,CTO
C036838,customer,10.017732,105.722669,Can Tho,CTO
C001911,customer,10.08203,105.698483,Can Tho,CTO
C042334,customer,9.999352,105.746515,Can Tho,CTO
C000423,customer,9.999838,105.772744,Can Tho,CTO
C043054,customer,10.066829,105.78508,Can Tho,CTO
C033183,customer,10.059607,105.782486,Can Tho,CTO
C026202,customer,10.048245,105.800216,Can Tho,CTO
C033062,customer,10.000554,105.720615,Can Tho,CTO
C036027,customer,10.095763,105.768242,Can Tho,CTO
C003402,customer,10.016414,105.780942,Can Tho,CTO
C000426,customer,10.070859,105.715767,Can Tho,CTO
C013167,customer,10.079001,105.8032,Can Tho,CTO
C006903,customer,10.099992,105.702093,Can Tho,CTO
C024041,customer,10.07626,105.754383,Can Tho,CTO
C024438,customer,10.060436,105.779981,Can Tho,CTO
C033766,customer,10.042522,105.776139,Can Tho,CTO
C003851,customer,10.030124,105.784159,Can Tho,CTO
C017467,customer,10.091548,105.69101,Can Tho,CTO
C018366,customer,10.015598,105.734535,Can Tho,CTO
C005025,customer,10.058948,105.797816,Can Tho,CTO
C030601,customer,10.026598,105.767259,Can Tho,CTO
C035409,customer,10.097065,105.717306,Can Tho,CTO
C049395,customer,10.093591,105.783006,Can Tho,CTO
C030953,customer,10.074754,105.725615,Can Tho,CTO
C017983,customer,9.994792,105.700251,Can Tho,CTO
C039470,customer,10.00366,105.790634,Can Tho,CTO
C013087,customer,10.049347,105.686538,Can Tho,CTO
C042312,customer,10.087596,105.747198,Can Tho,CTO
C022314,customer,10.000806,105.749628,Can Tho,CTO
C002671,customer,9.987398,105.792672,Can Tho,CTO
C025457,customer,10.047611,105.776913,Can Tho,CTO
C041868,customer,10.034306,105.75397,Can Tho,CTO
C047464,customer,10.015669,105.748343,Can Tho,CTO
C017088,customer,9.986352,105.742447,Can Tho,CTO
C048199,customer,10.008231,105.792159,Can Tho,CTO
C039921,customer,10.024883,105.688386,Can Tho,CTO
C044616,customer,10.082667,105.693724,Can Tho,CTO
C013299,customer,9.985504,105.724356,Can Tho,CTO
C014843,customer,10.017411,105.774958,Can Tho,CTO
C011963,customer,10.102084,105.792925,Can Tho,CTO
C034890,customer,10.075863,105.758627,Can Tho,CTO
C011385,customer,10.031328,105.779529,Can Tho,CTO
C021390,customer,10.030696,105.742864,Can Tho,CTO
C023106,customer,10.064785,105.738871,Can Tho,CTO
C022350,customer,10.016468,105.689374,Can Tho,CTO
C033083,customer,10.054542,105.710947,Can Tho,CTO
C006326,customer,10.036402,105.721094,Can Tho,CTO
C001757,customer,10.054902,105.745621,Can Tho,CTO
C038179,customer,10.072401,105.757529,Can Tho,CTO
C011611,customer,9.996798,105.741301,Can Tho,CTO
C044291,customer,10.037839,105.790243,Can Tho,CTO
C033034,customer,10.013609,105.762268,Can Tho,CTO
C012909,customer,10.061119,105.783239,Can Tho,CTO
C046900,customer,10.05179,105.720918,Can Tho,CTO
C011697,customer,9.987686,105.798193,Can Tho,CTO
C038911,customer,10.086709,105.751231,Can Tho,CTO
C025445,customer,10.102055,105.772947,Can Tho,CTO
C048650,customer,10.068013,105.720958,Can Tho,CTO
C043806,customer,10.095784,105.767893,Can Tho,CTO
C016960,customer,10.0413,105.786317,Can Tho,CTO
C049898,customer,10.014748,105.700142,Can Tho,CTO
C022320,customer,10.031574,105.740031,Can Tho,CTO
C033880,customer,10.07427,105.747354,Can Tho,CTO
C029495,customer,10.091714,105.774627,Can Tho,CTO
C039214,customer,10.003794,105.763839,Can Tho,CTO
C002528,customer,9.985903,105.801771,Can Tho,CTO
C041389,customer,10.063001,105.729775,Can Tho,CTO
C002186,customer,10.092976,105.744059,Can Tho,CTO
C035182,customer,10.003871,105.697757,Can Tho,CTO
C047171,customer,10.001964,105.688101,Can Tho,CTO
C044208,customer,9.98681,105.805328,Can Tho,CTO
C015950,customer,10.048355,105.708401,Can Tho,CTO
C034928,customer,10.062301,105.792521,Can Tho,CTO
C007737,customer,10.063498,105.69659,Can Tho,CTO
C030499,customer,10.020586,105.797004,Can Tho,CTO
C010529,customer,9.985931,105.796565,Can Tho,CTO
C013712,customer,10.012492,105.76115,Can Tho,CTO
C011166,customer,10.039584,105.736453,Can Tho,CTO
C011366,customer,10.085273,105.706777,Can Tho,CTO
C027641,customer,10.016882,105.794069,Can Tho,CTO
C014218,customer,10.059693,105.72359,Can Tho,CTO
C007034,customer,10.054446,105.744145,Can Tho,CTO
C011176,customer,10.074073,105.690427,Can Tho,CTO
C044960,customer,10.023782,105.706805,Can Tho,CTO
C007279,customer,10.020962,105.688006,Can Tho,CTO
C036071,customer,10.047839,105.804822,Can Tho,CTO
C030492,customer,10.021952,105.724786,Can Tho,CTO
C039566,customer,10.101465,105.722151,Can Tho,CTO
C044197,customer,9.992328,105.732992,Can Tho,CTO
C029351,customer,10.05888,105.722225,Can Tho,CTO
C038225,customer,9.986343,105.718869,Can Tho,CTO
C025942,customer,9.99047,105.747226,Can Tho,CTO
C023972,customer,10.072257,105.755089,Can Tho,CTO
C007349,customer,10.064833,105.742687,Can Tho,CTO
C035967,customer,9.992709,105.781711,Can Tho,CTO
C040134,customer,10.011143,105.699457,Can Tho,CTO
C045519,customer,10.025647,105.752714,Can Tho,CTO
C015025,customer,10.045507,105.695476,Can Tho,CTO
C049944,customer,10.011992,105.790634,Can Tho,CTO
C044709,customer,10.019545,105.71076,Can Tho,CTO
C022525,customer,9.998888,105.764636,Can Tho,CTO
C013023,customer,10.040576,105.798429,Can Tho,CTO
C049526,customer,10.096975,105.799155,Can Tho,CTO
C011264,customer,10.080496,105.787581,Can Tho,CTO
C001112,customer,10.061818,105.743047,Can Tho,CTO
C031975,customer,10.017367,105.733008,Can Tho,CTO
C034982,customer,9.991303,105.731731,Can Tho,CTO
C002867,customer,9.996134,105.697353,Can Tho,CTO
C018962,customer,10.05504,105.771978,Can Tho,CTO
C033990,customer,10.00979,105.693761,Can Tho,CTO
C008685,customer,10.063306,105.754199,Can Tho,CTO
C000318,customer,10.00448,105.726621,Can Tho,CTO
C028056,customer,10.057063,105.694635,Can Tho,CTO
C019610,customer,10.080661,105.790711,Can Tho,CTO
C045639,customer,10.063268,105.740726,Can Tho,CTO
C005635,customer,10.049602,105.750108,Can Tho,CTO
C040118,customer,10.021712,105.748483,Can Tho,CTO
C030961,customer,10.096038,105.724697,Can Tho,CTO
C039220,customer,10.037028,105.725826,Can Tho,CTO
C028587,customer,10.044215,105.799067,Can Tho,CTO
C040989,customer,10.075592,105.701026,Can Tho,CTO
C030469,customer,9.993768,105.740153,Can Tho,CTO
C013734,customer,10.091092,105.787499,Can Tho,CTO
C044068,customer,10.088774,105.730009,Can Tho,CTO
C026301,customer,10.071816,105.702112,Can Tho,CTO
C022023,customer,10.027734,105.720308,Can Tho,CTO
C020833,customer,10.066195,105.709027,Can Tho,CTO
C017673,customer,10.078423,105.754134,Can Tho,CTO
C014267,customer,10.061584,105.774759,Can Tho,CTO
C036923,customer,10.026902,105.720485,Can Tho,CTO
C046033,customer,9.988784,105.742456,Can Tho,CTO
C034943,customer,10.088558,105.749156,Can Tho,CTO
C029846,customer,10.093477,105.766167,Can Tho,CTO
C004043,customer,10.036807,105.787259,Can Tho,CTO
C005929,customer,10.101997,105.721788,Can Tho,CTO
C013774,customer,9.986376,105.778091,Can Tho,CTO
C019343,customer,10.062026,105.706322,Can Tho,CTO
C037333,customer,10.009376,105.730363,Can Tho,CTO
C026235,customer,10.063271,105.72585,Can Tho,CTO
C010533,customer,10.069577,105.801282,Can Tho,CTO
C029802,customer,9.990502,105.77838,Can Tho,CTO
C013594,customer,9.986169,105.68617,Can Tho,CTO
C014352,customer,10.016162,105.798063,Can Tho,CTO
C035495,customer,9.99244,105.728641,Can Tho,CTO
C022049,customer,10.004995,105.802239,Can Tho,CTO
C044643,customer,10.066854,105.744777,Can Tho,CTO
C022449,customer,10.016258,105.702028,Can Tho,CTO
C015443,customer,10.098031,105.787304,Can Tho,CTO
C049541,customer,10.076925,105.750637,Can Tho,CTO
C043774,customer,10.04002,105.698112,Can Tho,CTO
C001828,customer,10.024502,105.710776,Can Tho,CTO
C008733,customer,10.030894,105.771263,Can Tho,CTO
C001371,customer,10.0234,105.750712,Can Tho,CTO
C007361,customer,10.010079,105.763408,Can Tho,CTO
C014305,customer,10.044784,105.728608,Can Tho,CTO
C019076,customer,10.036168,105.730425,Can Tho,CTO
C043235,customer,10.038124,105.709624,Can Tho,CTO
C028236,customer,10.092521,105.755295,Can Tho,CTO
C043589,customer,10.068032,105.710801,Can Tho,CTO
C016097,customer,10.026612,105.704009,Can Tho,CTO
C017884,customer,10.094529,105.788588,Can Tho,CTO
C033757,customer,10.065212,105.721605,Can Tho,CTO
C027681,customer,10.094811,105.725011,Can Tho,CTO
C016044,customer,10.006119,105.795505,Can Tho,CTO
C047754,customer,10.070374,105.781606,Can Tho,CTO
C000263,customer,10.042759,105.804047,Can Tho,CTO
C028155,customer,10.027007,105.745283,Can Tho,CTO
C003028,customer,10.05599,105.773373,Can Tho,CTO
C028413,customer,10.104002,105.748761,Can Tho,CTO
C025151,customer,10.062473,105.804514,Can Tho,CTO
C040832,customer,9.99575,105.795919,Can Tho,CTO
C037924,customer,10.002706,105.723,Can Tho,CTO
C049363,customer,10.048282,105.724522,Can Tho,CTO
C024461,customer,10.068936,105.745491,Can Tho,CTO
C035325,customer,9.994452,105.796685,Can Tho,CTO
C037121,customer,10.077712,105.783283,Can Tho,CTO
C019849,customer,10.096669,105.797553,Can Tho,CTO
C015508,customer,10.017627,105.694284,Can Tho,CTO
C040594,customer,10.00278,105.710252,Can Tho,CTO
C033012,customer,10.038287,105.712619,Can Tho,CTO
C031372,customer,10.097024,105.797662,Can Tho,CTO
C007748,customer,10.091393,105.786301,Can Tho,CTO
C033014,customer,10.017821,105.774911,Can Tho,CTO
C005540,customer,10.079065,105.701171,Can Tho,CTO
C031002,customer,10.10047,105.737538,Can Tho,CTO
C031660,customer,9.985956,105.747778,Can Tho,CTO
C016325,customer,10.053979,105.749408,Can Tho,CTO
C023568,customer,10.079706,105.775324,Can Tho,CTO
C000624,customer,10.075984,105.710278,Can Tho,CTO
C020245,customer,9.997391,105.804993,Can Tho,CTO
C023795,customer,10.014377,105.753075,Can Tho,CTO
C000814,customer,10.009425,105.699099,Can Tho,CTO
C018994,customer,10.058866,105.712398,Can Tho,CTO
C017705,customer,9.988915,105.740112,Can Tho,CTO
C007818,customer,9.992242,105.765593,Can Tho,CTO
C017048,customer,10.100619,105.727426,Can Tho,CTO
C015001,customer,10.019739,105.765468,Can Tho,CTO
C049163,customer,10.099533,105.728236,Can Tho,CTO
C031012,customer,10.082603,105.686327,Can Tho,CTO
C029393,customer,10.094284,105.742661,Can Tho,CTO
C028649,customer,10.071325,105.7588,Can Tho,CTO
C022771,customer,10.017705,105.76851,Can Tho,CTO
C001830,customer,10.095176,105.713787,Can Tho,CTO
C036149,customer,9.996798,105.766981,Can Tho,CTO
C000634,customer,9.99144,105.75387,Can Tho,CTO
C026394,customer,10.084965,105.756695,Can Tho,CTO
C002751,customer,10.059048,105.748394,Can Tho,CTO
C043267,customer,9.997677,105.739958,Can Tho,CTO
C000341,customer,10.062003,105.702402,Can Tho,CTO
C044975,customer,9.995062,105.791447,Can Tho,CTO
C017007,customer,10.093692,105.719735,Can Tho,CTO
C002697,customer,10.061337,105.69825,Can Tho,CTO
C036093,customer,10.089576,105.719465,Can Tho,CTO
C004055,customer,10.058958,105.698584,Can Tho,CTO
C015477,customer,10.018641,105.804136,Can Tho,CTO
C008872,customer,10.064421,105.743826,Can Tho,CTO
C029307,customer,10.076474,105.709848,Can Tho,CTO
C020243,customer,10.06841,105.759363,Can Tho,CTO
C041199,customer,10.091263,105.770273,Can Tho,CTO
C008292,customer,10.035666,105.802957,Can Tho,CTO
C049352,customer,10.071917,105.757416,Can Tho,CTO
C010400,customer,10.104957,105.752781,Can Tho,CTO
C041871,customer,10.06712,105.705382,Can Tho,CTO
C031496,customer,10.000638,105.760274,Can Tho,CTO
C046656,customer,10.019713,105.751569,Can Tho,CTO
C019038,customer,10.009037,105.720377,Can Tho,CTO
C031533,customer,10.028806,105.782162,Can Tho,CTO
C000532,customer,9.995912,105.76648,Can Tho,CTO
C004126,customer,10.057011,105.768373,Can Tho,CTO
C006880,customer,10.047264,105.792197,Can Tho,CTO
C006048,customer,10.035078,105.77679,Can Tho,CTO
C013547,customer,10.060202,105.784619,Can Tho,CTO
C031382,customer,10.035627,105.773104,Can Tho,CTO
C005241,customer,10.069467,105.777754,Can Tho,CTO
C045894,customer,9.990024,105.69943,Can Tho,CTO
C018067,customer,10.047405,105.732303,Can Tho,CTO
C038143,customer,10.07658,105.714965,Can Tho,CTO
C048708,customer,10.020869,105.799888,Can Tho,CTO
C026155,customer,10.058413,105.739436,Can Tho,CTO
C043893,customer,10.016351,105.700101,Can Tho,CTO
C009955,customer,10.02848,105.792856,Can Tho,CTO
C028488,customer,10.09515,105.782631,Can Tho,CTO
C033051,customer,10.022848,105.745606,Can Tho,CTO
C003232,customer,10.076515,105.745291,Can Tho,CTO
C009192,customer,10.070608,105.702897,Can Tho,CTO
C038552,customer,10.001187,105.706625,Can Tho,CTO
C025803,customer,10.007118,105.738036,Can Tho,CTO
C034520,customer,10.059269,105.787444,Can Tho,CTO
C043996,customer,10.092169,105.780759,Can Tho,CTO
C038903,customer,10.026537,105.771682,Can Tho,CTO
C034463,customer,10.031641,105.791746,Can Tho,CTO
C037991,customer,10.092927,105.724548,Can Tho,CTO
C013989,customer,10.058787,105.793496,Can Tho,CTO
C029478,customer,9.998808,105.784215,Can Tho,CTO
C031477,customer,10.036653,105.793459,Can Tho,CTO
C003690,customer,10.06666,105.756258,Can Tho,CTO
C019801,customer,9.989448,105.785363,Can Tho,CTO
C036151,customer,10.026561,105.756068,Can Tho,CTO
C001542,customer,10.041366,105.736769,Can Tho,CTO
C028431,customer,10.036602,105.710166,Can Tho,CTO
C010057,customer,10.041155,105.723795,Can Tho,CTO
C015944,customer,10.060943,105.729512,Can Tho,CTO
C024992,customer,10.056802,105.758156,Can Tho,CTO
C003307,customer,10.008303,105.693238,Can Tho,CTO
C018318,customer,10.030915,105.772041,Can Tho,CTO
C037646,customer,10.061992,105.771903,Can Tho,CTO
C026996,customer,10.014888,105.743167,Can Tho,CTO
C009673,customer,10.064431,105.776221,Can Tho,CTO
C000654,customer,10.047303,105.786988,Can Tho,CTO
C030111,customer,10.049299,105.715239,Can Tho,CTO
C031678,customer,9.986688,105.792255,Can Tho,CTO
C010653,customer,10.066692,105.758917,Can Tho,CTO
C005957,customer,10.101802,105.792025,Can Tho,CTO
C036240,customer,10.055954,105.747822,Can Tho,CTO
C030571,customer,9.999703,105.731331,Can Tho,CTO
C010214,customer,10.034886,105.777941,Can Tho,CTO
C023398,customer,10.066035,105.689836,Can Tho,CTO
C021070,customer,10.019203,105.797944,Can Tho,CTO
C016762,customer,10.059905,105.687028,Can Tho,CTO
C033530,customer,10.034472,105.785638,Can Tho,CTO
C031582,customer,10.000573,105.804903,Can Tho,CTO
C044089,customer,10.0943,105.760872,Can Tho,CTO
C001935,customer,10.09141,105.793601,Can Tho,CTO
C005976,customer,10.076604,105.695015,Can Tho,CTO
C029241,customer,10.004055,105.691478,Can Tho,CTO
C013426,customer,10.066875,105.699371,Can Tho,CTO
C029932,customer,10.055625,105.74469,Can Tho,CTO
C021236,customer,10.0604,105.720168,Can Tho,CTO
C031421,customer,10.027776,105.715807,Can Tho,CTO
C002249,customer,10.011984,105.718977,Can Tho,CTO
C000222,customer,10.005455,105.765057,Can Tho,CTO
C006954,customer,10.007628,105.724564,Can Tho,CTO
C004109,customer,10.011007,105.727832,Can Tho,CTO
C014942,customer,10.05726,105.699086,Can Tho,CTO
C043626,customer,10.048284,105.792508,Can Tho,CTO
C025853,customer,10.093701,105.690128,Can Tho,CTO
C004888,customer,10.036612,105.718874,Can Tho,CTO
C007087,customer,10.0068,105.762837,Can Tho,CTO
C035714,customer,9.996429,105.737491,Can Tho,CTO
C023532,customer,10.017646,105.805081,Can Tho,CTO
C028239,customer,10.063535,105.764484,Can Tho,CTO
C037016,customer,10.030786,105.763963,Can Tho,CTO
C043631,customer,10.035354,105.805595,Can Tho,CTO
C025573,customer,10.030809,105.718769,Can Tho,CTO
C033067,customer,10.088058,105.743275,Can Tho,CTO
C037025,customer,10.028212,105.703934,Can Tho,CTO
C015210,customer,9.989465,105.778351,Can Tho,CTO
C025371,customer,10.037207,105.788548,Can Tho,CTO
C013236,customer,10.079556,105.722121,Can Tho,CTO
C045350,customer,10.092969,105.697948,Can Tho,CTO
C003017,customer,10.074378,105.774665,Can Tho,CTO
C002039,customer,10.077407,105.712688,Can Tho,CTO
C026192,customer,10.044894,105.736727,Can Tho,CTO
C044684,customer,10.104417,105.728908,Can Tho,CTO
C030724,customer,10.042834,105.716454,Can Tho,CTO
C009043,customer,10.088238,105.736656,Can Tho,CTO
C049928,customer,10.026445,105.694176,Can Tho,CTO
C034904,customer,10.047689,105.757654,Can Tho,CTO
C022136,customer,10.01879,105.768372,Can Tho,CTO
C009745,customer,10.089056,105.736876,Can Tho,CTO
C005158,customer,10.092682,105.76622,Can Tho,CTO
C014514,customer,10.037124,105.776951,Can Tho,CTO
C029035,customer,9.996224,105.765407,Can Tho,CTO
C029356,customer,10.099501,105.769632,Can Tho,CTO
C020205,customer,10.052842,105.693413,Can Tho,CTO
C027314,customer,9.99568,105.792678,Can Tho,CTO
C002838,customer,10.067204,105.778332,Can Tho,CTO
C016636,customer,10.04071,105.712398,Can Tho,CTO
C023998,customer,10.038989,105.795751,Can Tho,CTO
C049449,customer,10.058414,105.767248,Can Tho,CTO
C004424,customer,10.011777,105.750888,Can Tho,CTO
C044359,customer,10.07166,105.7724,Can Tho,CTO
C046225,customer,9.990873,105.803048,Can Tho,CTO
C015586,customer,10.071841,105.761242,Can Tho,CTO
C010538,customer,10.008285,105.741575,Can Tho,CTO
C048147,customer,10.017032,105.758807,Can Tho,CTO
C010360,customer,10.030858,105.727819,Can Tho,CTO
C044699,customer,10.025243,105.728675,Can Tho,CTO
C017178,customer,10.033188,105.795052,Can Tho,CTO
C000786,customer,9.993481,105.694106,Can Tho,CTO
C019467,customer,10.058814,105.688309,Can Tho,CTO
C000574,customer,10.012645,105.719917,Can Tho,CTO
C042106,customer,10.005573,105.688853,Can Tho,CTO
C044019,customer,10.092768,105.731386,Can Tho,CTO
C002180,customer,10.030714,105.775657,Can Tho,CTO
C014288,customer,9.997772,105.709061,Can Tho,CTO
C011257,customer,10.059519,105.79253,Can Tho,CTO
C043014,customer,10.022913,105.697784,Can Tho,CTO
C026777,customer,10.075329,105.767295,Can Tho,CTO
C048693,customer,10.008369,105.745812,Can Tho,CTO
C001608,customer,10.090998,105.763116,Can Tho,CTO
C048474,customer,9.995598,105.727004,Can Tho,CTO
C030974,customer,10.021997,105.710838,Can Tho,CTO
C003962,customer,10.01456,105.752957,Can Tho,CTO
C003325,customer,10.018173,105.763021,Can Tho,CTO
C006126,customer,10.10495,105.779342,Can Tho,CTO
C027766,customer,10.095816,105.70202,Can Tho,CTO
C040275,customer,10.055391,105.741959,Can Tho,CTO
C000708,customer,10.087002,105.692438,Can Tho,CTO
C042625,customer,10.010233,105.707994,Can Tho,CTO
C016363,customer,10.064551,105.795446,Can Tho,CTO
C049510,customer,10.035602,105.805551,Can Tho,CTO
C020906,customer,10.061032,105.737552,Can Tho,CTO
C001671,customer,10.074697,105.707951,Can Tho,CTO
C043620,customer,10.073048,105.726425,Can Tho,CTO
C010075,customer,10.005724,105.721418,Can Tho,CTO
C013094,customer,10.073765,105.730886,Can Tho,CTO
C006255,customer,9.993842,105.771948,Can Tho,CTO
C013402,customer,10.065686,105.749788,Can Tho,CTO
C032550,customer,9.997773,105.719374,Can Tho,CTO
C028792,customer,10.06493,105.699385,Can Tho,CTO
C021488,customer,10.097866,105.790092,Can Tho,CTO
