origin_index,destination_index,origin_id,destination_id,distance_km,travel_time_min,traffic_level,road_restrictions
110,2,C000426,D004_3,3.598,10.4,Medium,
110,3,C000426,D004_4,6.152,17.7,Medium,
110,4,C000426,D004_5,5.924,13.7,Low,
110,5,C000426,D010_1,386.321,927.2,Low,
110,6,C000426,D010_2,382.994,1149.0,Medium,No Heavy Trucks
110,7,C000426,D010_3,381.216,1463.9,High,No Heavy Trucks
110,8,C000426,D010_4,382.925,1148.8,Medium,
110,9,C000426,D010_5,382.084,1467.2,High,
1530,1,C000513,D004_2,2.854,8.2,Medium,
1530,2,C000513,D004_3,0.934,2.2,Low,
1530,3,C000513,D004_4,2.768,6.4,Low,No Heavy Trucks
1530,4,C000513,D004_5,2.495,7.2,Medium,
1530,5,C000513,D010_1,386.578,1159.7,Medium,
1530,6,C000513,D010_2,383.262,919.8,Low,
1530,8,C000513,D010_4,383.19,1149.6,Medium,
1530,9,C000513,D010_5,382.339,1147.0,Medium,
1009,0,C000523,D004_1,7.591,28.0,High,
1009,2,C000523,D004_3,7.214,20.8,Medium,
1009,3,C000523,D004_4,9.584,22.1,Low,
1009,4,C000523,D004_5,9.292,26.8,Medium,
1009,5,C000523,D010_1,394.713,1184.1,Medium,
1009,6,C000523,D010_2,391.395,939.3,Low,
1009,7,C000523,D010_3,389.599,935.0,Low,
1009,8,C000523,D010_4,391.324,1174.0,Medium,
1009,9,C000523,D010_5,390.474,1499.4,High,
327,0,C000532,D004_1,4.631,10.7,Low,No Heavy Trucks
327,1,C000532,D004_2,3.753,8.7,Low,
327,2,C000532,D004_3,6.427,14.8,Low,
327,3,C000532,D004_4,4.919,14.2,Medium,
327,4,C000532,D004_5,4.908,14.2,Medium,
327,5,C000532,D010_1,389.08,933.8,Low,
327,6,C000532,D010_2,385.782,1481.4,High,
327,7,C000532,D010_3,383.949,921.5,Low,
327,8,C000532,D010_4,385.704,1157.1,Medium,No Heavy Trucks
327,9,C000532,D010_5,384.838,923.6,Low,
441,0,C000574,D004_1,3.576,8.3,Low,
441,1,C000574,D004_2,3.417,7.9,Low,
441,3,C000574,D004_4,5.553,12.8,Low,
441,4,C000574,D004_5,5.266,19.4,High,No Heavy Trucks
441,5,C000574,D010_1,390.932,938.2,Low,
441,6,C000574,D010_2,387.618,930.3,Low,
441,7,C000574,D010_3,385.814,1481.5,High,No Heavy Trucks
441,9,C000574,D010_5,386.692,1160.1,Medium,
1127,0,C000614,D004_1,4.85,17.9,High,
1127,2,C000614,D004_3,4.495,10.4,Low,
1127,3,C000614,D004_4,3.825,8.8,Low,
1127,4,C000614,D004_5,3.85,8.9,Low,
1127,5,C000614,D010_1,383.009,919.2,Low,
1127,6,C000614,D010_2,379.692,1139.1,Medium,
1127,7,C000614,D010_3,377.895,1451.1,High,No Heavy Trucks
1127,8,C000614,D010_4,379.62,911.1,Low,
1127,9,C000614,D010_5,378.77,1136.3,Medium,No Heavy Trucks
1700,0,C000618,D004_1,7.563,21.8,Medium,
1700,1,C000618,D004_2,8.45,19.5,Low,
1700,2,C000618,D004_3,5.904,17.0,Medium,No Heavy Trucks
1700,3,C000618,D004_4,7.856,29.0,High,
1700,4,C000618,D004_5,7.693,22.2,Medium,No Heavy Trucks
1700,7,C000618,D010_3,379.382,1138.1,Medium,
1700,8,C000618,D010_4,381.083,1463.4,High,
1700,9,C000618,D010_5,380.246,1140.7,Medium,No Heavy Trucks
288,0,C000624,D004_1,6.228,14.4,Low,
288,1,C000624,D004_2,7.08,16.3,Low,No Heavy Trucks
288,2,C000624,D004_3,4.399,12.7,Medium,
288,3,C000624,D004_4,6.97,16.1,Low,No Heavy Trucks
288,4,C000624,D004_5,6.746,19.5,Medium,
288,5,C000624,D010_1,386.286,1158.9,Medium,
288,6,C000624,D010_2,382.957,1470.6,High,
288,7,C000624,D010_3,381.184,1143.6,Medium,No Heavy Trucks
288,8,C000624,D010_4,382.89,918.9,Low,
288,9,C000624,D010_5,382.05,1146.1,Medium,
304,0,C000634,D004_1,4.623,10.7,Low,
304,1,C000634,D004_2,3.744,10.8,Medium,
304,2,C000634,D004_3,6.188,17.9,Medium,
304,3,C000634,D004_4,5.475,15.8,Medium,No Heavy Trucks
304,4,C000634,D004_5,5.382,19.9,High,No Heavy Trucks
304,5,C000634,D010_1,390.344,1171.0,Medium,
304,6,C000634,D010_2,387.044,1486.2,High,No Heavy Trucks
304,7,C000634,D010_3,385.215,1155.6,Medium,
304,8,C000634,D010_4,386.967,1160.9,Medium,
304,9,C000634,D010_5,386.103,1158.3,Medium,No Heavy Trucks
368,0,C000654,D004_1,4.809,11.1,Low,
368,1,C000654,D004_2,4.895,11.3,Low,
368,3,C000654,D004_4,2.816,8.1,Medium,
368,4,C000654,D004_5,3.129,9.0,Medium,
368,5,C000654,D010_1,383.251,919.8,Low,No Heavy Trucks
368,6,C000654,D010_2,379.947,911.9,Low,
368,7,C000654,D010_3,378.125,907.5,Low,
368,8,C000654,D010_4,379.871,911.7,Low,
368,9,C000654,D010_5,379.01,909.6,Low,
1616,0,C000662,D004_1,7.008,16.2,Low,No Heavy Trucks
1616,1,C000662,D004_2,7.694,22.2,Medium,
1616,2,C000662,D004_3,6.719,24.8,High,
1616,3,C000662,D004_4,5.703,16.5,Medium,
1616,4,C000662,D004_5,5.803,13.4,Low,No Heavy Trucks
1616,5,C000662,D010_1,380.794,1142.4,Medium,
1616,6,C000662,D010_2,377.476,1132.4,Medium,No Heavy Trucks
1616,7,C000662,D010_3,375.681,1127.0,Medium,
1616,8,C000662,D010_4,377.404,1132.2,Medium,
1616,9,C000662,D010_5,376.555,1129.7,Medium,
524,0,C000666,D004_1,7.312,16.9,Low,
524,1,C000666,D004_2,7.938,22.9,Medium,
524,2,C000666,D004_3,7.207,16.6,Low,No Heavy Trucks
524,3,C000666,D004_4,5.834,16.8,Medium,
524,4,C000666,D004_5,5.974,17.2,Medium,
524,5,C000666,D010_1,380.301,1140.9,Medium,No Heavy Trucks
524,7,C000666,D010_3,375.186,1440.7,High,
524,8,C000666,D010_4,376.913,904.6,Low,
524,9,C000666,D010_5,376.062,902.5,Low,
1175,0,C000673,D004_1,6.59,24.3,High,
1175,2,C000673,D004_3,7.833,18.1,Low,
1175,3,C000673,D004_4,4.616,10.7,Low,
1175,4,C000673,D004_5,4.932,14.2,Medium,
1175,5,C000673,D010_1,381.926,916.6,Low,
1175,6,C000673,D010_2,378.626,908.7,Low,
1175,7,C000673,D010_3,376.797,1130.4,Medium,
1175,8,C000673,D010_4,378.548,1135.6,Medium,
1175,9,C000673,D010_5,377.685,906.4,Low,
757,0,C000697,D004_1,4.014,9.3,Low,
757,1,C000697,D004_2,3.34,9.6,Medium,
757,2,C000697,D004_3,5.039,14.5,Medium,
757,3,C000697,D004_4,5.556,12.8,Low,No Heavy Trucks
757,4,C000697,D004_5,5.354,15.4,Medium,
757,6,C000697,D010_2,387.805,1163.4,Medium,
757,7,C000697,D010_3,385.988,1158.0,Medium,
757,8,C000697,D010_4,387.73,930.6,Low,
757,9,C000697,D010_5,386.871,1160.6,Medium,No Heavy Trucks
458,0,C000708,D004_1,8.439,31.2,High,No Heavy Trucks
458,1,C000708,D004_2,9.263,26.7,Medium,
458,2,C000708,D004_3,6.563,15.1,Low,
458,3,C000708,D004_4,9.273,34.2,High,
458,4,C000708,D004_5,9.046,26.1,Medium,No Heavy Trucks
458,6,C000708,D010_2,383.321,1150.0,Medium,
458,7,C000708,D010_3,381.561,915.7,Low,
458,8,C000708,D010_4,383.255,919.8,Low,
458,9,C000708,D010_5,382.421,1147.3,Medium,
768,0,C000771,D004_1,6.874,19.8,Medium,No Heavy Trucks
768,1,C000771,D004_2,7.459,21.5,Medium,
768,2,C000771,D004_3,6.914,19.9,Medium,
768,3,C000771,D004_4,5.307,12.2,Low,
768,4,C000771,D004_5,5.466,15.8,Medium,
768,5,C000771,D010_1,380.64,1141.9,Medium,
768,6,C000771,D010_2,377.326,905.6,Low,
768,7,C000771,D010_3,375.523,1126.6,Medium,
768,9,C000771,D010_5,376.4,1129.2,Medium,
439,0,C000786,D004_1,7.116,16.4,Low,
439,1,C000786,D004_2,6.906,15.9,Low,No Heavy Trucks
439,2,C000786,D004_3,6.895,19.9,Medium,
439,3,C000786,D004_4,9.088,26.2,Medium,
439,4,C000786,D004_5,8.804,25.4,Medium,
439,5,C000786,D010_1,394.387,1183.2,Medium,
439,6,C000786,D010_2,391.071,1173.2,Medium,
439,7,C000786,D010_3,389.271,1494.8,High,No Heavy Trucks
439,8,C000786,D010_4,390.999,1173.0,Medium,
439,9,C000786,D010_5,390.147,936.4,Low,No Heavy Trucks
70,0,C000787,D004_1,5.972,13.8,Low,
70,2,C000787,D004_3,4.086,9.4,Low,
70,3,C000787,D004_4,7.232,20.9,Medium,
70,4,C000787,D004_5,6.955,20.1,Medium,No Heavy Trucks
70,5,C000787,D010_1,388.238,931.8,Low,
70,6,C000787,D010_2,384.91,1154.7,Medium,No Heavy Trucks
70,7,C000787,D010_3,383.136,919.5,Low,
70,8,C000787,D010_4,384.842,923.6,Low,No Heavy Trucks
70,9,C000787,D010_5,384.001,921.6,Low,
1637,0,C000808,D004_1,7.637,22.0,Medium,No Heavy Trucks
1637,1,C000808,D004_2,8.416,19.4,Low,
1637,2,C000808,D004_3,6.958,20.1,Medium,
1637,3,C000808,D004_4,6.661,15.4,Low,No Heavy Trucks
1637,4,C000808,D004_5,6.698,19.3,Medium,
1637,5,C000808,D010_1,380.817,1142.5,Medium,
1637,6,C000808,D010_2,377.495,906.0,Low,
1637,7,C000808,D010_3,375.709,901.7,Low,
1637,8,C000808,D010_4,377.425,905.8,Low,
1637,9,C000808,D010_5,376.58,1129.7,Medium,
291,0,C000814,D004_1,5.71,21.1,High,
291,1,C000814,D004_2,5.682,13.1,Low,No Heavy Trucks
291,2,C000814,D004_3,5.192,15.0,Medium,
291,4,C000814,D004_5,7.414,27.4,High,
291,6,C000814,D010_2,389.366,1168.1,Medium,
291,7,C000814,D010_3,387.571,930.2,Low,
291,8,C000814,D010_4,389.294,1494.9,High,
291,9,C000814,D010_5,388.445,1491.6,High,
525,0,C000839,D004_1,3.939,11.4,Medium,No Heavy Trucks
525,1,C000839,D004_2,4.83,13.9,Medium,
525,2,C000839,D004_3,2.572,7.4,Medium,
525,3,C000839,D004_4,4.198,12.1,Medium,No Heavy Trucks
525,4,C000839,D004_5,4.012,9.3,Low,
525,5,C000839,D010_1,385.398,1479.9,High,
525,7,C000839,D010_3,380.289,1140.9,Medium,No Heavy Trucks
525,8,C000839,D010_4,382.007,916.8,Low,No Heavy Trucks
525,9,C000839,D010_5,381.16,1143.5,Medium,No Heavy Trucks
1362,0,C000855,D004_1,4.055,15.0,High,
1362,1,C000855,D004_2,4.246,9.8,Low,
1362,2,C000855,D004_3,5.158,14.9,Medium,No Heavy Trucks
1362,4,C000855,D004_5,2.351,8.7,High,
1362,5,C000855,D010_1,383.714,1151.1,Medium,
1362,6,C000855,D010_2,380.408,913.0,Low,No Heavy Trucks
1362,7,C000855,D010_3,378.591,908.6,Low,
1362,9,C000855,D010_5,379.474,1138.4,Medium,
606,1,C000905,D004_2,4.386,12.7,Medium,
606,2,C000905,D004_3,6.284,14.5,Low,
606,4,C000905,D004_5,6.328,18.3,Medium,
606,5,C000905,D010_1,391.856,1504.7,High,
606,6,C000905,D010_2,388.553,1492.0,High,
606,7,C000905,D010_3,386.73,1160.2,Medium,
606,8,C000905,D010_4,388.476,1165.4,Medium,No Heavy Trucks
606,9,C000905,D010_5,387.615,1162.8,Medium,
1812,0,C000989,D004_1,3.632,10.5,Medium,
1812,1,C000989,D004_2,4.522,13.0,Medium,
1812,2,C000989,D004_3,2.12,6.1,Medium,No Heavy Trucks
1812,4,C000989,D004_5,3.917,14.5,High,No Heavy Trucks
1812,5,C000989,D010_1,385.917,1157.8,Medium,
1812,6,C000989,D010_2,382.596,1147.8,Medium,
1812,7,C000989,D010_3,380.807,913.9,Low,
1812,8,C000989,D010_4,382.525,1147.6,Medium,
1812,9,C000989,D010_5,381.679,1145.0,Medium,
1906,0,C001016,D004_1,0.247,0.7,Medium,
1906,1,C001016,D004_2,1.024,2.4,Low,
1906,2,C001016,D004_3,1.696,4.9,Medium,
1906,3,C001016,D004_4,2.222,5.1,Low,
1906,4,C001016,D004_5,1.916,7.1,High,
1906,5,C001016,D010_1,387.576,1162.7,Medium,
1906,6,C001016,D010_2,384.265,922.2,Low,
1906,7,C001016,D010_3,382.458,1147.4,Medium,
1906,8,C001016,D010_4,384.191,922.1,Low,
1906,9,C001016,D010_5,383.336,1150.0,Medium,
1354,0,C001030,D004_1,5.298,15.3,Medium,
1354,1,C001030,D004_2,4.804,13.9,Medium,
1354,2,C001030,D004_3,5.819,16.8,Medium,
1354,3,C001030,D004_4,7.072,20.4,Medium,
1354,4,C001030,D004_5,6.833,15.8,Low,
1354,5,C001030,D010_1,392.68,1178.0,Medium,
1354,6,C001030,D010_2,389.371,934.5,Low,
1354,7,C001030,D010_3,387.559,1162.7,Medium,
1354,9,C001030,D010_5,388.44,1165.3,Medium,
1255,0,C001039,D004_1,6.546,18.9,Medium,
1255,1,C001039,D004_2,6.34,18.3,Medium,
1255,2,C001039,D004_3,6.35,18.3,Medium,
1255,3,C001039,D004_4,8.519,24.6,Medium,
1255,4,C001039,D004_5,8.235,30.4,High,
1255,5,C001039,D010_1,393.832,1181.5,Medium,
1255,7,C001039,D010_3,388.716,1492.7,High,
1255,8,C001039,D010_4,390.444,1499.3,High,
1255,9,C001039,D010_5,389.593,1168.8,Medium,
776,0,C001067,D004_1,2.849,8.2,Medium,
776,1,C001067,D004_2,3.597,10.4,Medium,
776,2,C001067,D004_3,0.983,3.6,High,
776,3,C001067,D004_4,4.277,9.9,Low,
776,4,C001067,D004_5,3.977,11.5,Medium,
776,5,C001067,D010_1,387.846,930.8,Low,
776,6,C001067,D010_2,384.527,1153.6,Medium,
776,8,C001067,D010_4,384.456,922.7,Low,
776,9,C001067,D010_5,383.608,1150.8,Medium,
1481,0,C001079,D004_1,1.962,5.7,Medium,
1481,1,C001079,D004_2,1.363,3.9,Medium,No Heavy Trucks
1481,2,C001079,D004_3,3.187,9.2,Medium,
1481,5,C001079,D010_1,389.24,934.2,Low,
1481,6,C001079,D010_2,385.931,926.2,Low,
1481,7,C001079,D010_3,384.118,921.9,Low,
1481,9,C001079,D010_5,384.999,1155.0,Medium,
204,0,C001112,D004_1,3.302,9.5,Medium,
204,1,C001112,D004_2,4.171,12.0,Medium,
204,2,C001112,D004_3,2.42,5.6,Low,
204,3,C001112,D004_4,3.223,11.9,High,No Heavy Trucks
204,4,C001112,D004_5,3.066,8.8,Medium,
204,5,C001112,D010_1,385.129,1155.4,Medium,
204,6,C001112,D010_2,381.811,1145.4,Medium,
204,7,C001112,D010_3,380.016,912.0,Low,
204,8,C001112,D010_4,381.739,1145.2,Medium,
1008,0,C001143,D004_1,4.448,10.3,Low,
1008,1,C001143,D004_2,3.872,14.3,High,
1008,2,C001143,D004_3,5.224,12.1,Low,
1008,3,C001143,D004_4,6.129,17.7,Medium,
1008,4,C001143,D004_5,5.905,21.8,High,No Heavy Trucks
1008,6,C001143,D010_2,388.422,932.2,Low,
1008,7,C001143,D010_3,386.607,1484.6,High,
1008,8,C001143,D010_4,388.347,932.0,Low,
1008,9,C001143,D010_5,387.489,930.0,Low,
1443,0,C001199,D004_1,7.787,22.5,Medium,
1443,1,C001199,D004_2,7.027,20.3,Medium,
1443,2,C001199,D004_3,9.685,27.9,Medium,
1443,4,C001199,D004_5,7.334,21.2,Medium,
1443,5,C001199,D010_1,387.494,930.0,Low,No Heavy Trucks
1443,6,C001199,D010_2,384.207,922.1,Low,
1443,7,C001199,D010_3,382.355,1147.1,Medium,
1443,8,C001199,D010_4,384.126,921.9,Low,
641,0,C001210,D004_1,6.736,19.4,Medium,
641,1,C001210,D004_2,5.998,22.1,High,
641,2,C001210,D004_3,8.635,19.9,Low,
641,3,C001210,D004_4,6.1,17.6,Medium,
641,4,C001210,D004_5,6.246,23.1,High,
641,7,C001210,D010_3,382.078,1467.2,High,No Heavy Trucks
641,8,C001210,D010_4,383.844,921.2,Low,
641,9,C001210,D010_5,382.972,1148.9,Medium,
1385,0,C001215,D004_1,4.312,15.9,High,
1385,1,C001215,D004_2,5.187,15.0,Medium,
1385,3,C001215,D004_4,4.176,12.0,Medium,
1385,4,C001215,D004_5,4.046,11.7,Medium,
1385,5,C001215,D010_1,384.572,1153.7,Medium,
1385,6,C001215,D010_2,381.251,915.0,Low,
1385,7,C001215,D010_3,379.462,1138.4,Medium,
1385,8,C001215,D010_4,381.181,914.8,Low,
1385,9,C001215,D010_5,380.334,912.8,Low,
934,1,C001267,D004_2,6.049,22.3,High,
934,2,C001267,D004_3,3.58,10.3,Medium,
934,4,C001267,D004_5,5.32,19.6,High,
934,5,C001267,D010_1,385.249,1155.7,Medium,
934,6,C001267,D010_2,381.925,1466.6,High,No Heavy Trucks
934,7,C001267,D010_3,380.143,912.3,Low,
934,8,C001267,D010_4,381.856,916.5,Low,
934,9,C001267,D010_5,381.012,1143.0,Medium,
18,0,C001270,D004_1,8.856,32.7,High,
18,2,C001270,D004_3,9.33,26.9,Medium,
18,3,C001270,D004_4,6.973,20.1,Medium,
18,4,C001270,D004_5,7.221,16.7,Low,
18,5,C001270,D010_1,378.64,1135.9,Medium,
18,6,C001270,D010_2,375.332,1126.0,Medium,
18,7,C001270,D010_3,373.518,1434.3,High,
18,8,C001270,D010_4,375.257,900.6,Low,No Heavy Trucks
18,9,C001270,D010_5,374.4,898.6,Low,No Heavy Trucks
1225,0,C001280,D004_1,6.529,18.8,Medium,
1225,1,C001280,D004_2,5.685,13.1,Low,No Heavy Trucks
1225,2,C001280,D004_3,8.385,19.3,Low,
1225,3,C001280,D004_4,6.4,14.8,Low,
1225,4,C001280,D004_5,6.468,18.7,Medium,
1225,5,C001280,D010_1,388.833,1493.1,High,
1225,6,C001280,D010_2,385.542,1156.6,Medium,
1225,7,C001280,D010_3,383.697,1151.1,Medium,
1225,8,C001280,D010_4,385.462,1156.4,Medium,
1225,9,C001280,D010_5,384.591,1153.8,Medium,No Heavy Trucks
1897,0,C001308,D004_1,7.196,16.6,Low,
1897,1,C001308,D004_2,8.059,29.8,High,
1897,3,C001308,D004_4,7.816,22.5,Medium,
1897,4,C001308,D004_5,7.61,22.0,Medium,
1897,5,C001308,D010_1,385.77,1157.3,Medium,
1897,6,C001308,D010_2,382.439,1147.3,Medium,No Heavy Trucks
1897,7,C001308,D010_3,380.671,1142.0,Medium,
1897,8,C001308,D010_4,382.372,917.7,Low,
1897,9,C001308,D010_5,381.534,915.7,Low,
1605,0,C001329,D004_1,6.572,15.2,Low,
1605,1,C001329,D004_2,7.332,21.2,Medium,
1605,3,C001329,D004_4,5.543,12.8,Low,
1605,4,C001329,D004_5,5.585,20.6,High,No Heavy Trucks
1605,5,C001329,D010_1,381.583,915.8,Low,
1605,6,C001329,D010_2,378.263,907.8,Low,
1605,7,C001329,D010_3,376.472,1129.4,Medium,No Heavy Trucks
1605,8,C001329,D010_4,378.192,907.7,Low,
1605,9,C001329,D010_5,377.345,1132.0,Medium,
1959,0,C001362,D004_1,7.186,26.5,High,
1959,1,C001362,D004_2,8.05,18.6,Low,
1959,2,C001362,D004_3,5.389,15.5,Medium,
1959,3,C001362,D004_4,7.794,28.8,High,
1959,5,C001362,D010_1,385.724,1157.2,Medium,
1959,6,C001362,D010_2,382.393,1147.2,Medium,
1959,8,C001362,D010_4,382.326,917.6,Low,
1959,9,C001362,D010_5,381.488,1464.9,High,No Heavy Trucks
252,0,C001371,D004_1,1.121,2.6,Low,
252,1,C001371,D004_2,0.272,0.8,Medium,
252,2,C001371,D004_3,2.963,8.5,Medium,No Heavy Trucks
252,3,C001371,D004_4,2.241,5.2,Low,
252,4,C001371,D004_5,2.035,5.9,Medium,
252,5,C001371,D010_1,387.841,930.8,Low,
