customer_id,lat,lon,city,demand_weight,demand_volume,ready_time,due_time,service_time,priority,delivery_type,is_return,ready_time_min,due_time_min,region_id
C041901,10.104265,105.788776,Can Tho,23.27,0.127,10:00,18:00,13.0,2,Home,0,600,1080,CTO
C044438,10.002436,105.757663,Can Tho,0.69,0.05,09:00,16:00,9.0,3,Home,0,540,960,CTO
C024470,10.060676,105.757976,Can Tho,23.64,0.133,17:00,21:00,9.0,2,Locker,0,1020,1260,CTO
C008357,10.097017,105.777453,Can Tho,10.63,0.125,13:00,18:00,7.0,1,Home,0,780,1080,CTO
C007476,10.009734,105.778336,Can Tho,9.07,0.185,09:00,16:00,11.0,2,Home,1,540,960,CTO
C028033,9.989923,105.731364,Can Tho,15.89,0.121,08:00,12:00,3.0,2,Home,1,480,720,CTO
C046492,10.017719,105.696135,Can Tho,7.84,0.049,13:00,16:00,8.0,3,Home,0,780,960,CTO
C004572,10.045702,105.703283,Can Tho,21.85,0.041,08:00,11:00,8.0,3,Office,0,480,660,CTO
C019434,9.995692,105.717817,Can Tho,13.23,0.015,15:00,18:00,11.0,2,Home,0,900,1080,CTO
C029811,10.100487,105.777108,Can Tho,12.57,0.043,10:00,18:00,8.0,3,Locker,0,600,1080,CTO
C019585,10.079731,105.741196,Can Tho,12.57,0.058,15:00,18:00,8.0,2,Home,0,900,1080,CTO
C014886,10.000156,105.719838,Can Tho,18.45,0.109,08:00,12:00,7.0,3,Home,1,480,720,CTO
C044159,9.994274,105.69799,Can Tho,21.51,0.162,08:00,16:00,13.0,2,Office,0,480,960,CTO
C005119,10.10155,105.794546,Can Tho,16.31,0.176,10:00,18:00,12.0,3,Home,0,600,1080,CTO
C022376,10.0333,105.72215,Can Tho,15.0,0.137,17:00,20:00,6.0,2,Home,0,1020,1200,CTO
C024309,10.070426,105.786372,Can Tho,10.8,0.152,13:00,20:00,7.0,2,Home,0,780,1200,CTO
C020961,10.00717,105.769259,Can Tho,19.18,0.229,09:00,12:00,12.0,1,Home,0,540,720,CTO
C018901,10.015996,105.758158,Can Tho,13.4,0.162,08:00,12:00,3.0,2,Home,1,480,720,CTO
C045487,10.077718,105.732016,Can Tho,0.46,0.202,15:00,20:00,7.0,2,Home,0,900,1200,CTO
C048597,10.057853,105.773453,Can Tho,13.38,0.05,08:00,12:00,13.0,1,Home,0,480,720,CTO
C042767,10.019312,105.696018,Can Tho,3.51,0.086,08:00,11:00,9.0,2,Locker,1,480,660,CTO
C002377,10.070563,105.704085,Can Tho,10.78,0.191,17:00,20:00,14.0,1,Office,0,1020,1200,CTO
C014910,9.999108,105.731899,Can Tho,1.28,0.155,15:00,20:00,4.0,3,Office,0,900,1200,CTO
C012243,10.005533,105.755413,Can Tho,15.87,0.242,15:00,21:00,6.0,3,Home,0,900,1260,CTO
C004085,10.015035,105.773289,Can Tho,12.86,0.06,17:00,21:00,13.0,1,Home,0,1020,1260,CTO
C013263,9.989818,105.79454,Can Tho,17.3,0.027,13:00,20:00,6.0,3,Home,0,780,1200,CTO
C015607,10.048803,105.696886,Can Tho,7.42,0.044,08:00,11:00,8.0,1,Home,0,480,660,CTO
C004454,10.016427,105.708059,Can Tho,17.43,0.148,09:00,12:00,13.0,2,Home,0,540,720,CTO
C048986,10.056776,105.731858,Can Tho,3.46,0.02,17:00,20:00,9.0,2,Office,0,1020,1200,CTO
C045884,10.079344,105.73045,Can Tho,7.69,0.249,10:00,18:00,3.0,2,Locker,0,600,1080,CTO
C029909,10.013996,105.772671,Can Tho,16.64,0.118,09:00,12:00,11.0,2,Home,0,540,720,CTO
C016311,10.023541,105.720531,Can Tho,24.49,0.06,10:00,18:00,14.0,3,Home,0,600,1080,CTO
C002127,10.025989,105.780653,Can Tho,13.38,0.029,15:00,18:00,7.0,3,Home,0,900,1080,CTO
C041758,10.036128,105.735025,Can Tho,2.62,0.025,17:00,21:00,6.0,3,Home,0,1020,1260,CTO
C048163,10.024316,105.737253,Can Tho,3.88,0.144,09:00,12:00,12.0,2,Home,0,540,720,CTO
C027378,10.092914,105.733353,Can Tho,3.67,0.011,13:00,18:00,3.0,1,Home,1,780,1080,CTO
C042956,10.041936,105.749487,Can Tho,11.16,0.029,08:00,11:00,15.0,2,Home,0,480,660,CTO
C003908,10.047957,105.802003,Can Tho,22.69,0.121,15:00,18:00,3.0,3,Locker,1,900,1080,CTO
C020068,10.062503,105.805625,Can Tho,16.94,0.141,10:00,18:00,3.0,2,Home,1,600,1080,CTO
C000787,10.061475,105.700047,Can Tho,3.54,0.218,10:00,16:00,15.0,2,Home,0,600,960,CTO
C012637,10.037396,105.747937,Can Tho,14.45,0.065,08:00,16:00,13.0,2,Home,1,480,960,CTO
C000243,10.038246,105.762005,Can Tho,8.15,0.11,13:00,20:00,12.0,1,Home,0,780,1200,CTO
C042329,10.09068,105.720161,Can Tho,9.28,0.059,09:00,12:00,13.0,1,Home,0,540,720,CTO
C040512,10.014062,105.783129,Can Tho,2.49,0.235,09:00,18:00,8.0,2,Home,0,540,1080,CTO
C033508,10.06688,105.740462,Can Tho,3.09,0.165,17:00,21:00,5.0,2,Home,1,1020,1260,CTO
C046063,10.024652,105.748694,Can Tho,13.57,0.095,17:00,20:00,4.0,1,Home,0,1020,1200,CTO
C000143,10.049518,105.786725,Can Tho,4.83,0.063,08:00,16:00,10.0,1,Home,0,480,960,CTO
C016280,10.09054,105.735608,Can Tho,19.04,0.139,13:00,20:00,15.0,2,Locker,0,780,1200,CTO
C010668,10.038897,105.78278,Can Tho,1.87,0.229,08:00,16:00,7.0,2,Home,0,480,960,CTO
C018976,10.101446,105.731643,Can Tho,0.44,0.205,15:00,18:00,11.0,2,Home,0,900,1080,CTO
C036697,10.021278,105.733655,Can Tho,19.27,0.131,17:00,20:00,9.0,3,Home,0,1020,1200,CTO
C045182,10.084152,105.690794,Can Tho,17.3,0.135,08:00,11:00,15.0,1,Home,0,480,660,CTO
C049979,10.090855,105.699829,Can Tho,20.37,0.247,13:00,16:00,7.0,2,Home,0,780,960,CTO
C035976,10.091837,105.728163,Can Tho,5.63,0.194,08:00,16:00,7.0,2,Home,0,480,960,CTO
C042400,10.02228,105.70644,Can Tho,5.79,0.179,13:00,18:00,8.0,2,Home,0,780,1080,CTO
C014688,10.014693,105.69557,Can Tho,18.86,0.209,09:00,16:00,6.0,2,Locker,0,540,960,CTO
C043063,10.036077,105.796035,Can Tho,16.7,0.071,08:00,12:00,9.0,2,Home,0,480,720,CTO
C023791,10.05152,105.719804,Can Tho,0.29,0.006,17:00,21:00,10.0,2,Locker,0,1020,1260,CTO
C006774,9.994994,105.689413,Can Tho,1.65,0.098,08:00,12:00,6.0,1,Locker,0,480,720,CTO
C027070,10.064514,105.700446,Can Tho,16.4,0.082,10:00,16:00,6.0,1,Locker,1,600,960,CTO
C037001,10.047084,105.746833,Can Tho,21.55,0.104,08:00,11:00,6.0,3,Locker,0,480,660,CTO
C041386,10.078395,105.686791,Can Tho,15.27,0.188,15:00,21:00,14.0,3,Home,0,900,1260,CTO
C048193,10.03748,105.784158,Can Tho,14.27,0.176,09:00,16:00,8.0,3,Home,0,540,960,CTO
C010825,10.069428,105.702572,Can Tho,19.31,0.112,09:00,18:00,12.0,2,Home,0,540,1080,CTO
C004024,10.07566,105.770881,Can Tho,9.8,0.188,10:00,16:00,4.0,3,Home,0,600,960,CTO
C039782,9.986269,105.729534,Can Tho,7.95,0.014,15:00,21:00,3.0,2,Locker,0,900,1260,CTO
C027644,10.040121,105.776776,Can Tho,4.62,0.136,15:00,21:00,9.0,1,Home,0,900,1260,CTO
C008163,10.026431,105.742917,Can Tho,11.28,0.071,09:00,16:00,4.0,3,Locker,0,540,960,CTO
C027146,9.999197,105.69688,Can Tho,10.53,0.017,09:00,16:00,5.0,2,Home,0,540,960,CTO
C036838,10.017732,105.722669,Can Tho,19.02,0.235,17:00,21:00,15.0,2,Home,0,1020,1260,CTO
C001911,10.08203,105.698483,Can Tho,8.15,0.184,09:00,16:00,14.0,1,Locker,0,540,960,CTO
C042334,9.999352,105.746515,Can Tho,22.68,0.171,09:00,18:00,7.0,3,Home,0,540,1080,CTO
C000423,9.999838,105.772744,Can Tho,24.08,0.143,10:00,16:00,15.0,1,Home,0,600,960,CTO
C043054,10.066829,105.78508,Can Tho,14.28,0.228,09:00,12:00,14.0,2,Office,0,540,720,CTO
C033183,10.059607,105.782486,Can Tho,11.73,0.053,08:00,12:00,3.0,2,Home,0,480,720,CTO
C026202,10.048245,105.800216,Can Tho,5.78,0.162,17:00,20:00,14.0,3,Home,0,1020,1200,CTO
C033062,10.000554,105.720615,Can Tho,12.44,0.194,09:00,12:00,14.0,2,Home,0,540,720,CTO
C036027,10.095763,105.768242,Can Tho,6.34,0.053,13:00,20:00,6.0,1,Home,0,780,1200,CTO
C003402,10.016414,105.780942,Can Tho,24.55,0.102,09:00,16:00,3.0,2,Home,0,540,960,CTO
C000426,10.070859,105.715767,Can Tho,1.64,0.089,17:00,20:00,14.0,2,Home,0,1020,1200,CTO
C013167,10.079001,105.8032,Can Tho,6.14,0.164,17:00,20:00,10.0,3,Home,0,1020,1200,CTO
C006903,10.099992,105.702093,Can Tho,8.93,0.241,17:00,21:00,14.0,3,Home,0,1020,1260,CTO
C024041,10.07626,105.754383,Can Tho,23.59,0.23,15:00,18:00,10.0,3,Home,0,900,1080,CTO
C024438,10.060436,105.779981,Can Tho,16.63,0.052,09:00,18:00,10.0,2,Home,0,540,1080,CTO
C033766,10.042522,105.776139,Can Tho,17.82,0.233,13:00,16:00,6.0,3,Office,0,780,960,CTO
C003851,10.030124,105.784159,Can Tho,19.01,0.04,09:00,16:00,10.0,3,Home,0,540,960,CTO
C017467,10.091548,105.69101,Can Tho,2.26,0.021,15:00,20:00,7.0,2,Home,0,900,1200,CTO
C018366,10.015598,105.734535,Can Tho,2.3,0.022,08:00,16:00,11.0,2,Locker,0,480,960,CTO
C005025,10.058948000000001,105.797816,Can Tho,17.19,0.164,13:00,16:00,13.0,1,Home,1,780,960,CTO
C030601,10.026598,105.767259,Can Tho,8.91,0.072,10:00,16:00,6.0,3,Home,0,600,960,CTO
C035409,10.097065,105.717306,Can Tho,16.07,0.144,10:00,18:00,12.0,2,Home,1,600,1080,CTO
C049395,10.093591,105.783006,Can Tho,20.37,0.113,08:00,11:00,6.0,2,Home,0,480,660,CTO
C030953,10.074754,105.725615,Can Tho,10.76,0.108,09:00,16:00,5.0,3,Home,0,540,960,CTO
C017983,9.994792,105.700251,Can Tho,4.74,0.042,15:00,20:00,7.0,2,Home,0,900,1200,CTO
C039470,10.00366,105.790634,Can Tho,24.83,0.229,17:00,21:00,10.0,3,Home,0,1020,1260,CTO
C013087,10.049347,105.686538,Can Tho,24.12,0.048,08:00,16:00,4.0,2,Home,0,480,960,CTO
C042312,10.087596,105.747198,Can Tho,1.56,0.188,09:00,18:00,13.0,2,Home,0,540,1080,CTO
C022314,10.000806,105.749628,Can Tho,9.94,0.201,10:00,18:00,6.0,3,Locker,0,600,1080,CTO
C002671,9.987398,105.792672,Can Tho,1.46,0.148,15:00,20:00,11.0,2,Office,1,900,1200,CTO
C025457,10.047611,105.776913,Can Tho,4.54,0.108,15:00,20:00,8.0,2,Home,0,900,1200,CTO
C041868,10.034306,105.75397,Can Tho,2.8,0.234,09:00,16:00,11.0,2,Home,1,540,960,CTO
C047464,10.015669,105.748343,Can Tho,15.27,0.198,09:00,16:00,13.0,2,Home,0,540,960,CTO
C017088,9.986352,105.742447,Can Tho,6.35,0.196,10:00,18:00,5.0,2,Locker,0,600,1080,CTO
C048199,10.008231,105.792159,Can Tho,24.0,0.25,13:00,18:00,3.0,2,Home,0,780,1080,CTO
C039921,10.024883,105.688386,Can Tho,18.31,0.153,09:00,12:00,15.0,1,Home,0,540,720,CTO
C044616,10.082667,105.693724,Can Tho,11.62,0.194,17:00,21:00,10.0,2,Locker,0,1020,1260,CTO
C013299,9.985504,105.724356,Can Tho,5.85,0.139,15:00,18:00,8.0,2,Home,0,900,1080,CTO
C014843,10.017411,105.774958,Can Tho,10.4,0.199,17:00,20:00,9.0,1,Home,0,1020,1200,CTO
C011963,10.102084,105.792925,Can Tho,2.43,0.213,13:00,18:00,3.0,2,Home,0,780,1080,CTO
C034890,10.075863,105.758627,Can Tho,7.3,0.072,17:00,21:00,15.0,2,Home,0,1020,1260,CTO
C011385,10.031328,105.779529,Can Tho,1.88,0.143,15:00,18:00,6.0,2,Home,0,900,1080,CTO
C021390,10.030696,105.742864,Can Tho,21.39,0.137,08:00,16:00,5.0,1,Office,1,480,960,CTO
C023106,10.064785,105.738871,Can Tho,19.98,0.047,15:00,18:00,4.0,2,Home,0,900,1080,CTO
C022350,10.016468,105.689374,Can Tho,9.63,0.212,10:00,18:00,5.0,2,Locker,0,600,1080,CTO
C033083,10.054542,105.710947,Can Tho,4.14,0.026,09:00,16:00,15.0,3,Home,0,540,960,CTO
C006326,10.036402,105.721094,Can Tho,13.18,0.069,13:00,18:00,6.0,2,Home,0,780,1080,CTO
C001757,10.054902,105.745621,Can Tho,19.22,0.213,09:00,16:00,14.0,2,Home,0,540,960,CTO
C038179,10.072401,105.757529,Can Tho,12.74,0.108,15:00,18:00,14.0,1,Home,0,900,1080,CTO
C011611,9.996798,105.741301,Can Tho,17.07,0.092,13:00,20:00,14.0,1,Home,0,780,1200,CTO
C044291,10.037839,105.790243,Can Tho,8.72,0.182,10:00,18:00,8.0,1,Home,0,600,1080,CTO
C033034,10.013609,105.762268,Can Tho,3.45,0.219,15:00,21:00,7.0,1,Home,0,900,1260,CTO
C012909,10.061119,105.783239,Can Tho,9.7,0.118,08:00,12:00,15.0,3,Home,0,480,720,CTO
C046900,10.05179,105.720918,Can Tho,5.64,0.084,15:00,20:00,3.0,3,Locker,0,900,1200,CTO
C011697,9.987686,105.798193,Can Tho,6.94,0.221,08:00,12:00,5.0,2,Home,0,480,720,CTO
C038911,10.086709,105.751231,Can Tho,5.31,0.077,08:00,11:00,14.0,2,Locker,0,480,660,CTO
C025445,10.102055,105.772947,Can Tho,10.56,0.119,10:00,18:00,7.0,1,Home,0,600,1080,CTO
C048650,10.068013,105.720958,Can Tho,4.37,0.247,10:00,16:00,14.0,2,Locker,0,600,960,CTO
C043806,10.095784,105.767893,Can Tho,23.62,0.198,09:00,16:00,12.0,1,Home,0,540,960,CTO
C016960,10.0413,105.786317,Can Tho,6.87,0.154,13:00,18:00,13.0,2,Home,0,780,1080,CTO
C049898,10.014748,105.700142,Can Tho,10.03,0.081,08:00,12:00,4.0,3,Home,0,480,720,CTO
C022320,10.031574,105.740031,Can Tho,1.94,0.203,17:00,20:00,9.0,2,Home,0,1020,1200,CTO
C033880,10.07427,105.747354,Can Tho,10.93,0.191,13:00,18:00,4.0,1,Home,0,780,1080,CTO
C029495,10.091714,105.774627,Can Tho,12.81,0.145,08:00,11:00,14.0,2,Home,0,480,660,CTO
C039214,10.003794,105.763839,Can Tho,10.45,0.144,17:00,21:00,9.0,1,Office,1,1020,1260,CTO
C002528,9.985903,105.801771,Can Tho,23.45,0.249,08:00,16:00,13.0,2,Home,0,480,960,CTO
C041389,10.063001,105.729775,Can Tho,4.69,0.14,15:00,21:00,13.0,2,Home,0,900,1260,CTO
C002186,10.092976,105.744059,Can Tho,12.51,0.231,15:00,18:00,10.0,2,Home,0,900,1080,CTO
C035182,10.003871,105.697757,Can Tho,13.79,0.079,08:00,11:00,6.0,2,Home,0,480,660,CTO
C047171,10.001964,105.688101,Can Tho,10.88,0.206,10:00,16:00,12.0,2,Home,0,600,960,CTO
C044208,9.98681,105.805328,Can Tho,20.66,0.209,09:00,16:00,5.0,2,Locker,0,540,960,CTO
C015950,10.048355,105.708401,Can Tho,17.17,0.229,10:00,16:00,3.0,3,Home,0,600,960,CTO
C034928,10.062301,105.792521,Can Tho,9.71,0.186,09:00,12:00,15.0,2,Locker,0,540,720,CTO
C007737,10.063498,105.69659,Can Tho,7.05,0.206,08:00,16:00,3.0,1,Home,0,480,960,CTO
C030499,10.020586,105.797004,Can Tho,11.76,0.214,17:00,20:00,8.0,3,Home,0,1020,1200,CTO
C010529,9.985931,105.796565,Can Tho,7.64,0.137,10:00,16:00,14.0,2,Home,0,600,960,CTO
C013712,10.012492,105.76115,Can Tho,4.86,0.21,08:00,12:00,13.0,2,Home,0,480,720,CTO
C011166,10.039584,105.736453,Can Tho,13.45,0.056,09:00,16:00,9.0,3,Home,0,540,960,CTO
C011366,10.085273,105.706777,Can Tho,21.9,0.081,13:00,20:00,8.0,3,Home,0,780,1200,CTO
C027641,10.016882,105.794069,Can Tho,5.89,0.08,15:00,21:00,3.0,2,Home,0,900,1260,CTO
C014218,10.059693,105.72359,Can Tho,24.29,0.186,15:00,21:00,4.0,2,Locker,0,900,1260,CTO
C007034,10.054446,105.744145,Can Tho,2.74,0.053,08:00,11:00,12.0,2,Home,0,480,660,CTO
C011176,10.074073,105.690427,Can Tho,9.64,0.09,10:00,16:00,9.0,2,Home,1,600,960,CTO
C044960,10.023782,105.706805,Can Tho,17.8,0.24,09:00,16:00,12.0,1,Home,0,540,960,CTO
C007279,10.020962,105.688006,Can Tho,14.55,0.09,15:00,20:00,15.0,2,Home,0,900,1200,CTO
C036071,10.047839,105.804822,Can Tho,15.76,0.154,09:00,16:00,11.0,2,Home,0,540,960,CTO
C030492,10.021952,105.724786,Can Tho,7.36,0.231,13:00,16:00,6.0,2,Locker,1,780,960,CTO
C039566,10.101465,105.722151,Can Tho,24.25,0.024,08:00,12:00,12.0,3,Locker,0,480,720,CTO
C044197,9.992328,105.732992,Can Tho,22.01,0.08,15:00,20:00,14.0,1,Home,0,900,1200,CTO
C029351,10.05888,105.722225,Can Tho,18.71,0.154,10:00,16:00,15.0,2,Locker,0,600,960,CTO
C038225,9.986343,105.718869,Can Tho,3.6,0.069,13:00,16:00,6.0,3,Home,0,780,960,CTO
C025942,9.99047,105.747226,Can Tho,10.26,0.169,09:00,12:00,9.0,1,Home,1,540,720,CTO
C023972,10.072257,105.755089,Can Tho,11.15,0.161,13:00,20:00,12.0,3,Home,0,780,1200,CTO
C007349,10.064833,105.742687,Can Tho,23.67,0.181,17:00,20:00,13.0,1,Home,0,1020,1200,CTO
C035967,9.992709,105.781711,Can Tho,15.56,0.013,13:00,16:00,4.0,1,Home,0,780,960,CTO
C040134,10.011143,105.699457,Can Tho,24.15,0.119,15:00,20:00,6.0,2,Home,0,900,1200,CTO
C045519,10.025647,105.752714,Can Tho,17.54,0.139,10:00,16:00,7.0,2,Home,0,600,960,CTO
C015025,10.045507,105.695476,Can Tho,8.11,0.024,10:00,16:00,13.0,2,Locker,0,600,960,CTO
C049944,10.011992,105.790634,Can Tho,2.52,0.232,17:00,20:00,4.0,1,Home,0,1020,1200,CTO
C044709,10.019545,105.71076,Can Tho,18.52,0.106,15:00,20:00,5.0,3,Locker,0,900,1200,CTO
C022525,9.998888,105.764636,Can Tho,8.9,0.073,08:00,12:00,7.0,1,Home,0,480,720,CTO
C013023,10.040576,105.798429,Can Tho,4.32,0.06,09:00,12:00,12.0,1,Home,1,540,720,CTO
C049526,10.096975,105.799155,Can Tho,13.04,0.109,09:00,12:00,9.0,1,Home,0,540,720,CTO
C011264,10.080496,105.787581,Can Tho,13.91,0.104,17:00,21:00,12.0,3,Home,0,1020,1260,CTO
C001112,10.061818,105.743047,Can Tho,2.46,0.186,13:00,20:00,13.0,1,Home,0,780,1200,CTO
C031975,10.017367,105.733008,Can Tho,12.25,0.16,17:00,20:00,15.0,3,Home,0,1020,1200,CTO
C034982,9.991303,105.731731,Can Tho,21.71,0.012,08:00,11:00,7.0,2,Home,1,480,660,CTO
C002867,9.996134,105.697353,Can Tho,4.12,0.025,15:00,20:00,10.0,1,Home,0,900,1200,CTO
C018962,10.05504,105.771978,Can Tho,23.34,0.192,15:00,18:00,14.0,2,Home,0,900,1080,CTO
C033990,10.00979,105.693761,Can Tho,3.66,0.076,17:00,21:00,4.0,3,Home,0,1020,1260,CTO
C008685,10.063306,105.754199,Can Tho,20.93,0.084,13:00,16:00,15.0,2,Home,0,780,960,CTO
C000318,10.00448,105.726621,Can Tho,14.79,0.143,17:00,20:00,7.0,2,Home,0,1020,1200,CTO
C028056,10.057063,105.694635,Can Tho,13.85,0.215,10:00,18:00,6.0,3,Locker,0,600,1080,CTO
C019610,10.080661,105.790711,Can Tho,16.17,0.231,10:00,16:00,4.0,2,Home,1,600,960,CTO
C045639,10.063268,105.740726,Can Tho,13.71,0.237,13:00,18:00,12.0,2,Home,0,780,1080,CTO
C005635,10.049602,105.750108,Can Tho,19.26,0.02,09:00,16:00,5.0,3,Locker,0,540,960,CTO
C040118,10.021712,105.748483,Can Tho,19.78,0.046,09:00,18:00,6.0,1,Home,0,540,1080,CTO
C030961,10.096038,105.724697,Can Tho,11.49,0.122,10:00,16:00,7.0,2,Home,0,600,960,CTO
C039220,10.037028,105.725826,Can Tho,8.07,0.167,08:00,11:00,5.0,1,Home,0,480,660,CTO
C028587,10.044215,105.799067,Can Tho,23.86,0.198,09:00,18:00,12.0,3,Locker,1,540,1080,CTO
C040989,10.075592,105.701026,Can Tho,6.88,0.155,09:00,18:00,5.0,2,Home,0,540,1080,CTO
C030469,9.993768,105.740153,Can Tho,5.94,0.057,10:00,16:00,14.0,1,Office,0,600,960,CTO
C013734,10.091092,105.787499,Can Tho,4.06,0.182,10:00,16:00,13.0,1,Home,0,600,960,CTO
C044068,10.088774,105.730009,Can Tho,23.91,0.168,09:00,12:00,7.0,3,Home,0,540,720,CTO
C026301,10.071816,105.702112,Can Tho,2.34,0.021,17:00,20:00,7.0,2,Locker,0,1020,1200,CTO
C022023,10.027734,105.720308,Can Tho,2.34,0.124,13:00,18:00,13.0,2,Locker,0,780,1080,CTO
C020833,10.066195,105.709027,Can Tho,9.45,0.092,15:00,20:00,6.0,3,Home,0,900,1200,CTO
C017673,10.078423,105.754134,Can Tho,23.7,0.079,13:00,16:00,15.0,2,Home,0,780,960,CTO
C014267,10.061584,105.774759,Can Tho,19.26,0.199,10:00,18:00,6.0,2,Home,0,600,1080,CTO
C036923,10.026902,105.720485,Can Tho,6.53,0.1,13:00,20:00,8.0,1,Home,0,780,1200,CTO
C046033,9.988784,105.742456,Can Tho,22.52,0.124,08:00,16:00,11.0,2,Home,0,480,960,CTO
C034943,10.088558,105.749156,Can Tho,20.44,0.03,10:00,18:00,10.0,2,Home,0,600,1080,CTO
C029846,10.093477,105.766167,Can Tho,12.01,0.113,09:00,12:00,7.0,2,Locker,0,540,720,CTO
C004043,10.036807,105.787259,Can Tho,18.33,0.222,09:00,16:00,14.0,2,Locker,1,540,960,CTO
C005929,10.101997,105.721788,Can Tho,15.72,0.153,13:00,20:00,5.0,2,Home,0,780,1200,CTO
C013774,9.986376,105.778091,Can Tho,22.91,0.051,13:00,18:00,10.0,2,Home,0,780,1080,CTO
C019343,10.062026,105.706322,Can Tho,24.2,0.203,08:00,12:00,7.0,2,Locker,0,480,720,CTO
C037333,10.009376,105.730363,Can Tho,20.72,0.147,17:00,21:00,13.0,3,Home,0,1020,1260,CTO
C026235,10.063271,105.72585,Can Tho,16.88,0.096,13:00,18:00,9.0,2,Home,0,780,1080,CTO
C010533,10.069577,105.801282,Can Tho,21.86,0.11,13:00,18:00,13.0,3,Home,1,780,1080,CTO
C029802,9.990502,105.77838,Can Tho,9.3,0.248,08:00,11:00,6.0,2,Locker,1,480,660,CTO
C013594,9.986169,105.68617,Can Tho,6.91,0.158,08:00,16:00,3.0,1,Home,0,480,960,CTO
C014352,10.016162,105.798063,Can Tho,11.69,0.064,09:00,16:00,5.0,3,Home,0,540,960,CTO
C035495,9.99244,105.728641,Can Tho,1.12,0.007,15:00,18:00,14.0,2,Home,0,900,1080,CTO
C022049,10.004995,105.802239,Can Tho,13.8,0.022,13:00,20:00,7.0,3,Home,0,780,1200,CTO
C044643,10.066854,105.744777,Can Tho,9.63,0.166,13:00,20:00,9.0,3,Locker,0,780,1200,CTO
C022449,10.016258,105.702028,Can Tho,24.96,0.013,08:00,12:00,9.0,3,Home,0,480,720,CTO
C015443,10.098031,105.787304,Can Tho,1.98,0.208,09:00,16:00,8.0,2,Locker,0,540,960,CTO
C049541,10.076925,105.750637,Can Tho,12.45,0.116,08:00,16:00,4.0,3,Home,0,480,960,CTO
C043774,10.04002,105.698112,Can Tho,16.38,0.231,17:00,20:00,15.0,2,Home,0,1020,1200,CTO
C001828,10.024502,105.710776,Can Tho,10.34,0.132,10:00,16:00,6.0,3,Home,0,600,960,CTO
C008733,10.030894,105.771263,Can Tho,19.2,0.141,08:00,16:00,7.0,1,Home,0,480,960,CTO
C001371,10.0234,105.750712,Can Tho,10.1,0.116,15:00,20:00,3.0,2,Locker,0,900,1200,CTO
C007361,10.010079,105.763408,Can Tho,19.4,0.059,13:00,18:00,14.0,2,Home,0,780,1080,CTO
C014305,10.044784,105.728608,Can Tho,1.52,0.126,10:00,16:00,15.0,2,Home,0,600,960,CTO
C019076,10.036168,105.730425,Can Tho,4.59,0.019,15:00,21:00,4.0,1,Home,0,900,1260,CTO
C043235,10.038124,105.709624,Can Tho,6.72,0.172,10:00,16:00,7.0,2,Home,0,600,960,CTO
C028236,10.092521,105.755295,Can Tho,7.11,0.011,10:00,18:00,14.0,1,Home,0,600,1080,CTO
