node_index,node_id,node_type,lat,lon,city,region_id
117,C027038,customer,10.804901,106.663919,Ho Chi Minh City,HCM
118,C018863,customer,10.755514,106.763582,Ho Chi Minh City,HCM
119,C048885,customer,10.764528,106.734124,Ho Chi Minh City,HCM
120,C007834,customer,10.860256,106.618502,Ho Chi Minh City,HCM
121,C017572,customer,10.792513,106.689723,Ho Chi Minh City,HCM
122,C017457,customer,10.866298,106.584215,Ho Chi Minh City,HCM
123,C009541,customer,10.702151,106.628655,Ho Chi Minh City,HCM
124,C009003,customer,10.828455,106.638956,Ho Chi Minh City,HCM
125,C014576,customer,10.770775,106.585225,Ho Chi Minh City,HCM
126,C030349,customer,10.855256,106.661753,Ho Chi Minh City,HCM
127,C048760,customer,10.714125,106.709446,Ho Chi Minh City,HCM
128,C001258,customer,10.751066,106.735414,Ho Chi Minh City,HCM
129,C026648,customer,10.791063,106.739575,Ho Chi Minh City,HCM
130,C000430,customer,10.812613,106.801446,Ho Chi Minh City,HCM
131,C049477,customer,10.885306,106.734343,Ho Chi Minh City,HCM
132,C010938,customer,10.770824,106.750197,Ho Chi Minh City,HCM
133,C042772,customer,10.702064,106.796075,Ho Chi Minh City,HCM
134,C029086,customer,10.752684,106.710282,Ho Chi Minh City,HCM
135,C009622,customer,10.659055,106.813494,Ho Chi Minh City,HCM
136,C004697,customer,10.734767,106.585328,Ho Chi Minh City,HCM
137,C028637,customer,10.697012,106.802561,Ho Chi Minh City,HCM
138,C004626,customer,10.726116,106.707588,Ho Chi Minh City,HCM
139,C020461,customer,10.686844,106.626797,Ho Chi Minh City,HCM
140,C044592,customer,10.840531,106.791229,Ho Chi Minh City,HCM
141,C026181,customer,10.803364,106.803303,Ho Chi Minh City,HCM
142,C027617,customer,10.667764,106.692572,Ho Chi Minh City,HCM
143,C034628,customer,10.851582,106.650118,Ho Chi Minh City,HCM
144,C018286,customer,10.87736,106.806984,Ho Chi Minh City,HCM
145,C035617,customer,10.867516,106.781661,Ho Chi Minh City,HCM
146,C017504,customer,10.710997,106.728288,Ho Chi Minh City,HCM
147,C023409,customer,10.692908,106.764455,Ho Chi Minh City,HCM
148,C007029,customer,10.865874,106.701136,Ho Chi Minh City,HCM
149,C028412,customer,10.75781,106.757249,Ho Chi Minh City,HCM
150,C028648,customer,10.688621,106.702227,Ho Chi Minh City,HCM
151,C006865,customer,10.812991,106.805742,Ho Chi Minh City,HCM
152,C031823,customer,10.818032,106.790855,Ho Chi Minh City,HCM
153,C013630,customer,10.691611,106.75999,Ho Chi Minh City,HCM
154,C019687,customer,10.780993,106.774055,Ho Chi Minh City,HCM
155,C047997,customer,10.809054,106.702474,Ho Chi Minh City,HCM
156,C030144,customer,10.687899,106.697106,Ho Chi Minh City,HCM
157,C007236,customer,10.849088,106.675244,Ho Chi Minh City,HCM
158,C044920,customer,10.672602,106.740318,Ho Chi Minh City,HCM
159,C022458,customer,10.881131,106.76054,Ho Chi Minh City,HCM
160,C031199,customer,10.704923,106.597115,Ho Chi Minh City,HCM
161,C009838,customer,10.770107,106.627364,Ho Chi Minh City,HCM
162,C043004,customer,10.871976,106.634701,Ho Chi Minh City,HCM
163,C031748,customer,10.794529,106.657326,Ho Chi Minh City,HCM
164,C016496,customer,10.785601,106.723148,Ho Chi Minh City,HCM
165,C038408,customer,10.683075,106.657903,Ho Chi Minh City,HCM
166,C022690,customer,10.781436,106.804341,Ho Chi Minh City,HCM
167,C018490,customer,10.879242,106.783468,Ho Chi Minh City,HCM
168,C006115,customer,10.814196,106.695326,Ho Chi Minh City,HCM
169,C007717,customer,10.825406,106.616813,Ho Chi Minh City,HCM
170,C025463,customer,10.790974,106.606568,Ho Chi Minh City,HCM
171,C027781,customer,10.677468,106.767808,Ho Chi Minh City,HCM
172,C007518,customer,10.730247,106.781006,Ho Chi Minh City,HCM
173,C005513,customer,10.657123,106.701098,Ho Chi Minh City,HCM
174,C013157,customer,10.864839,106.677423,Ho Chi Minh City,HCM
175,C049254,customer,10.672525,106.685292,Ho Chi Minh City,HCM
176,C032865,customer,10.739361,106.58228,Ho Chi Minh City,HCM
177,C033301,customer,10.742878,106.629171,Ho Chi Minh City,HCM
178,C013867,customer,10.803879,106.646812,Ho Chi Minh City,HCM
179,C007082,customer,10.865748,106.720714,Ho Chi Minh City,HCM
180,C048282,customer,10.751624,106.666397,Ho Chi Minh City,HCM
181,C033110,customer,10.824021,106.63731,Ho Chi Minh City,HCM
182,C021700,customer,10.734161,106.728018,Ho Chi Minh City,HCM
183,C013407,customer,10.819278,106.730594,Ho Chi Minh City,HCM
184,C039766,customer,10.882087,106.709641,Ho Chi Minh City,HCM
185,C042727,customer,10.735956,106.614871,Ho Chi Minh City,HCM
186,C018181,customer,10.836022,106.738649,Ho Chi Minh City,HCM
187,C045333,customer,10.888084,106.747451,Ho Chi Minh City,HCM
188,C041029,customer,10.701203,106.630325,Ho Chi Minh City,HCM
189,C030646,customer,10.696025,106.753981,Ho Chi Minh City,HCM
190,C046861,customer,10.795343,106.741968,Ho Chi Minh City,HCM
191,C039940,customer,10.72872,106.743805,Ho Chi Minh City,HCM
192,C007432,customer,10.817636,106.63095,Ho Chi Minh City,HCM
193,C023851,customer,10.891831,106.719995,Ho Chi Minh City,HCM
194,C047842,customer,10.879686,106.703127,Ho Chi Minh City,HCM
195,C011317,customer,10.677247,106.73094,Ho Chi Minh City,HCM
196,C023925,customer,10.740025,106.814631,Ho Chi Minh City,HCM
197,C037664,customer,10.771417,106.779818,Ho Chi Minh City,HCM
198,C033899,customer,10.727838,106.673675,Ho Chi Minh City,HCM
199,C025017,customer,10.876692,106.693103,Ho Chi Minh City,HCM
200,C023037,customer,10.864359,106.813249,Ho Chi Minh City,HCM
201,C011797,customer,10.827464,106.804578,Ho Chi Minh City,HCM
202,C008813,customer,10.720665,106.743532,Ho Chi Minh City,HCM
203,C023329,customer,10.751957,106.768558,Ho Chi Minh City,HCM
204,C002696,customer,10.791162,106.742724,Ho Chi Minh City,HCM
205,C023441,customer,10.778119,106.723575,Ho Chi Minh City,HCM
206,C049284,customer,10.723471,106.687936,Ho Chi Minh City,HCM
207,C010364,customer,10.823129,106.688406,Ho Chi Minh City,HCM
208,C028532,customer,10.86519,106.782913,Ho Chi Minh City,HCM
209,C011776,customer,10.756832,106.634964,Ho Chi Minh City,HCM
210,C039563,customer,10.656828,106.709673,Ho Chi Minh City,HCM
211,C002061,customer,10.752233,106.728584,Ho Chi Minh City,HCM
212,C006724,customer,10.771785,106.64208,Ho Chi Minh City,HCM
213,C012240,customer,10.758343,106.808898,Ho Chi Minh City,HCM
214,C040416,customer,10.810828,106.706913,Ho Chi Minh City,HCM
215,C017191,customer,10.894234,106.596168,Ho Chi Minh City,HCM
216,C001179,customer,10.835012,106.671854,Ho Chi Minh City,HCM
217,C026757,customer,10.817657,106.645686,Ho Chi Minh City,HCM
218,C049379,customer,10.707198,106.772763,Ho Chi Minh City,HCM
219,C001563,customer,10.749533,106.731825,Ho Chi Minh City,HCM
220,C000524,customer,10.701074,106.76947,Ho Chi Minh City,HCM
221,C036585,customer,10.710528,106.709868,Ho Chi Minh City,HCM
222,C027407,customer,10.777824,106.645453,Ho Chi Minh City,HCM
223,C000552,customer,10.75136,106.739645,Ho Chi Minh City,HCM
224,C047167,customer,10.733222,106.630915,Ho Chi Minh City,HCM
225,C000767,customer,10.695695,106.605719,Ho Chi Minh City,HCM
226,C030663,customer,10.871477,106.709665,Ho Chi Minh City,HCM
227,C009045,customer,10.829483,106.662249,Ho Chi Minh City,HCM
228,C045085,customer,10.766406,106.70871,Ho Chi Minh City,HCM
229,C004951,customer,10.884936,106.654238,Ho Chi Minh City,HCM
230,C003261,customer,10.764001,106.597495,Ho Chi Minh City,HCM
231,C014670,customer,10.757593,106.788393,Ho Chi Minh City,HCM
232,C039454,customer,10.841325,106.719118,Ho Chi Minh City,HCM
233,C022197,customer,10.716959,106.717967,Ho Chi Minh City,HCM
234,C031701,customer,10.709074,106.716059,Ho Chi Minh City,HCM
235,C027563,customer,10.696949,106.682068,Ho Chi Minh City,HCM
236,C037557,customer,10.892951,106.735629,Ho Chi Minh City,HCM
237,C019441,customer,10.681934,106.673465,Ho Chi Minh City,HCM
238,C001977,customer,10.658975,106.630102,Ho Chi Minh City,HCM
239,C039195,customer,10.728955,106.687159,Ho Chi Minh City,HCM
240,C000468,customer,10.884067,106.673869,Ho Chi Minh City,HCM
241,C031669,customer,10.674991,106.678631,Ho Chi Minh City,HCM
242,C017476,customer,10.69514,106.665604,Ho Chi Minh City,HCM
243,C034955,customer,10.773661,106.737249,Ho Chi Minh City,HCM
244,C023413,customer,10.877436,106.801374,Ho Chi Minh City,HCM
245,C031864,customer,10.855368,106.766593,Ho Chi Minh City,HCM
246,C015174,customer,10.803835,106.767905,Ho Chi Minh City,HCM
247,C019227,customer,10.665062,106.741939,Ho Chi Minh City,HCM
248,C000986,customer,10.861959,106.586757,Ho Chi Minh City,HCM
249,C004890,customer,10.885053,106.612886,Ho Chi Minh City,HCM
250,C012020,customer,10.843143,106.817339,Ho Chi Minh City,HCM
251,C028396,customer,10.721193,106.688928,Ho Chi Minh City,HCM
252,C023806,customer,10.656661,106.629228,Ho Chi Minh City,HCM
253,C010280,customer,10.663441,106.709756,Ho Chi Minh City,HCM
254,C002605,customer,10.884117,106.737405,Ho Chi Minh City,HCM
255,C006841,customer,10.662853,106.814373,Ho Chi Minh City,HCM
256,C014855,customer,10.858347,106.813377,Ho Chi Minh City,HCM
257,C046150,customer,10.863754,106.81815,Ho Chi Minh City,HCM
258,C007679,customer,10.658308,106.676419,Ho Chi Minh City,HCM
259,C035156,customer,10.692512,106.80091,Ho Chi Minh City,HCM
260,C005205,customer,10.818395,106.647068,Ho Chi Minh City,HCM
261,C004499,customer,10.87608,106.687955,Ho Chi Minh City,HCM
262,C029012,customer,10.744055,106.664892,Ho Chi Minh City,HCM
263,C045465,customer,10.773606,106.596929,Ho Chi Minh City,HCM
264,C031220,customer,10.751026,106.622901,Ho Chi Minh City,HCM
265,C030184,customer,10.717498,106.627914,Ho Chi Minh City,HCM
266,C042929,customer,10.798049,106.614671,Ho Chi Minh City,HCM
267,C002322,customer,10.755995,106.774026,Ho Chi Minh City,HCM
268,C017701,customer,10.79356,106.592834,Ho Chi Minh City,HCM
269,C027651,customer,10.68335,106.713555,Ho Chi Minh City,HCM
270,C038338,customer,10.784798,106.728484,Ho Chi Minh City,HCM
271,C026792,customer,10.664001,106.640123,Ho Chi Minh City,HCM
272,C007560,customer,10.780035,106.646611,Ho Chi Minh City,HCM
273,C041258,customer,10.808192,106.663117,Ho Chi Minh City,HCM
274,C029768,customer,10.874847,106.590387,Ho Chi Minh City,HCM
275,C004788,customer,10.731529,106.740822,Ho Chi Minh City,HCM
276,C037804,customer,10.753834,106.764009,Ho Chi Minh City,HCM
277,C026279,customer,10.884601,106.685638,Ho Chi Minh City,HCM
278,C020937,customer,10.678369,106.705933,Ho Chi Minh City,HCM
279,C037594,customer,10.815148,106.772011,Ho Chi Minh City,HCM
280,C020189,customer,10.879012,106.675944,Ho Chi Minh City,HCM
281,C037676,customer,10.714486,106.787469,Ho Chi Minh City,HCM
282,C002444,customer,10.890573,106.758786,Ho Chi Minh City,HCM
283,C008963,customer,10.852102,106.746726,Ho Chi Minh City,HCM
284,C039684,customer,10.846831,106.745856,Ho Chi Minh City,HCM
285,C020897,customer,10.849029,106.58455,Ho Chi Minh City,HCM
286,C004638,customer,10.882487,106.738839,Ho Chi Minh City,HCM
287,C010261,customer,10.693393,106.589779,Ho Chi Minh City,HCM
288,C043754,customer,10.843243,106.612252,Ho Chi Minh City,HCM
289,C000615,customer,10.808431,106.734925,Ho Chi Minh City,HCM
290,C027630,customer,10.670719,106.712408,Ho Chi Minh City,HCM
291,C028952,customer,10.665632,106.658611,Ho Chi Minh City,HCM
292,C008297,customer,10.87979,106.60169,Ho Chi Minh City,HCM
293,C000099,customer,10.733799,106.639111,Ho Chi Minh City,HCM
294,C046505,customer,10.730105,106.698959,Ho Chi Minh City,HCM
295,C024567,customer,10.868224,106.581694,Ho Chi Minh City,HCM
296,C045608,customer,10.857559,106.724285,Ho Chi Minh City,HCM
297,C038108,customer,10.85676,106.74869,Ho Chi Minh City,HCM
298,C040916,customer,10.839048,106.639151,Ho Chi Minh City,HCM
299,C007320,customer,10.875177,106.796438,Ho Chi Minh City,HCM
300,C042478,customer,10.65771,106.697056,Ho Chi Minh City,HCM
301,C012432,customer,10.859973,106.693208,Ho Chi Minh City,HCM
302,C007012,customer,10.707807,106.627659,Ho Chi Minh City,HCM
303,C033723,customer,10.7276,106.769024,Ho Chi Minh City,HCM
304,C037171,customer,10.71961,106.627826,Ho Chi Minh City,HCM
305,C027983,customer,10.860424,106.704333,Ho Chi Minh City,HCM
306,C048681,customer,10.763379,106.808322,Ho Chi Minh City,HCM
307,C011900,customer,10.893932,106.80622,Ho Chi Minh City,HCM
308,C012218,customer,10.671611,106.738492,Ho Chi Minh City,HCM
309,C030046,customer,10.884746,106.625045,Ho Chi Minh City,HCM
310,C013198,customer,10.887133,106.819021,Ho Chi Minh City,HCM
311,C004567,customer,10.742033,106.765735,Ho Chi Minh City,HCM
312,C012898,customer,10.697262,106.704871,Ho Chi Minh City,HCM
313,C003303,customer,10.742516,106.602122,Ho Chi Minh City,HCM
314,C026076,customer,10.692787,106.773449,Ho Chi Minh City,HCM
315,C013120,customer,10.750163,106.709585,Ho Chi Minh City,HCM
316,C008015,customer,10.676433,106.769014,Ho Chi Minh City,HCM
317,C044802,customer,10.739499,106.774137,Ho Chi Minh City,HCM
318,C029211,customer,10.833912,106.606983,Ho Chi Minh City,HCM
319,C029309,customer,10.683925,106.749304,Ho Chi Minh City,HCM
320,C041556,customer,10.857836,106.686148,Ho Chi Minh City,HCM
321,C049414,customer,10.851657,106.624685,Ho Chi Minh City,HCM
322,C013479,customer,10.679043,106.797433,Ho Chi Minh City,HCM
323,C040105,customer,10.741588,106.729233,Ho Chi Minh City,HCM
324,C025795,customer,10.865737,106.768206,Ho Chi Minh City,HCM
325,C032990,customer,10.74239,106.759573,Ho Chi Minh City,HCM
326,C015263,customer,10.839155,106.745574,Ho Chi Minh City,HCM
327,C023687,customer,10.704696,106.7441,Ho Chi Minh City,HCM
328,C038483,customer,10.773711,106.788249,Ho Chi Minh City,HCM
329,C000266,customer,10.875624,106.674451,Ho Chi Minh City,HCM
330,C030248,customer,10.871004,106.680433,Ho Chi Minh City,HCM
331,C010869,customer,10.783265,106.765909,Ho Chi Minh City,HCM
332,C034648,customer,10.880481,106.730406,Ho Chi Minh City,HCM
333,C011713,customer,10.829687,106.635066,Ho Chi Minh City,HCM
334,C010473,customer,10.87042,106.671287,Ho Chi Minh City,HCM
335,C030035,customer,10.749307,106.781698,Ho Chi Minh City,HCM
336,C005631,customer,10.67535,106.806508,Ho Chi Minh City,HCM
337,C013002,customer,10.843951,106.799556,Ho Chi Minh City,HCM
338,C031679,customer,10.656059,106.704259,Ho Chi Minh City,HCM
339,C023694,customer,10.777189,106.778859,Ho Chi Minh City,HCM
340,C028243,customer,10.80181,106.665338,Ho Chi Minh City,HCM
341,C034282,customer,10.884091,106.666158,Ho Chi Minh City,HCM
342,C004937,customer,10.835298,106.717958,Ho Chi Minh City,HCM
343,C000079,customer,10.745628,106.652274,Ho Chi Minh City,HCM
344,C026159,customer,10.859498,106.592367,Ho Chi Minh City,HCM
345,C048929,customer,10.756559,106.692962,Ho Chi Minh City,HCM
346,C006850,customer,10.668841,106.651789,Ho Chi Minh City,HCM
347,C041432,customer,10.734336,106.709264,Ho Chi Minh City,HCM
348,C029817,customer,10.725384,106.707144,Ho Chi Minh City,HCM
349,C024729,customer,10.735514,106.777966,Ho Chi Minh City,HCM
350,C049903,customer,10.685769,106.612848,Ho Chi Minh City,HCM
351,C026146,customer,10.786083,106.675808,Ho Chi Minh City,HCM
352,C048835,customer,10.886075,106.581307,Ho Chi Minh City,HCM
353,C048811,customer,10.781704,106.808471,Ho Chi Minh City,HCM
354,C012003,customer,10.747587,106.595052,Ho Chi Minh City,HCM
355,C007860,customer,10.859165,106.763173,Ho Chi Minh City,HCM
356,C017576,customer,10.855958,106.60225,Ho Chi Minh City,HCM
357,C014158,customer,10.890923,106.682146,Ho Chi Minh City,HCM
358,C040039,customer,10.750832,106.806543,Ho Chi Minh City,HCM
359,C007710,customer,10.883181,106.690884,Ho Chi Minh City,HCM
360,C026324,customer,10.838826,106.775034,Ho Chi Minh City,HCM
361,C022251,customer,10.756585,106.590259,Ho Chi Minh City,HCM
362,C002260,customer,10.75927,106.606458,Ho Chi Minh City,HCM
363,C002473,customer,10.862052,106.703467,Ho Chi Minh City,HCM
364,C046283,customer,10.816591,106.779616,Ho Chi Minh City,HCM
365,C010771,customer,10.771647,106.750765,Ho Chi Minh City,HCM
366,C031932,customer,10.782542,106.598055,Ho Chi Minh City,HCM
367,C041708,customer,10.760803,106.692964,Ho Chi Minh City,HCM
368,C033013,customer,10.884254,106.682701,Ho Chi Minh City,HCM
369,C015911,customer,10.702697,106.65922,Ho Chi Minh City,HCM
370,C027305,customer,10.85135,106.644557,Ho Chi Minh City,HCM
371,C046118,customer,10.776712,106.584668,Ho Chi Minh City,HCM
372,C022977,customer,10.773876,106.737776,Ho Chi Minh City,HCM
373,C037278,customer,10.73484,106.795595,Ho Chi Minh City,HCM
374,C040753,customer,10.774281,106.638209,Ho Chi Minh City,HCM
375,C017758,customer,10.763977,106.661509,Ho Chi Minh City,HCM
376,C045226,customer,10.749671,106.748256,Ho Chi Minh City,HCM
377,C016804,customer,10.701564,106.722275,Ho Chi Minh City,HCM
378,C009150,customer,10.865627,106.724111,Ho Chi Minh City,HCM
379,C009709,customer,10.680729,106.809997,Ho Chi Minh City,HCM
380,C008320,customer,10.776463,106.630621,Ho Chi Minh City,HCM
381,C039387,customer,10.738616,106.628868,Ho Chi Minh City,HCM
382,C026537,customer,10.70355,106.800119,Ho Chi Minh City,HCM
383,C036183,customer,10.65699,106.734216,Ho Chi Minh City,HCM
384,C035569,customer,10.68973,106.720129,Ho Chi Minh City,HCM
385,C018044,customer,10.785997,106.764022,Ho Chi Minh City,HCM
386,C023992,customer,10.841205,106.598278,Ho Chi Minh City,HCM
387,C046628,customer,10.821194,106.601907,Ho Chi Minh City,HCM
388,C048573,customer,10.751084,106.737808,Ho Chi Minh City,HCM
389,C048254,customer,10.839609,106.630971,Ho Chi Minh City,HCM
390,C042810,customer,10.755567,106.750038,Ho Chi Minh City,HCM
391,C004820,customer,10.744611,106.680092,Ho Chi Minh City,HCM
392,C024673,customer,10.697272,106.723652,Ho Chi Minh City,HCM
393,C035092,customer,10.770639,106.755633,Ho Chi Minh City,HCM
394,C042304,customer,10.659497,106.678125,Ho Chi Minh City,HCM
395,C007184,customer,10.844336,106.693977,Ho Chi Minh City,HCM
396,C018115,customer,10.711701,106.736568,Ho Chi Minh City,HCM
397,C038513,customer,10.877209,106.675118,Ho Chi Minh City,HCM
398,C000851,customer,10.692756,106.758887,Ho Chi Minh City,HCM
399,C000457,customer,10.80363,106.660088,Ho Chi Minh City,HCM
400,C005424,customer,10.720681,106.58442,Ho Chi Minh City,HCM
401,C028395,customer,10.845787,106.753817,Ho Chi Minh City,HCM
402,C003364,customer,10.666541,106.611708,Ho Chi Minh City,HCM
403,C010688,customer,10.717188,106.80256,Ho Chi Minh City,HCM
404,C049502,customer,10.693734,106.741815,Ho Chi Minh City,HCM
405,C019131,customer,10.777241,106.692255,Ho Chi Minh City,HCM
406,C004417,customer,10.83709,106.674239,Ho Chi Minh City,HCM
407,C040728,customer,10.852837,106.685613,Ho Chi Minh City,HCM
408,C012401,customer,10.677086,106.714315,Ho Chi Minh City,HCM
409,C027000,customer,10.677164,106.755728,Ho Chi Minh City,HCM
