origin_index,destination_index,origin_id,destination_id,distance_km,travel_time_min,traffic_level,road_restrictions
19,5,C000293,D008_1,30.524,95.4,Medium,
19,6,C000293,D008_2,34.831,87.1,Low,
19,7,C000293,D008_3,34.939,87.3,Low,
19,8,C000293,D008_4,30.678,95.9,Medium,
19,9,C000293,D008_5,34.61,86.5,Low,
19,11,C000293,D009_2,50.011,184.7,High,No Heavy Trucks
19,12,C000293,D009_3,51.134,147.5,Medium,No Heavy Trucks
19,14,C000293,D009_5,52.257,150.7,Medium,
1692,0,C000304,D001_1,15.557,53.0,Medium,
1692,1,C000304,D001_2,10.777,29.4,Low,
1692,2,C000304,D001_3,13.191,45.0,Medium,No Heavy Trucks
1692,3,C000304,D001_4,15.4,67.2,High,
1692,4,C000304,D001_5,14.321,48.8,Medium,
1692,5,C000304,D008_1,33.293,83.2,Low,
1692,6,C000304,D008_2,36.893,115.3,Medium,
1692,7,C000304,D008_3,37.111,148.4,High,
1692,9,C000304,D008_5,38.233,119.5,Medium,
1692,10,C000304,D009_1,74.253,171.4,Low,
1692,11,C000304,D009_2,71.953,207.6,Medium,
1692,12,C000304,D009_3,73.125,270.0,High,
1692,13,C000304,D009_4,73.192,168.9,Low,
1692,14,C000304,D009_5,73.992,273.2,High,
130,0,C000430,D001_1,9.018,39.4,High,
130,1,C000430,D001_2,14.186,48.4,Medium,
130,3,C000430,D001_4,9.261,40.4,High,
130,4,C000430,D001_5,10.395,35.4,Medium,
130,5,C000430,D008_1,14.786,46.2,Medium,
130,7,C000430,D008_3,19.197,60.0,Medium,
130,8,C000430,D008_4,14.965,46.8,Medium,
130,9,C000430,D008_5,18.938,47.3,Low,
130,10,C000430,D009_1,62.207,179.4,Medium,
130,11,C000430,D009_2,60.089,173.3,Medium,
130,12,C000430,D009_3,61.067,176.2,Medium,
130,13,C000430,D009_4,61.28,176.8,Medium,
130,14,C000430,D009_5,62.652,144.6,Low,No Heavy Trucks
978,0,C000431,D001_1,11.37,38.8,Medium,
978,1,C000431,D001_2,8.163,27.8,Medium,
978,2,C000431,D001_3,8.698,38.0,High,No Heavy Trucks
978,3,C000431,D001_4,11.511,39.2,Medium,
978,5,C000431,D008_1,27.411,85.7,Medium,
978,6,C000431,D008_2,30.913,123.7,High,No Heavy Trucks
978,7,C000431,D008_3,31.135,97.3,Medium,No Heavy Trucks
978,8,C000431,D008_4,28.775,115.1,High,
978,9,C000431,D008_5,32.33,129.3,High,
978,10,C000431,D009_1,74.396,171.7,Low,
978,11,C000431,D009_2,72.121,208.0,Medium,
978,12,C000431,D009_3,73.254,211.3,Medium,No Heavy Trucks
978,13,C000431,D009_4,73.36,169.3,Low,
978,14,C000431,D009_5,74.316,274.4,High,No Heavy Trucks
1052,0,C000441,D001_1,4.984,17.0,Medium,
1052,1,C000441,D001_2,8.224,22.4,Low,
1052,2,C000441,D001_3,4.125,14.1,Medium,
1052,3,C000441,D001_4,5.813,25.4,High,
1052,4,C000441,D001_5,6.134,20.9,Medium,No Heavy Trucks
1052,5,C000441,D008_1,17.795,55.6,Medium,
1052,6,C000441,D008_2,21.647,86.6,High,
1052,7,C000441,D008_3,21.849,54.6,Low,
1052,8,C000441,D008_4,18.993,76.0,High,
1052,9,C000441,D008_5,22.75,91.0,High,
1052,10,C000441,D009_1,70.382,162.4,Low,
1052,11,C000441,D009_2,68.177,196.7,Medium,
1052,12,C000441,D009_3,69.234,199.7,Medium,
1052,13,C000441,D009_4,69.399,160.2,Low,
1052,14,C000441,D009_5,70.591,260.6,High,
1126,0,C000444,D001_1,9.031,30.8,Medium,
1126,1,C000444,D001_2,4.047,11.0,Low,No Heavy Trucks
1126,2,C000444,D001_3,8.192,27.9,Medium,
1126,3,C000444,D001_4,8.39,36.6,High,
1126,4,C000444,D001_5,7.305,24.9,Medium,
1126,5,C000444,D008_1,29.222,116.9,High,
1126,6,C000444,D008_2,33.346,104.2,Medium,
1126,7,C000444,D008_3,33.528,104.8,Medium,
1126,8,C000444,D008_4,30.117,75.3,Low,
1126,9,C000444,D008_5,34.083,136.3,High,
1126,10,C000444,D009_1,64.846,149.6,Low,No Heavy Trucks
1126,11,C000444,D009_2,62.559,180.5,Medium,
1126,12,C000444,D009_3,63.71,183.8,Medium,
1126,13,C000444,D009_4,63.799,184.0,Medium,
399,0,C000457,D001_1,6.75,23.0,Medium,
399,1,C000457,D001_2,4.671,15.9,Medium,
399,2,C000457,D001_3,4.069,13.9,Medium,
399,3,C000457,D001_4,6.941,23.7,Medium,
399,4,C000457,D001_5,6.165,26.9,High,
399,5,C000457,D008_1,23.939,74.8,Medium,
399,6,C000457,D008_2,27.715,86.6,Medium,
399,7,C000457,D008_3,27.923,87.3,Medium,No Heavy Trucks
399,10,C000457,D009_1,70.903,163.6,Low,No Heavy Trucks
399,11,C000457,D009_2,68.647,198.0,Medium,
399,12,C000457,D009_3,69.757,161.0,Low,
399,13,C000457,D009_4,69.882,201.6,Medium,
399,14,C000457,D009_5,70.918,204.6,Medium,
240,0,C000468,D001_1,11.271,30.7,Low,
240,1,C000468,D001_2,13.08,44.6,Medium,No Heavy Trucks
240,2,C000468,D001_3,9.68,42.2,High,No Heavy Trucks
240,3,C000468,D001_4,12.053,52.6,High,
240,5,C000468,D008_1,17.967,56.1,Medium,
240,6,C000468,D008_2,20.979,83.9,High,
240,7,C000468,D008_3,21.213,66.3,Medium,
240,8,C000468,D008_4,19.551,48.9,Low,
240,9,C000468,D008_5,22.694,70.9,Medium,
240,10,C000468,D009_1,76.727,177.1,Low,
240,11,C000468,D009_2,74.526,215.0,Medium,No Heavy Trucks
240,12,C000468,D009_3,75.578,218.0,Medium,
240,13,C000468,D009_4,75.746,174.8,Low,
240,14,C000468,D009_5,76.948,177.6,Low,
220,0,C000524,D001_1,11.6,50.6,High,
220,1,C000524,D001_2,12.165,41.5,Medium,
220,2,C000524,D001_3,13.549,46.2,Medium,
220,3,C000524,D001_4,10.832,47.3,High,
220,4,C000524,D001_5,10.926,37.2,Medium,
220,5,C000524,D008_1,27.646,69.1,Low,
220,6,C000524,D008_2,31.962,79.9,Low,
220,7,C000524,D008_3,32.074,128.3,High,No Heavy Trucks
220,9,C000524,D008_5,31.8,79.5,Low,
220,10,C000524,D009_1,54.417,200.9,High,
220,12,C000524,D009_3,53.27,153.7,Medium,
220,13,C000524,D009_4,53.403,154.0,Medium,
220,14,C000524,D009_5,54.479,157.2,Medium,
2003,1,C000528,D001_2,13.171,44.9,Medium,
2003,2,C000528,D001_3,15.669,53.4,Medium,
2003,3,C000528,D001_4,13.439,58.6,High,
2003,5,C000528,D008_1,31.829,99.5,Medium,
2003,6,C000528,D008_2,36.155,113.0,Medium,
2003,7,C000528,D008_3,36.276,113.4,Medium,
2003,8,C000528,D008_4,32.108,100.3,Medium,
2003,9,C000528,D008_5,36.088,112.8,Medium,
2003,10,C000528,D009_1,53.517,154.4,Medium,
2003,11,C000528,D009_2,51.234,147.8,Medium,No Heavy Trucks
2003,12,C000528,D009_3,52.378,151.1,Medium,
2003,13,C000528,D009_4,52.473,193.7,High,
2003,14,C000528,D009_5,53.401,123.2,Low,
223,3,C000552,D001_4,4.362,11.9,Low,
223,4,C000552,D001_5,4.515,12.3,Low,
223,5,C000552,D008_1,23.368,73.0,Medium,
223,6,C000552,D008_2,27.674,69.2,Low,
223,7,C000552,D008_3,27.82,86.9,Medium,
223,8,C000552,D008_4,23.912,59.8,Low,No Heavy Trucks
223,9,C000552,D008_5,27.944,69.9,Low,
223,10,C000552,D009_1,60.761,224.3,High,
223,12,C000552,D009_3,59.612,137.6,Low,
223,13,C000552,D009_4,59.756,172.4,Medium,
223,14,C000552,D009_5,60.867,140.5,Low,
1704,1,C000567,D001_2,9.594,32.7,Medium,
1704,3,C000567,D001_4,14.309,39.0,Low,
1704,4,C000567,D001_5,13.194,45.0,Medium,
1704,5,C000567,D008_1,34.927,139.7,High,
1704,6,C000567,D008_2,38.97,121.8,Medium,
1704,7,C000567,D008_3,39.161,122.4,Medium,
1704,8,C000567,D008_4,35.901,89.8,Low,
1704,10,C000567,D009_1,66.504,153.5,Low,
1704,11,C000567,D009_2,64.198,185.2,Medium,
1704,12,C000567,D009_3,65.387,241.4,High,
1704,13,C000567,D009_4,65.434,151.0,Low,
1704,14,C000567,D009_5,66.16,190.8,Medium,
1761,0,C000593,D001_1,7.977,34.8,High,
1761,1,C000593,D001_2,12.601,43.0,Medium,No Heavy Trucks
1761,2,C000593,D001_3,10.653,46.5,High,
1761,3,C000593,D001_4,7.943,21.7,Low,
1761,5,C000593,D008_1,17.745,44.4,Low,
1761,6,C000593,D008_2,22.054,68.9,Medium,
1761,7,C000593,D008_3,22.163,55.4,Low,No Heavy Trucks
1761,8,C000593,D008_4,17.935,44.8,Low,
1761,9,C000593,D008_5,21.903,54.8,Low,No Heavy Trucks
1761,10,C000593,D009_1,60.282,173.9,Medium,
1761,11,C000593,D009_2,58.131,214.6,High,
1761,12,C000593,D009_3,59.137,218.4,High,
1761,13,C000593,D009_4,59.334,171.2,Medium,
1761,14,C000593,D009_5,60.647,140.0,Low,
41,1,C000600,D001_2,13.782,47.0,Medium,
41,2,C000600,D001_3,11.157,38.0,Medium,
41,3,C000600,D001_4,8.872,30.2,Medium,
41,4,C000600,D001_5,10.001,34.1,Medium,No Heavy Trucks
41,6,C000600,D008_2,19.556,78.2,High,
41,7,C000600,D008_3,19.665,78.7,High,
41,9,C000600,D008_5,19.424,77.7,High,No Heavy Trucks
41,10,C000600,D009_1,62.004,143.1,Low,
41,11,C000600,D009_2,59.879,172.7,Medium,
41,12,C000600,D009_3,60.863,140.5,Low,
41,13,C000600,D009_4,61.072,140.9,Low,
41,14,C000600,D009_5,62.433,180.1,Medium,
289,0,C000615,D001_1,2.208,7.5,Medium,
289,1,C000615,D001_2,7.564,25.8,Medium,
289,2,C000615,D001_3,4.227,18.4,High,
289,3,C000615,D001_4,2.909,9.9,Medium,
289,4,C000615,D001_5,3.935,17.2,High,
289,5,C000615,D008_1,18.046,56.4,Medium,
289,6,C000615,D008_2,22.239,69.5,Medium,
289,8,C000615,D008_4,18.887,59.0,Medium,No Heavy Trucks
289,9,C000615,D008_5,22.868,57.2,Low,No Heavy Trucks
289,10,C000615,D009_1,65.994,152.3,Low,
289,12,C000615,D009_3,64.846,187.1,Medium,No Heavy Trucks
289,13,C000615,D009_4,65.015,187.5,Medium,
289,14,C000615,D009_5,66.224,191.0,Medium,
505,0,C000633,D001_1,12.335,42.1,Medium,
505,1,C000633,D001_2,13.87,60.5,High,
505,2,C000633,D001_3,10.633,36.2,Medium,
505,3,C000633,D001_4,13.101,35.7,Low,
505,4,C000633,D001_5,13.149,57.4,High,
505,5,C000633,D008_1,18.584,58.1,Medium,
505,6,C000633,D008_2,21.43,53.6,Low,
505,7,C000633,D008_3,21.667,67.7,Medium,
505,8,C000633,D008_4,20.21,50.5,Low,
505,9,C000633,D008_5,23.233,58.1,Low,
505,10,C000633,D009_1,77.853,179.7,Low,
505,11,C000633,D009_2,75.65,218.2,Medium,
505,12,C000633,D009_3,76.705,283.2,High,
505,13,C000633,D009_4,76.871,221.7,Medium,
505,14,C000633,D009_5,78.066,180.2,Low,
1272,0,C000710,D001_1,5.384,14.7,Low,
1272,1,C000710,D001_2,7.053,30.8,High,
1272,2,C000710,D001_3,3.441,11.7,Medium,
1272,3,C000710,D001_4,6.054,26.4,High,
1272,4,C000710,D001_5,5.975,20.4,Medium,
1272,5,C000710,D008_1,19.767,49.4,Low,
1272,6,C000710,D008_2,23.535,73.5,Medium,
1272,7,C000710,D008_3,23.743,74.2,Medium,
1272,8,C000710,D008_4,21.01,65.7,Medium,No Heavy Trucks
1272,9,C000710,D008_5,24.721,77.3,Medium,
1272,10,C000710,D009_1,71.059,205.0,Medium,
1272,11,C000710,D009_2,68.836,198.6,Medium,
1272,13,C000710,D009_4,70.063,202.1,Medium,
1272,14,C000710,D009_5,71.205,205.4,Medium,
1789,0,C000714,D001_1,11.702,31.9,Low,
1789,2,C000714,D001_3,12.095,41.2,Medium,
1789,3,C000714,D001_4,10.852,29.6,Low,
1789,4,C000714,D001_5,10.132,34.5,Medium,
1789,5,C000714,D008_1,31.382,98.1,Medium,No Heavy Trucks
1789,6,C000714,D008_2,35.664,111.4,Medium,
1789,7,C000714,D008_3,35.819,111.9,Medium,
1789,8,C000714,D008_4,31.991,80.0,Low,
1789,11,C000714,D009_2,56.984,131.5,Low,
1789,13,C000714,D009_4,58.224,168.0,Medium,
1789,14,C000714,D009_5,59.088,136.4,Low,
957,0,C000720,D001_1,12.976,44.2,Medium,
957,1,C000720,D001_2,9.687,42.3,High,
957,2,C000720,D001_3,13.308,36.3,Low,
957,3,C000720,D001_4,12.127,41.3,Medium,
957,4,C000720,D001_5,11.393,49.7,High,
957,6,C000720,D008_2,36.939,115.4,Medium,
957,7,C000720,D008_3,37.093,115.9,Medium,
957,9,C000720,D008_5,37.285,116.5,Medium,
957,10,C000720,D009_1,58.817,135.7,Low,
957,11,C000720,D009_2,56.519,130.4,Low,
957,12,C000720,D009_3,57.687,133.1,Low,
957,13,C000720,D009_4,57.758,166.6,Medium,
957,14,C000720,D009_5,58.584,169.0,Medium,
225,0,C000767,D001_1,16.68,72.8,High,No Heavy Trucks
225,1,C000767,D001_2,11.339,30.9,Low,No Heavy Trucks
225,2,C000767,D001_3,15.314,52.2,Medium,
225,3,C000767,D001_4,16.12,70.3,High,
225,4,C000767,D001_5,14.996,40.9,Low,
225,5,C000767,D008_1,36.627,114.5,Medium,
225,6,C000767,D008_2,40.635,101.6,Low,No Heavy Trucks
225,7,C000767,D008_3,40.829,127.6,Medium,
225,8,C000767,D008_4,37.632,94.1,Low,No Heavy Trucks
225,9,C000767,D008_5,41.544,129.8,Medium,
225,10,C000767,D009_1,67.414,194.5,Medium,
225,11,C000767,D009_2,65.105,150.2,Low,
225,12,C000767,D009_3,66.303,191.3,Medium,
225,13,C000767,D009_4,66.338,244.9,High,
1361,1,C000773,D001_2,12.369,54.0,High,
1361,2,C000773,D001_3,8.328,28.4,Medium,
1361,3,C000773,D001_4,8.259,28.2,Medium,
1361,4,C000773,D001_5,9.155,40.0,High,
1361,5,C000773,D008_1,12.988,32.5,Low,
1361,6,C000773,D008_2,17.051,53.3,Medium,
1361,7,C000773,D008_3,17.235,53.9,Medium,
1361,8,C000773,D008_4,14.04,43.9,Medium,
1361,11,C000773,D009_2,67.167,155.0,Low,No Heavy Trucks
1361,13,C000773,D009_4,68.37,197.2,Medium,
1361,14,C000773,D009_5,69.683,201.0,Medium,
985,0,C000776,D001_1,16.298,55.6,Medium,
985,1,C000776,D001_2,17.422,59.4,Medium,
985,2,C000776,D001_3,18.496,63.1,Medium,No Heavy Trucks
985,3,C000776,D001_4,15.613,68.1,High,
985,4,C000776,D001_5,15.883,54.1,Medium,
985,5,C000776,D008_1,29.636,92.6,Medium,
985,6,C000776,D008_2,33.843,105.8,Medium,
985,8,C000776,D008_4,29.523,73.8,Low,
985,9,C000776,D008_5,33.294,104.0,Medium,
985,10,C000776,D009_1,49.404,142.5,Medium,
985,11,C000776,D009_2,47.175,174.2,High,
985,12,C000776,D009_3,48.255,111.4,Low,
985,13,C000776,D009_4,48.403,139.6,Medium,
985,14,C000776,D009_5,49.541,142.9,Medium,
1917,0,C000777,D001_1,12.873,43.9,Medium,
1917,1,C000777,D001_2,14.653,40.0,Low,
1917,2,C000777,D001_3,15.213,51.9,Medium,
1917,3,C000777,D001_4,12.246,53.4,High,
1917,6,C000777,D008_2,30.491,76.2,Low,
1917,7,C000777,D008_3,30.58,76.5,Low,
1917,8,C000777,D008_4,26.226,82.0,Medium,
1917,9,C000777,D008_5,30.073,75.2,Low,No Heavy Trucks
1917,10,C000777,D009_1,52.829,121.9,Low,
1917,11,C000777,D009_2,50.617,146.0,Medium,
1917,12,C000777,D009_3,51.68,149.1,Medium,
1917,13,C000777,D009_4,51.841,191.4,High,
1917,14,C000777,D009_5,53.022,152.9,Medium,
1645,0,C000791,D001_1,9.123,31.1,Medium,
1645,1,C000791,D001_2,6.638,22.6,Medium,
1645,2,C000791,D001_3,9.738,33.2,Medium,
1645,3,C000791,D001_4,8.263,28.2,Medium,
1645,4,C000791,D001_5,7.608,20.8,Low,
1645,5,C000791,D008_1,28.745,115.0,High,
1645,6,C000791,D008_2,33.024,82.6,Low,
1645,7,C000791,D008_3,33.18,103.7,Medium,
1645,9,C000791,D008_5,33.397,104.4,Medium,No Heavy Trucks
1645,10,C000791,D009_1,60.129,173.4,Medium,
1645,11,C000791,D009_2,57.85,133.5,Low,
1645,12,C000791,D009_3,58.989,136.1,Low,No Heavy Trucks
1645,13,C000791,D009_4,59.089,170.4,Medium,
1645,14,C000791,D009_5,60.033,138.5,Low,
585,0,C000820,D001_1,14.06,47.9,Medium,No Heavy Trucks
585,1,C000820,D001_2,12.16,41.5,Medium,
585,2,C000820,D001_3,15.097,51.5,Medium,
585,3,C000820,D001_4,13.188,57.5,High,
585,4,C000820,D001_5,12.758,34.8,Low,No Heavy Trucks
585,5,C000820,D008_1,32.5,130.0,High,
585,6,C000820,D008_2,36.827,115.1,Medium,
585,8,C000820,D008_4,32.887,102.8,Medium,
585,9,C000820,D008_5,36.897,147.6,High,
585,10,C000820,D009_1,55.055,158.8,Medium,
585,12,C000820,D009_3,53.921,155.5,Medium,
585,13,C000820,D009_4,54.004,155.8,Medium,
585,14,C000820,D009_5,54.879,126.6,Low,
398,0,C000851,D001_1,11.985,40.9,Medium,
398,1,C000851,D001_2,11.88,40.5,Medium,
398,2,C000851,D001_3,13.707,59.8,High,
398,3,C000851,D001_4,11.17,48.7,High,
398,5,C000851,D008_1,28.824,90.1,Medium,
398,6,C000851,D008_2,33.148,132.6,High,
398,7,C000851,D008_3,33.266,104.0,Medium,
398,8,C000851,D008_4,29.078,90.9,Medium,
398,10,C000851,D009_1,54.531,157.3,Medium,
398,11,C000851,D009_2,52.27,193.0,High,
398,12,C000851,D009_3,53.386,197.1,High,
398,13,C000851,D009_4,53.507,123.5,Low,
398,14,C000851,D009_5,54.533,201.4,High,
846,0,C000858,D001_1,11.358,38.7,Medium,
846,2,C000858,D001_3,11.177,48.8,High,
846,3,C000858,D001_4,12.23,33.4,Low,
846,4,C000858,D001_5,12.861,43.8,Medium,No Heavy Trucks
846,5,C000858,D008_1,12.001,30.0,Low,
846,6,C000858,D008_2,15.322,47.9,Medium,
846,7,C000858,D008_3,15.546,38.9,Low,
846,8,C000858,D008_4,13.525,42.3,Medium,No Heavy Trucks
846,9,C000858,D008_5,16.834,67.3,High,
846,10,C000858,D009_1,74.322,274.4,High,
846,11,C000858,D009_2,72.18,266.5,High,
846,12,C000858,D009_3,73.178,211.1,Medium,
846,13,C000858,D009_4,73.38,211.7,Medium,
846,14,C000858,D009_5,74.707,172.4,Low,
1848,0,C000893,D001_1,13.02,35.5,Low,
1848,1,C000893,D001_2,8.937,24.4,Low,
1848,2,C000893,D001_3,12.887,35.1,Low,
1848,3,C000893,D001_4,12.223,41.7,Medium,
1848,4,C000893,D001_5,11.334,49.5,High,No Heavy Trucks
1848,5,C000893,D008_1,33.091,103.4,Medium,
1848,6,C000893,D008_2,37.328,116.7,Medium,
1848,7,C000893,D008_3,37.493,93.7,Low,No Heavy Trucks
1848,8,C000893,D008_4,33.802,135.2,High,
1848,10,C000893,D009_1,60.905,175.7,Medium,
1848,11,C000893,D009_2,58.604,169.0,Medium,
1848,12,C000893,D009_3,59.779,172.4,Medium,
1848,13,C000893,D009_4,59.842,138.1,Low,
1848,14,C000893,D009_5,60.639,223.9,High,
1218,2,C000911,D001_3,16.996,57.9,Medium,
1218,3,C000911,D001_4,16.744,57.1,Medium,
1218,4,C000911,D001_5,15.775,53.8,Medium,
1218,5,C000911,D008_1,37.689,117.8,Medium,
1218,8,C000911,D008_4,38.454,120.2,Medium,
1218,9,C000911,D008_5,42.466,132.7,Medium,
1218,10,C000911,D009_1,61.731,227.9,High,
1218,11,C000911,D009_2,59.422,171.4,Medium,
1218,12,C000911,D009_3,60.626,223.8,High,
1218,14,C000911,D009_5,61.295,176.8,Medium,
519,2,C000940,D001_3,1.606,7.0,High,
519,3,C000940,D001_4,4.614,15.7,Medium,
519,4,C000940,D001_5,4.039,13.8,Medium,
519,5,C000940,D008_1,22.036,68.9,Medium,
519,6,C000940,D008_2,25.948,103.8,High,
519,8,C000940,D008_4,23.164,57.9,Low,
519,9,C000940,D008_5,26.984,84.3,Medium,
519,10,C000940,D009_1,69.259,159.8,Low,
519,11,C000940,D009_2,67.016,154.7,Low,
519,12,C000940,D009_3,68.111,196.5,Medium,
519,13,C000940,D009_4,68.249,252.0,High,
519,14,C000940,D009_5,69.335,200.0,Medium,No Heavy Trucks
1131,0,C000944,D001_1,5.488,23.9,High,
1131,1,C000944,D001_2,7.151,24.4,Medium,No Heavy Trucks
1131,2,C000944,D001_3,7.542,25.7,Medium,
1131,3,C000944,D001_4,4.723,12.9,Low,
1131,4,C000944,D001_5,4.932,13.4,Low,
1131,6,C000944,D008_2,27.677,86.5,Medium,
1131,7,C000944,D008_3,27.82,111.3,High,
1131,8,C000944,D008_4,23.875,59.7,Low,
1131,9,C000944,D008_5,27.905,69.8,Low,
1131,10,C000944,D009_1,60.352,174.1,Medium,
1131,12,C000944,D009_3,59.204,170.8,Medium,
1131,13,C000944,D009_4,59.349,137.0,Low,
1131,14,C000944,D009_5,60.466,174.4,Medium,
1960,0,C000968,D001_1,12.172,41.5,Medium,
1960,1,C000968,D001_2,16.978,57.9,Medium,
1960,2,C000968,D001_3,12.865,56.1,High,
1960,3,C000968,D001_4,12.979,44.2,Medium,
1960,4,C000968,D001_5,13.87,60.5,High,
1960,5,C000968,D008_1,8.644,27.0,Medium,
1960,6,C000968,D008_2,12.491,39.0,Medium,
1960,7,C000968,D008_3,12.689,39.7,Medium,No Heavy Trucks
1960,8,C000968,D008_4,9.953,31.1,Medium,
1960,9,C000968,D008_5,13.596,42.5,Medium,
1960,10,C000968,D009_1,72.017,166.2,Low,
1960,11,C000968,D009_2,69.918,201.7,Medium,
1960,12,C000968,D009_3,70.881,261.7,High,
1960,13,C000968,D009_4,71.102,205.1,Medium,
1960,14,C000968,D009_5,72.503,167.3,Low,
248,0,C000986,D001_1,16.506,45.0,Low,
248,1,C000986,D001_2,14.724,50.2,Medium,
248,2,C000986,D001_3,13.884,47.3,Medium,
248,3,C000986,D001_4,16.922,57.7,Medium,
248,4,C000986,D001_5,16.334,55.7,Medium,
248,5,C000986,D008_1,27.745,69.4,Low,
248,6,C000986,D008_2,30.538,95.4,Medium,No Heavy Trucks
248,7,C000986,D008_3,30.778,96.2,Medium,
248,8,C000986,D008_4,29.357,91.7,Medium,
248,9,C000986,D008_5,32.388,129.6,High,
248,10,C000986,D009_1,81.127,187.2,Low,No Heavy Trucks
248,11,C000986,D009_2,78.862,227.5,Medium,
248,12,C000986,D009_3,79.983,230.7,Medium,
248,13,C000986,D009_4,80.1,184.8,Low,
248,14,C000986,D009_5,81.1,233.9,Medium,
1516,0,C000992,D001_1,7.007,30.6,High,
1516,1,C000992,D001_2,6.093,20.8,Medium,No Heavy Trucks
1516,2,C000992,D001_3,4.351,11.9,Low,
1516,4,C000992,D001_5,6.823,29.8,High,No Heavy Trucks
1516,5,C000992,D008_1,22.751,71.1,Medium,No Heavy Trucks
1516,6,C000992,D008_2,26.431,105.7,High,
1516,7,C000992,D008_3,26.644,83.3,Medium,No Heavy Trucks
1516,8,C000992,D008_4,24.035,75.1,Medium,
1516,9,C000992,D008_5,27.698,86.6,Medium,
1516,10,C000992,D009_1,71.967,207.6,Medium,
1516,11,C000992,D009_2,69.72,201.1,Medium,
1516,12,C000992,D009_3,70.82,204.3,Medium,
1516,13,C000992,D009_4,70.953,204.7,Medium,
1516,14,C000992,D009_5,72.021,166.2,Low,
